,MVT_GT_San Diego CA
2017-01-15,21.0
2017-01-29,22.0
2017-02-05,45.0
2017-02-12,37.0
2017-02-26,18.0
2017-03-05,16.0
2017-03-12,23.0
2017-03-26,56.0
2017-04-02,50.0
2017-04-23,22.0
2017-04-30,27.0
2017-05-07,24.0
2017-05-14,22.0
2017-05-21,56.0
2017-05-28,29.0
2017-06-18,42.0
2017-06-25,45.0
2017-07-02,48.0
2017-07-16,20.0
2017-07-30,52.0
2017-08-06,30.0
2017-08-20,45.0
2017-09-24,33.0
2017-10-15,26.0
2017-10-22,65.0
2017-10-29,67.0
2017-11-12,22.0
2017-11-19,19.0
2017-12-10,14.0
2017-12-24,57.0
2018-01-07,14.0
2018-01-14,15.0
2018-01-21,31.0
2018-02-04,21.0
2018-02-11,18.0
2018-03-11,17.0
2018-03-25,29.0
2018-04-08,44.0
2018-04-15,21.0
2018-04-29,15.0
2018-05-20,49.0
2018-05-27,18.0
2018-06-03,42.0
2018-06-17,52.0
2018-07-01,38.0
2018-07-08,41.0
2018-07-15,55.0
2018-07-22,100.0
2018-08-05,20.0
2018-08-19,21.0
2018-09-02,31.0
2018-09-09,31.0
2018-09-16,29.0
2018-09-23,18.0
2018-09-30,27.0
2018-12-02,45.0
2018-12-09,16.0
2019-01-06,26.0
2019-01-13,31.0
2019-01-20,63.0
2019-01-27,17.0
2019-02-10,86.0
2019-02-17,42.0
2019-02-24,27.0
2019-03-10,64.0
2019-03-17,37.0
2019-03-24,58.0
2019-04-14,40.0
2019-04-28,52.0
2019-05-05,14.0
2019-05-26,18.0
2019-06-02,23.0
2019-06-16,16.0
2019-06-23,31.0
2019-06-30,21.0
2019-07-07,23.0
2019-07-14,40.0
2019-07-21,53.0
2019-07-28,58.0
2019-08-04,31.0
2019-08-11,43.0
2019-08-18,20.0
2019-08-25,22.0
2019-09-15,21.0
2019-09-22,34.0
2019-09-29,61.0
2019-10-06,20.0
2019-10-20,26.0
2019-11-03,27.0
2019-11-10,23.0
2019-11-17,34.0
2019-12-08,19.0
2019-12-15,19.0
2019-12-22,41.0
2019-12-29,19.0
2020-01-05,27.0
2020-01-26,21.0
2020-02-02,19.0
2020-02-09,30.0
2020-02-23,36.0
2020-03-15,28.0
2020-03-29,33.0
2020-04-05,25.0
2020-04-19,28.0
2020-04-26,63.0
2020-05-03,14.0
2020-05-10,12.0
2020-05-24,18.0
2020-05-31,28.0
2020-06-07,40.0
2020-06-14,61.0
2020-06-21,36.0
2020-06-28,18.0
2020-07-26,29.0
2020-08-02,14.0
2020-08-16,13.0
2020-09-06,22.0
2020-09-13,12.0
2020-09-20,42.0
2020-09-27,13.0
2020-10-04,40.0
2020-10-11,22.0
2020-10-18,37.0
2020-10-25,39.0
2020-11-01,17.0
2020-11-08,15.0
2020-11-15,31.0
2020-12-27,43.0
2021-01-17,20.0
2021-01-31,38.0
2021-02-07,21.0
2021-02-21,44.0
2021-02-28,28.0
2021-03-07,67.0
2021-03-28,35.0
2021-04-04,17.0
2021-04-11,28.0
2021-04-18,62.0
2021-04-25,45.0
2021-05-02,26.0
2021-05-09,23.0
2021-05-23,35.0
2021-05-30,36.0
2021-06-13,74.0
2021-06-20,19.0
2021-06-27,27.0
2021-07-11,24.0
2021-07-25,18.0
2021-08-08,72.0
2021-08-15,43.0
2021-08-22,34.0
2021-09-26,35.0
2021-10-10,36.0
2021-10-17,18.0
2021-11-07,33.0
2021-11-14,25.0
2021-12-19,42.0
2022-01-09,29.0
2022-01-16,61.0
2022-01-23,22.0
2022-01-30,39.0
2022-02-20,38.0
2022-03-06,19.0
2022-03-13,33.0
2022-04-10,32.0
2022-04-17,40.0
2022-04-24,29.0
2022-05-01,24.0
2022-05-08,64.0
2022-05-29,38.0
2022-06-19,42.0
2022-07-03,25.0
2022-07-10,42.0
2022-07-17,35.0
2022-07-24,19.0
2022-07-31,26.0
2022-08-21,20.0
2022-08-28,48.0
2022-09-18,57.0
2022-09-25,48.0
2022-10-09,36.0
2022-10-16,44.0
2022-10-30,25.0
2022-11-20,15.0
2022-12-11,47.0
2022-12-25,64.0
