,MVT_GT_Baltimore MD
2017-01-01,14.0
2017-01-08,15.0
2017-01-15,22.0
2017-03-05,19.0
2017-04-02,74.0
2017-04-30,24.0
2017-05-07,15.0
2017-05-28,16.0
2017-06-04,48.0
2017-07-02,17.0
2017-07-30,47.0
2017-08-06,54.0
2017-08-13,24.0
2017-09-10,27.0
2017-09-17,50.0
2017-10-08,48.0
2017-10-29,14.0
2017-12-10,31.0
2017-12-24,20.0
2017-12-31,30.0
2018-01-07,13.0
2018-01-21,20.0
2018-01-28,15.0
2018-02-18,13.0
2018-04-01,18.0
2018-04-08,18.0
2018-04-15,60.0
2018-05-13,27.0
2018-05-27,20.0
2018-06-10,19.0
2018-06-24,27.0
2018-07-01,24.0
2018-08-12,25.0
2018-08-19,23.0
2018-09-16,25.0
2018-10-21,15.0
2018-12-02,58.0
2018-12-09,83.0
2018-12-16,23.0
2019-01-13,15.0
2019-03-03,15.0
2019-03-10,18.0
2019-04-07,80.0
2019-04-14,56.0
2019-04-21,40.0
2019-05-05,14.0
2019-05-12,50.0
2019-07-07,25.0
2019-07-21,29.0
2019-08-11,25.0
2019-10-20,19.0
2019-11-03,100.0
2019-11-10,40.0
2019-12-01,30.0
2019-12-22,17.0
2019-12-29,62.0
2020-01-05,12.0
2020-01-12,22.0
2020-02-02,32.0
2020-02-09,19.0
2020-02-23,33.0
2020-03-15,11.0
2020-03-22,12.0
2020-04-05,21.0
2020-04-26,18.0
2020-05-17,27.0
2020-05-24,12.0
2020-06-07,15.0
2020-06-14,17.0
2020-07-12,31.0
2020-07-26,22.0
2020-08-02,17.0
2020-08-09,33.0
2020-09-06,15.0
2020-09-27,34.0
2020-11-01,17.0
2020-12-27,14.0
2021-01-24,12.0
2021-01-31,18.0
2021-02-07,12.0
2021-02-28,11.0
2021-05-02,20.0
2021-05-09,19.0
2021-05-16,44.0
2021-05-23,19.0
2021-06-06,23.0
2021-06-13,21.0
2021-06-20,13.0
2021-07-11,34.0
2021-07-25,16.0
2021-08-08,31.0
2021-08-15,12.0
2021-08-22,20.0
2021-09-05,18.0
2021-09-26,19.0
2021-10-10,22.0
2021-11-07,68.0
2021-11-14,26.0
2021-11-21,18.0
2021-11-28,50.0
2022-01-02,15.0
2022-01-09,49.0
2022-01-23,29.0
2022-02-13,31.0
2022-02-20,25.0
2022-02-27,15.0
2022-03-06,38.0
2022-03-13,13.0
2022-03-20,13.0
2022-04-03,9.0
2022-04-10,19.0
2022-04-17,24.0
2022-04-24,23.0
2022-05-01,11.0
2022-05-29,15.0
2022-06-19,23.0
2022-06-26,13.0
2022-07-03,19.0
2022-07-24,17.0
2022-07-31,25.0
2022-08-07,17.0
2022-08-14,19.0
2022-09-04,13.0
2022-09-18,31.0
2022-09-25,12.0
2022-10-09,22.0
2022-10-16,21.0
2022-10-30,30.0
2022-11-06,37.0
2022-11-13,23.0
2022-11-27,38.0
2022-12-04,45.0
2022-12-11,11.0
2022-12-18,14.0
