,MVT_GT_Atlanta GA
2017-01-01,16.0
2017-01-08,31.0
2017-01-15,42.0
2017-01-22,37.0
2017-01-29,20.0
2017-02-05,37.0
2017-02-19,27.0
2017-02-26,24.0
2017-03-05,13.0
2017-03-12,11.0
2017-03-19,13.0
2017-03-26,21.0
2017-04-02,29.0
2017-04-16,20.0
2017-04-30,25.0
2017-05-07,22.0
2017-05-14,41.0
2017-05-21,42.0
2017-05-28,37.0
2017-06-04,59.0
2017-06-11,43.0
2017-06-18,24.0
2017-06-25,20.0
2017-07-02,24.0
2017-07-16,40.0
2017-07-23,33.0
2017-08-13,32.0
2017-08-20,47.0
2017-08-27,31.0
2017-09-03,32.0
2017-09-10,11.0
2017-09-17,16.0
2017-09-24,12.0
2017-10-08,12.0
2017-10-15,15.0
2017-10-22,55.0
2017-10-29,19.0
2017-11-05,48.0
2017-11-12,86.0
2017-11-19,52.0
2017-11-26,20.0
2017-12-03,11.0
2017-12-10,24.0
2017-12-17,26.0
2017-12-24,30.0
2017-12-31,32.0
2018-01-07,27.0
2018-01-14,51.0
2018-01-21,35.0
2018-01-28,29.0
2018-02-04,32.0
2018-02-11,37.0
2018-02-18,24.0
2018-02-25,19.0
2018-03-11,42.0
2018-03-18,14.0
2018-03-25,21.0
2018-04-08,36.0
2018-04-15,50.0
2018-04-22,22.0
2018-04-29,25.0
2018-05-06,100.0
2018-05-13,21.0
2018-05-27,30.0
2018-06-03,29.0
2018-06-17,26.0
2018-06-24,17.0
2018-07-01,12.0
2018-07-15,45.0
2018-07-29,37.0
2018-08-05,18.0
2018-08-12,24.0
2018-08-19,19.0
2018-08-26,34.0
2018-09-02,23.0
2018-09-09,29.0
2018-09-16,34.0
2018-09-23,46.0
2018-09-30,18.0
2018-10-07,30.0
2018-10-14,43.0
2018-10-21,48.0
2018-11-04,17.0
2018-11-11,24.0
2018-11-25,29.0
2018-12-02,26.0
2018-12-09,32.0
2018-12-16,34.0
2018-12-23,22.0
2018-12-30,17.0
2019-01-06,42.0
2019-01-13,13.0
2019-01-20,21.0
2019-02-03,41.0
2019-02-10,28.0
2019-02-24,32.0
2019-03-03,27.0
2019-03-17,34.0
2019-04-14,17.0
2019-04-21,20.0
2019-04-28,16.0
2019-05-05,59.0
2019-05-26,25.0
2019-06-02,24.0
2019-06-09,41.0
2019-06-16,17.0
2019-06-23,15.0
2019-06-30,29.0
2019-07-07,24.0
2019-07-14,13.0
2019-08-04,32.0
2019-08-11,42.0
2019-08-25,25.0
2019-09-01,41.0
2019-09-15,51.0
2019-09-22,9.0
2019-09-29,12.0
2019-10-06,30.0
2019-10-13,50.0
2019-10-20,56.0
2019-10-27,31.0
2019-11-03,58.0
2019-11-10,72.0
2019-11-17,46.0
2019-11-24,14.0
2019-12-01,43.0
2019-12-22,27.0
2019-12-29,31.0
2020-01-05,35.0
2020-01-12,25.0
2020-01-19,15.0
2020-02-02,31.0
2020-02-09,27.0
2020-02-16,19.0
2020-02-23,42.0
2020-03-01,27.0
2020-03-08,39.0
2020-03-15,21.0
2020-03-22,41.0
2020-03-29,18.0
2020-04-19,10.0
2020-04-26,8.0
2020-05-03,12.0
2020-05-10,12.0
2020-05-17,46.0
2020-05-24,23.0
2020-05-31,19.0
2020-06-07,21.0
2020-06-14,27.0
2020-06-21,26.0
2020-06-28,45.0
2020-07-05,15.0
2020-07-12,12.0
2020-07-19,26.0
2020-07-26,21.0
2020-08-02,20.0
2020-08-09,31.0
2020-08-16,16.0
2020-08-23,32.0
2020-08-30,14.0
2020-09-06,22.0
2020-09-13,28.0
2020-09-20,21.0
2020-10-11,30.0
2020-10-18,29.0
2020-10-25,37.0
2020-11-01,11.0
2020-11-08,16.0
2020-11-15,26.0
2020-11-22,24.0
2020-11-29,28.0
2020-12-06,34.0
2020-12-13,19.0
2020-12-20,47.0
2020-12-27,33.0
2021-01-03,36.0
2021-01-10,16.0
2021-01-17,21.0
2021-01-24,44.0
2021-01-31,42.0
2021-02-07,25.0
2021-02-14,16.0
2021-02-21,20.0
2021-02-28,25.0
2021-03-07,12.0
2021-03-14,21.0
2021-03-21,12.0
2021-03-28,9.0
2021-04-04,23.0
2021-04-11,17.0
2021-04-18,11.0
2021-04-25,41.0
2021-05-02,36.0
2021-05-09,34.0
2021-05-16,32.0
2021-05-23,85.0
2021-05-30,38.0
2021-06-06,31.0
2021-06-13,30.0
2021-06-20,16.0
2021-07-04,35.0
2021-07-11,44.0
2021-07-25,13.0
2021-08-01,19.0
2021-08-08,22.0
2021-08-15,33.0
2021-08-29,36.0
2021-09-05,38.0
2021-09-12,19.0
2021-09-19,22.0
2021-09-26,43.0
2021-10-17,44.0
2021-10-24,20.0
2021-10-31,20.0
2021-11-07,41.0
2021-11-21,22.0
2021-12-05,21.0
2021-12-12,44.0
2021-12-19,30.0
2021-12-26,12.0
