,MVT_GT_Atlanta GA
2017-01-01,49.0
2017-01-08,33.0
2017-01-15,11.0
2017-01-22,28.0
2017-01-29,18.0
2017-02-19,23.0
2017-02-26,10.0
2017-03-05,16.0
2017-03-12,9.0
2017-03-19,10.0
2017-03-26,18.0
2017-04-09,13.0
2017-04-23,17.0
2017-05-07,26.0
2017-05-14,29.0
2017-05-21,42.0
2017-06-04,52.0
2017-06-11,29.0
2017-06-18,30.0
2017-06-25,26.0
2017-07-02,36.0
2017-07-09,23.0
2017-07-16,25.0
2017-07-23,30.0
2017-07-30,23.0
2017-08-06,16.0
2017-08-13,11.0
2017-08-20,28.0
2017-08-27,36.0
2017-09-03,30.0
2017-09-10,10.0
2017-09-17,10.0
2017-09-24,18.0
2017-10-01,56.0
2017-10-08,19.0
2017-10-15,18.0
2017-10-22,27.0
2017-10-29,16.0
2017-11-05,44.0
2017-11-12,60.0
2017-11-19,38.0
2017-11-26,17.0
2017-12-03,9.0
2017-12-10,24.0
2017-12-17,16.0
2017-12-24,13.0
2017-12-31,21.0
2018-01-14,48.0
2018-01-21,54.0
2018-01-28,30.0
2018-02-04,48.0
2018-02-11,26.0
2018-02-25,16.0
2018-03-04,33.0
2018-03-18,16.0
2018-03-25,22.0
2018-04-08,48.0
2018-04-15,28.0
2018-04-22,13.0
2018-04-29,38.0
2018-05-06,28.0
2018-05-13,26.0
2018-05-20,16.0
2018-05-27,17.0
2018-06-03,21.0
2018-06-10,17.0
2018-06-17,42.0
2018-07-01,32.0
2018-07-08,13.0
2018-07-15,34.0
2018-07-29,31.0
2018-08-05,59.0
2018-08-12,24.0
2018-08-19,41.0
2018-08-26,16.0
2018-09-02,17.0
2018-09-09,35.0
2018-09-16,33.0
2018-09-23,37.0
2018-09-30,14.0
2018-10-07,48.0
2018-10-14,23.0
2018-10-21,32.0
2018-10-28,18.0
2018-11-04,21.0
2018-11-11,16.0
2018-11-18,13.0
2018-11-25,33.0
2018-12-02,33.0
2018-12-09,38.0
2018-12-16,21.0
2018-12-23,15.0
2018-12-30,52.0
2019-01-06,46.0
2019-01-13,16.0
2019-01-20,32.0
2019-01-27,14.0
2019-02-03,45.0
2019-02-10,21.0
2019-02-24,16.0
2019-03-03,40.0
2019-03-17,23.0
2019-03-31,27.0
2019-04-14,27.0
2019-04-21,13.0
2019-04-28,46.0
2019-05-05,20.0
2019-05-12,22.0
2019-05-19,29.0
2019-05-26,29.0
2019-06-02,17.0
2019-06-09,23.0
2019-06-16,15.0
2019-06-23,23.0
2019-06-30,36.0
2019-07-07,29.0
2019-07-14,26.0
2019-07-21,38.0
2019-07-28,19.0
2019-08-04,28.0
2019-08-11,38.0
2019-08-18,26.0
2019-08-25,42.0
2019-09-01,28.0
2019-09-08,16.0
2019-09-15,24.0
2019-09-22,18.0
2019-10-06,51.0
2019-10-13,21.0
2019-10-20,26.0
2019-10-27,37.0
2019-11-03,18.0
2019-11-10,18.0
2019-11-17,32.0
2019-12-01,31.0
2019-12-08,52.0
2019-12-15,11.0
2019-12-22,44.0
2019-12-29,21.0
2020-01-05,24.0
2020-01-12,21.0
2020-01-26,25.0
2020-02-02,9.0
2020-02-09,28.0
2020-02-16,46.0
2020-02-23,26.0
2020-03-01,24.0
2020-03-08,21.0
2020-03-15,20.0
2020-03-22,11.0
2020-03-29,27.0
2020-04-05,10.0
2020-04-12,41.0
2020-04-19,23.0
2020-04-26,27.0
2020-05-03,32.0
2020-05-10,21.0
2020-05-17,23.0
2020-05-31,22.0
2020-06-07,17.0
2020-06-14,21.0
2020-06-21,16.0
2020-06-28,30.0
2020-07-19,20.0
2020-07-26,15.0
2020-08-02,28.0
2020-08-09,36.0
2020-08-23,29.0
2020-08-30,11.0
2020-09-06,30.0
2020-09-27,32.0
2020-10-04,18.0
2020-10-11,30.0
2020-10-18,15.0
2020-10-25,34.0
2020-11-01,17.0
2020-11-08,23.0
2020-11-15,13.0
2020-11-29,26.0
2020-12-06,34.0
2020-12-13,47.0
2020-12-20,32.0
2020-12-27,32.0
2021-01-03,23.0
2021-01-10,38.0
2021-01-17,16.0
2021-01-24,31.0
2021-01-31,59.0
2021-02-07,50.0
2021-02-14,19.0
2021-02-28,49.0
2021-03-07,13.0
2021-03-14,30.0
2021-03-21,28.0
2021-04-04,28.0
2021-04-18,20.0
2021-04-25,13.0
2021-05-02,33.0
2021-05-09,25.0
2021-05-16,43.0
2021-05-23,100.0
2021-05-30,30.0
2021-06-06,27.0
2021-06-13,24.0
2021-06-27,17.0
2021-07-04,23.0
2021-07-11,46.0
2021-07-18,44.0
2021-07-25,44.0
2021-08-01,10.0
2021-08-08,21.0
2021-08-22,29.0
2021-08-29,25.0
2021-09-05,29.0
2021-09-12,34.0
2021-09-19,43.0
2021-09-26,34.0
2021-10-03,11.0
2021-10-17,30.0
2021-10-24,12.0
2021-11-07,42.0
2021-11-21,46.0
2021-11-28,9.0
2021-12-05,10.0
2021-12-12,49.0
2021-12-19,18.0
2022-01-16,27.0
2022-01-23,21.0
2022-01-30,62.0
2022-02-06,36.0
2022-02-13,23.0
2022-02-20,36.0
2022-02-27,11.0
2022-03-06,17.0
2022-03-13,72.0
2022-03-27,17.0
2022-04-03,34.0
2022-04-10,45.0
2022-04-17,11.0
2022-04-24,45.0
2022-05-01,29.0
2022-05-08,30.0
2022-05-15,25.0
2022-05-22,29.0
2022-05-29,20.0
2022-06-12,24.0
2022-06-19,57.0
2022-06-26,16.0
2022-07-10,45.0
2022-07-17,26.0
2022-07-24,19.0
2022-07-31,24.0
2022-08-07,22.0
2022-08-14,22.0
2022-08-21,30.0
2022-08-28,38.0
2022-09-04,44.0
2022-09-11,42.0
2022-09-18,33.0
2022-09-25,26.0
2022-10-02,34.0
2022-10-23,23.0
2022-10-30,22.0
2022-11-06,35.0
2022-11-13,35.0
2022-11-20,32.0
2022-11-27,17.0
2022-12-04,30.0
2022-12-11,41.0
2022-12-18,40.0
