,MVT_GT_Phoenix AZ
2017-01-01,51.0
2017-01-08,36.0
2017-01-29,46.0
2017-02-05,24.0
2017-02-12,28.0
2017-02-19,38.0
2017-02-26,50.0
2017-03-05,24.0
2017-03-12,34.0
2017-03-19,15.0
2017-03-26,14.0
2017-04-02,14.0
2017-04-16,15.0
2017-04-23,35.0
2017-05-14,29.0
2017-05-21,41.0
2017-06-04,26.0
2017-06-11,30.0
2017-07-02,39.0
2017-07-09,21.0
2017-07-16,47.0
2017-07-23,26.0
2017-07-30,55.0
2017-08-06,77.0
2017-08-13,63.0
2017-08-20,46.0
2017-08-27,23.0
2017-09-03,21.0
2017-09-17,23.0
2017-10-01,25.0
2017-10-29,30.0
2017-11-05,15.0
2017-11-12,52.0
2017-11-19,21.0
2017-12-03,17.0
2017-12-10,34.0
2017-12-17,22.0
2017-12-24,32.0
2018-01-07,16.0
2018-01-28,17.0
2018-02-18,23.0
2018-03-11,16.0
2018-03-18,30.0
2018-03-25,18.0
2018-04-01,33.0
2018-04-15,20.0
2018-04-29,17.0
2018-05-13,25.0
2018-05-20,38.0
2018-06-03,45.0
2018-06-10,22.0
2018-06-17,18.0
2018-06-24,61.0
2018-07-01,32.0
2018-07-29,25.0
2018-08-12,50.0
2018-08-26,22.0
2018-09-09,23.0
2018-09-23,36.0
2018-09-30,31.0
2018-10-14,25.0
2018-10-28,67.0
2018-11-04,17.0
2018-11-11,14.0
2018-11-25,23.0
2018-12-16,17.0
2018-12-23,28.0
2018-12-30,24.0
2019-01-13,34.0
2019-01-27,52.0
2019-02-10,14.0
2019-02-17,41.0
2019-02-24,40.0
2019-03-10,52.0
2019-03-17,15.0
2019-03-24,15.0
2019-05-05,26.0
2019-05-12,24.0
2019-05-19,15.0
2019-05-26,100.0
2019-06-02,28.0
2019-06-09,22.0
2019-06-16,32.0
2019-06-30,25.0
2019-07-07,68.0
2019-07-14,25.0
2019-07-21,33.0
2019-08-18,27.0
2019-08-25,30.0
2019-09-01,20.0
2019-09-08,14.0
2019-09-22,15.0
2019-09-29,20.0
2019-10-06,25.0
2019-10-20,20.0
2019-11-03,22.0
2019-11-10,45.0
2019-11-17,30.0
2019-11-24,30.0
2019-12-01,46.0
2019-12-08,20.0
2019-12-15,19.0
2019-12-22,21.0
2019-12-29,45.0
2020-01-12,12.0
2020-01-19,21.0
2020-01-26,24.0
2020-02-02,35.0
2020-02-09,58.0
2020-02-16,54.0
2020-03-01,32.0
2020-03-08,20.0
2020-03-22,24.0
2020-03-29,38.0
2020-04-05,31.0
2020-04-12,26.0
2020-04-19,23.0
2020-05-03,31.0
2020-05-17,17.0
2020-05-24,49.0
2020-05-31,13.0
2020-06-07,31.0
2020-06-28,12.0
2020-07-05,23.0
2020-08-02,18.0
2020-08-09,19.0
2020-08-16,33.0
2020-08-23,15.0
2020-08-30,31.0
2020-09-06,30.0
2020-09-13,14.0
2020-09-20,22.0
2020-09-27,15.0
2020-10-11,30.0
2020-10-25,23.0
2020-11-08,15.0
2020-11-15,12.0
2020-11-22,38.0
2020-11-29,19.0
2020-12-20,16.0
2020-12-27,39.0
2021-01-03,80.0
2021-01-10,12.0
2021-01-17,52.0
2021-01-31,77.0
2021-02-07,14.0
2021-02-14,21.0
2021-02-21,51.0
2021-02-28,20.0
2021-03-14,16.0
2021-03-21,32.0
2021-03-28,13.0
2021-04-04,12.0
2021-04-11,32.0
2021-05-02,20.0
2021-05-09,26.0
2021-05-16,24.0
2021-05-23,25.0
2021-05-30,27.0
2021-06-06,21.0
2021-07-04,21.0
2021-07-18,24.0
2021-08-08,31.0
2021-08-15,19.0
2021-09-05,33.0
2021-09-12,15.0
2021-09-19,14.0
2021-09-26,45.0
2021-10-10,14.0
2021-10-17,37.0
2021-10-24,21.0
2021-10-31,13.0
2021-11-07,21.0
2021-11-21,14.0
2021-12-05,18.0
2021-12-12,14.0
2022-01-02,32.0
2022-01-09,48.0
2022-01-30,16.0
2022-02-06,29.0
2022-02-13,21.0
2022-02-27,35.0
2022-03-06,19.0
2022-03-13,14.0
2022-03-27,24.0
2022-04-03,20.0
2022-04-24,19.0
2022-05-01,17.0
2022-05-08,25.0
2022-05-22,24.0
2022-05-29,36.0
2022-06-12,22.0
2022-06-19,20.0
2022-06-26,16.0
2022-07-10,21.0
2022-07-17,18.0
2022-07-24,58.0
2022-07-31,45.0
2022-08-07,20.0
2022-08-21,18.0
2022-08-28,13.0
2022-09-04,33.0
2022-09-11,15.0
2022-09-18,43.0
2022-09-25,24.0
2022-10-02,33.0
2022-10-16,36.0
2022-10-30,15.0
2022-11-13,49.0
2022-12-11,48.0
2022-12-18,29.0
2022-12-25,12.0
