,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,58.0
2017-01-08,34.0
2017-01-15,43.0
2017-01-22,36.0
2017-01-29,41.0
2017-02-05,48.0
2017-02-12,55.0
2017-02-19,31.0
2017-02-26,67.0
2017-03-05,14.0
2017-03-12,38.0
2017-03-19,55.0
2017-03-26,33.0
2017-04-02,46.0
2017-04-09,83.0
2017-04-16,28.0
2017-04-23,41.0
2017-04-30,49.0
2017-05-07,58.0
2017-05-14,71.0
2017-05-21,42.0
2017-05-28,21.0
2017-06-04,14.0
2017-06-11,23.0
2017-06-18,29.0
2017-06-25,53.0
2017-07-02,47.0
2017-07-09,18.0
2017-07-16,43.0
2017-07-23,14.0
2017-07-30,95.0
2017-08-06,48.0
2017-08-13,41.0
2017-08-20,32.0
2017-08-27,42.0
2017-09-03,58.0
2017-09-10,28.0
2017-09-17,19.0
2017-09-24,59.0
2017-10-01,39.0
2017-10-08,33.0
2017-10-15,41.0
2017-10-22,75.0
2017-11-05,31.0
2017-11-12,54.0
2017-11-19,31.0
2017-11-26,16.0
2017-12-03,37.0
2017-12-10,38.0
2017-12-17,51.0
2017-12-31,41.0
2018-01-14,78.0
2018-01-21,48.0
2018-01-28,47.0
2018-02-04,58.0
2018-02-11,27.0
2018-02-18,33.0
2018-02-25,33.0
2018-03-04,31.0
2018-03-11,19.0
2018-03-25,41.0
2018-04-01,22.0
2018-04-08,49.0
2018-04-15,47.0
2018-04-22,51.0
2018-04-29,21.0
2018-05-06,26.0
2018-05-13,59.0
2018-05-20,46.0
2018-05-27,39.0
2018-06-03,51.0
2018-06-17,39.0
2018-06-24,21.0
2018-07-01,58.0
2018-07-08,62.0
2018-07-15,28.0
2018-07-29,56.0
2018-08-05,60.0
2018-08-12,50.0
2018-08-19,31.0
2018-08-26,20.0
2018-09-02,29.0
2018-09-09,31.0
2018-09-16,39.0
2018-09-30,39.0
2018-10-07,56.0
2018-10-14,54.0
2018-10-21,25.0
2018-10-28,28.0
2018-11-04,15.0
2018-11-18,30.0
2018-11-25,49.0
2018-12-02,39.0
2018-12-09,16.0
2018-12-16,56.0
2018-12-23,50.0
2019-01-06,22.0
2019-01-13,19.0
2019-01-20,55.0
2019-01-27,50.0
2019-02-03,72.0
2019-02-10,23.0
2019-02-17,45.0
2019-02-24,57.0
2019-03-03,38.0
2019-03-10,27.0
2019-03-17,15.0
2019-03-24,33.0
2019-03-31,37.0
2019-04-07,30.0
2019-04-14,38.0
2019-04-21,32.0
2019-04-28,35.0
2019-05-05,53.0
2019-05-12,23.0
2019-05-19,41.0
2019-05-26,28.0
2019-06-02,37.0
2019-06-09,58.0
2019-06-16,24.0
2019-06-23,17.0
2019-06-30,47.0
2019-07-07,24.0
2019-07-14,37.0
2019-07-21,28.0
2019-07-28,70.0
2019-08-04,22.0
2019-08-11,57.0
2019-08-18,96.0
2019-08-25,35.0
2019-09-01,46.0
2019-09-08,27.0
2019-09-15,39.0
2019-09-29,15.0
2019-10-06,45.0
2019-10-13,43.0
2019-10-20,58.0
2019-10-27,84.0
2019-11-03,35.0
2019-11-10,57.0
2019-11-17,34.0
2019-11-24,49.0
2019-12-01,65.0
2019-12-08,35.0
2019-12-15,16.0
2019-12-22,49.0
2019-12-29,32.0
2020-01-05,67.0
2020-01-19,42.0
2020-01-26,51.0
2020-02-02,40.0
2020-02-09,84.0
2020-02-16,18.0
2020-02-23,44.0
2020-03-01,32.0
2020-03-08,39.0
2020-03-15,18.0
2020-03-29,35.0
2020-04-05,26.0
2020-04-12,34.0
2020-04-19,57.0
2020-04-26,42.0
2020-05-03,28.0
2020-05-10,10.0
2020-05-17,39.0
2020-05-24,54.0
2020-05-31,100.0
2020-06-07,55.0
2020-06-14,30.0
2020-06-21,42.0
2020-06-28,52.0
2020-07-05,38.0
2020-07-12,18.0
2020-07-19,20.0
