,MVT_GT_Atlanta GA
2017-01-01,15.0
2017-01-08,33.0
2017-01-15,38.0
2017-01-22,33.0
2017-01-29,11.0
2017-02-05,15.0
2017-02-19,24.0
2017-03-05,12.0
2017-03-12,10.0
2017-03-19,12.0
2017-03-26,19.0
2017-04-02,26.0
2017-04-16,18.0
2017-04-30,22.0
2017-05-07,46.0
2017-05-14,37.0
2017-05-21,38.0
2017-05-28,33.0
2017-06-11,40.0
2017-06-18,22.0
2017-06-25,18.0
2017-07-02,21.0
2017-07-16,36.0
2017-07-23,30.0
2017-08-13,23.0
2017-08-20,31.0
2017-08-27,64.0
2017-09-10,10.0
2017-09-17,14.0
2017-09-24,10.0
2017-10-08,11.0
2017-10-15,13.0
2017-10-22,23.0
2017-10-29,15.0
2017-11-05,43.0
2017-11-12,77.0
2017-11-19,16.0
2017-11-26,9.0
2017-12-03,11.0
2017-12-10,22.0
2017-12-17,23.0
2017-12-24,27.0
2017-12-31,28.0
2018-01-07,24.0
2018-01-14,45.0
2018-01-21,31.0
2018-01-28,26.0
2018-02-04,29.0
2018-02-11,34.0
2018-02-18,21.0
2018-02-25,12.0
2018-03-11,37.0
2018-03-18,13.0
2018-03-25,18.0
2018-04-08,27.0
2018-04-15,45.0
2018-04-22,20.0
2018-04-29,22.0
2018-05-06,90.0
2018-05-13,32.0
2018-05-27,27.0
2018-06-03,25.0
2018-06-17,23.0
2018-06-24,15.0
2018-07-01,11.0
2018-07-15,41.0
2018-07-29,33.0
2018-08-05,29.0
2018-08-12,28.0
2018-08-19,53.0
2018-08-26,30.0
2018-09-02,26.0
2018-09-09,26.0
2018-09-16,31.0
2018-09-23,41.0
2018-09-30,16.0
2018-10-07,27.0
2018-10-14,39.0
2018-10-21,43.0
2018-11-04,16.0
2018-11-11,21.0
2018-11-25,26.0
2018-12-02,27.0
2018-12-09,29.0
2018-12-16,49.0
2018-12-23,20.0
2018-12-30,15.0
2019-01-06,38.0
2019-01-13,12.0
2019-01-20,19.0
2019-02-03,37.0
2019-02-10,25.0
2019-02-24,29.0
2019-03-03,24.0
2019-03-17,16.0
2019-03-24,27.0
2019-04-14,21.0
2019-04-21,18.0
2019-04-28,12.0
2019-05-05,51.0
2019-05-12,10.0
2019-05-26,22.0
2019-06-02,17.0
2019-06-09,37.0
2019-06-16,16.0
2019-06-23,13.0
2019-06-30,26.0
2019-07-07,15.0
2019-07-14,12.0
2019-08-04,29.0
2019-08-11,38.0
2019-08-25,22.0
2019-09-01,23.0
2019-09-15,46.0
2019-09-22,8.0
2019-09-29,24.0
2019-10-06,27.0
2019-10-13,45.0
2019-10-20,23.0
2019-10-27,20.0
2019-11-03,51.0
2019-11-10,65.0
2019-11-17,42.0
2019-12-01,39.0
2019-12-22,25.0
2019-12-29,28.0
2020-01-05,28.0
2020-01-12,23.0
2020-01-19,14.0
2020-02-02,28.0
2020-02-09,28.0
2020-02-16,17.0
2020-02-23,38.0
2020-03-01,24.0
2020-03-08,35.0
2020-03-15,7.0
2020-03-22,37.0
2020-03-29,15.0
2020-04-19,22.0
2020-04-26,7.0
2020-05-03,11.0
2020-05-10,11.0
2020-05-17,41.0
2020-05-24,21.0
2020-05-31,17.0
2020-06-07,16.0
2020-06-14,22.0
2020-06-21,19.0
2020-06-28,24.0
2020-07-05,13.0
2020-07-19,23.0
2020-07-26,19.0
2020-08-02,18.0
2020-08-09,28.0
2020-08-16,14.0
2020-08-23,29.0
2020-08-30,13.0
2020-09-06,20.0
2020-09-13,25.0
2020-09-20,19.0
2020-10-18,26.0
2020-10-25,34.0
2020-11-01,10.0
2020-11-08,17.0
2020-11-15,23.0
2020-11-29,25.0
2020-12-06,30.0
2020-12-13,24.0
2020-12-20,42.0
2020-12-27,30.0
2021-01-03,14.0
2021-01-10,15.0
2021-01-17,19.0
2021-01-24,39.0
2021-01-31,38.0
2021-02-07,22.0
2021-02-14,14.0
2021-02-21,15.0
2021-02-28,23.0
2021-03-07,9.0
2021-03-14,31.0
2021-03-21,11.0
2021-03-28,8.0
2021-04-04,20.0
2021-04-11,15.0
2021-04-18,10.0
2021-04-25,37.0
