,MVT_GT_Atlanta GA
2017-01-01,51.0
2017-01-08,30.0
2017-01-15,23.0
2017-01-22,27.0
2017-01-29,26.0
2017-02-05,28.0
2017-02-19,29.0
2017-02-26,16.0
2017-03-05,27.0
2017-03-26,47.0
2017-04-02,23.0
2017-04-09,26.0
2017-04-16,34.0
2017-04-23,27.0
2017-04-30,27.0
2017-05-07,48.0
2017-05-14,47.0
2017-05-21,53.0
2017-06-04,58.0
2017-06-11,43.0
2017-06-18,24.0
2017-06-25,21.0
2017-07-02,97.0
2017-07-09,20.0
2017-07-16,68.0
2017-07-23,29.0
2017-07-30,18.0
2017-08-13,36.0
2017-08-20,49.0
2017-08-27,38.0
2017-09-03,39.0
2017-09-10,31.0
2017-09-17,20.0
2017-10-01,20.0
2017-10-08,18.0
2017-10-15,19.0
2017-10-22,29.0
2017-11-05,46.0
2017-11-12,33.0
2017-11-26,17.0
2017-12-03,23.0
2017-12-10,56.0
2017-12-17,26.0
2017-12-24,30.0
2017-12-31,23.0
2018-01-07,21.0
2018-01-14,59.0
2018-01-21,35.0
2018-01-28,37.0
2018-02-04,39.0
2018-02-11,30.0
2018-02-18,37.0
2018-02-25,26.0
2018-03-11,24.0
2018-03-18,21.0
2018-03-25,55.0
2018-04-01,36.0
2018-04-08,56.0
2018-04-15,32.0
2018-04-29,72.0
2018-05-06,43.0
2018-05-13,30.0
2018-05-20,29.0
2018-06-03,16.0
2018-06-10,15.0
2018-06-17,24.0
2018-06-24,12.0
2018-07-08,17.0
2018-07-15,15.0
2018-07-29,37.0
2018-08-05,29.0
2018-08-12,63.0
2018-08-19,42.0
2018-08-26,20.0
2018-09-02,38.0
2018-09-09,17.0
2018-09-16,43.0
2018-09-23,43.0
2018-09-30,29.0
2018-10-07,31.0
2018-10-14,32.0
2018-10-21,30.0
2018-10-28,12.0
2018-11-04,32.0
2018-11-11,47.0
2018-11-18,18.0
2018-11-25,27.0
2018-12-02,40.0
2018-12-16,13.0
2018-12-30,45.0
2019-01-06,37.0
2019-01-13,35.0
2019-01-20,46.0
2019-01-27,24.0
2019-02-03,26.0
2019-02-10,34.0
2019-02-17,23.0
2019-02-24,39.0
2019-03-03,38.0
2019-03-17,43.0
2019-04-14,20.0
2019-04-21,34.0
2019-04-28,27.0
2019-05-05,38.0
2019-05-26,20.0
2019-06-09,30.0
2019-06-16,22.0
2019-06-23,14.0
2019-06-30,54.0
2019-07-07,46.0
2019-07-14,28.0
2019-07-21,36.0
2019-07-28,27.0
2019-08-04,12.0
2019-08-11,24.0
2019-08-18,22.0
2019-08-25,32.0
2019-09-01,24.0
2019-09-08,11.0
2019-09-15,38.0
2019-09-29,40.0
2019-10-13,30.0
2019-10-20,33.0
2019-10-27,31.0
2019-11-03,16.0
2019-11-10,38.0
2019-11-17,51.0
2019-12-01,44.0
2019-12-08,46.0
2019-12-22,32.0
2019-12-29,32.0
2020-01-05,49.0
2020-01-12,22.0
2020-01-19,37.0
2020-01-26,31.0
2020-02-02,23.0
2020-02-09,36.0
2020-02-16,59.0
2020-02-23,34.0
2020-03-01,21.0
2020-03-08,53.0
2020-03-22,15.0
2020-03-29,24.0
2020-04-05,13.0
2020-04-26,21.0
2020-05-03,28.0
2020-05-10,18.0
2020-05-17,18.0
2020-05-31,29.0
2020-06-07,19.0
2020-06-14,30.0
2020-06-21,27.0
2020-06-28,29.0
2020-07-05,15.0
2020-07-12,11.0
2020-07-19,31.0
2020-07-26,20.0
2020-08-02,49.0
2020-08-09,25.0
2020-08-16,16.0
2020-08-23,47.0
2020-09-06,34.0
2020-09-13,16.0
2020-09-20,24.0
2020-09-27,37.0
2020-10-04,15.0
2020-10-11,22.0
2020-10-18,24.0
2020-10-25,37.0
2020-11-01,32.0
2020-11-08,50.0
2020-11-29,43.0
2020-12-06,37.0
2020-12-13,43.0
2020-12-20,23.0
2020-12-27,42.0
2021-01-03,28.0
2021-01-10,45.0
2021-01-17,42.0
2021-01-24,54.0
2021-01-31,74.0
2021-02-07,46.0
2021-02-14,33.0
2021-02-21,15.0
2021-02-28,17.0
2021-03-07,31.0
2021-03-14,23.0
2021-03-21,28.0
2021-03-28,20.0
2021-04-04,33.0
2021-04-11,16.0
2021-04-18,19.0
2021-04-25,24.0
2021-05-02,29.0
2021-05-09,33.0
2021-05-16,37.0
2021-05-23,100.0
2021-05-30,30.0
2021-06-06,18.0
2021-06-13,24.0
2021-06-20,29.0
2021-07-04,50.0
2021-07-11,50.0
2021-07-18,35.0
2021-07-25,50.0
2021-08-01,20.0
2021-08-08,21.0
2021-08-15,27.0
2021-08-29,47.0
2021-09-05,32.0
2021-09-12,33.0
2021-09-26,84.0
2021-10-17,35.0
2021-10-24,22.0
2021-10-31,15.0
2021-11-07,54.0
2021-11-14,11.0
2021-11-21,13.0
2021-11-28,18.0
2021-12-05,26.0
2021-12-12,60.0
2021-12-19,38.0
2021-12-26,59.0
2022-01-02,40.0
2022-01-09,17.0
2022-01-23,28.0
2022-01-30,42.0
2022-02-06,89.0
2022-02-13,26.0
2022-02-20,33.0
2022-02-27,20.0
2022-03-13,29.0
2022-03-20,18.0
2022-03-27,21.0
2022-04-03,28.0
2022-04-10,32.0
2022-04-17,20.0
2022-04-24,34.0
2022-05-01,25.0
2022-05-08,20.0
2022-05-15,43.0
2022-05-22,27.0
2022-05-29,63.0
2022-06-05,24.0
2022-06-12,21.0
2022-06-19,33.0
2022-06-26,22.0
2022-07-03,34.0
2022-07-10,32.0
2022-07-17,25.0
2022-07-31,19.0
2022-08-07,34.0
2022-08-14,30.0
2022-08-21,12.0
2022-08-28,24.0
2022-09-04,57.0
2022-09-11,45.0
2022-09-18,41.0
2022-10-02,39.0
2022-10-09,44.0
2022-10-16,16.0
2022-10-23,52.0
2022-11-06,39.0
2022-11-13,69.0
2022-11-27,24.0
2022-12-04,47.0
2022-12-11,64.0
2022-12-18,51.0
2022-12-25,49.0
