,MVT_GT_Charlotte NC
2017-01-15,90.0
2017-01-29,18.0
2017-02-05,24.0
2017-02-19,21.0
2017-02-26,66.0
2017-04-02,24.0
2017-04-16,45.0
2017-04-23,31.0
2017-04-30,27.0
2017-05-07,59.0
2017-06-04,23.0
2017-06-25,21.0
2017-07-02,38.0
2017-07-16,18.0
2017-08-06,30.0
2017-08-20,30.0
2017-08-27,25.0
2017-09-17,26.0
2017-10-08,26.0
2017-10-15,54.0
2017-10-22,31.0
2017-10-29,20.0
2017-11-05,20.0
2017-11-12,22.0
2017-12-03,32.0
2017-12-17,32.0
2018-01-14,19.0
2018-03-18,28.0
2018-04-01,22.0
2018-04-15,35.0
2018-05-06,46.0
2018-06-24,36.0
2018-07-01,35.0
2018-07-15,72.0
2018-07-22,33.0
2018-08-19,41.0
2018-08-26,46.0
2018-09-16,54.0
2018-09-30,18.0
2018-10-28,44.0
2018-11-04,29.0
2018-12-02,20.0
2018-12-09,35.0
2018-12-16,54.0
2018-12-23,58.0
2018-12-30,46.0
2019-01-06,73.0
2019-01-13,43.0
2019-02-03,71.0
2019-02-17,14.0
2019-02-24,27.0
2019-03-10,34.0
2019-05-12,23.0
2019-06-30,46.0
2019-07-07,16.0
2019-07-14,38.0
2019-07-21,37.0
2019-07-28,32.0
2019-08-11,33.0
2019-08-18,45.0
2019-09-01,20.0
2019-09-29,32.0
2019-10-06,85.0
2019-10-20,61.0
2019-11-10,15.0
2019-11-17,18.0
2019-11-24,31.0
2019-12-08,31.0
2019-12-15,13.0
2019-12-22,32.0
2019-12-29,44.0
2020-01-05,46.0
2020-02-16,26.0
2020-02-23,17.0
2020-03-01,27.0
2020-03-15,34.0
2020-03-22,23.0
2020-03-29,21.0
2020-04-19,16.0
2020-05-24,41.0
2020-05-31,26.0
2020-06-07,32.0
2020-06-14,17.0
2020-06-21,17.0
2020-06-28,20.0
2020-07-05,21.0
2020-07-19,21.0
2020-07-26,42.0
2020-08-02,58.0
2020-08-09,26.0
2020-08-16,36.0
2020-09-13,36.0
2020-09-20,19.0
2020-09-27,15.0
2020-10-11,24.0
2020-10-25,62.0
2020-11-08,20.0
2020-11-15,22.0
2020-11-22,55.0
2020-11-29,30.0
2020-12-06,25.0
2020-12-27,18.0
2021-02-14,27.0
2021-03-21,46.0
2021-04-04,19.0
2021-04-11,46.0
2021-05-09,44.0
2021-05-16,22.0
2021-06-06,41.0
2021-06-13,24.0
2021-07-11,16.0
2021-07-25,22.0
2021-08-08,20.0
2021-08-15,24.0
2021-09-12,41.0
2021-09-26,19.0
2021-10-03,55.0
2021-10-10,63.0
2021-10-17,20.0
2021-10-24,47.0
2021-10-31,30.0
2021-11-07,43.0
2021-11-28,36.0
2021-12-12,31.0
2021-12-26,100.0
2022-01-30,57.0
2022-02-13,17.0
2022-02-27,41.0
2022-03-13,41.0
2022-03-27,16.0
2022-04-17,18.0
2022-04-24,26.0
2022-05-01,15.0
2022-05-22,38.0
2022-06-05,31.0
2022-07-03,25.0
2022-07-24,45.0
2022-07-31,19.0
2022-08-14,22.0
2022-08-28,27.0
2022-09-04,18.0
2022-09-18,35.0
2022-09-25,14.0
2022-10-16,52.0
2022-10-23,34.0
2022-10-30,26.0
2022-11-20,54.0
2022-11-27,43.0
2022-12-11,35.0
