,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,78.0
2017-01-08,86.0
2017-01-22,26.0
2017-01-29,31.0
2017-02-12,53.0
2017-02-19,30.0
2017-02-26,18.0
2017-03-12,18.0
2017-03-19,32.0
2017-03-26,44.0
2017-04-23,26.0
2017-04-30,51.0
2017-05-07,69.0
2017-05-14,19.0
2017-05-28,46.0
2017-06-04,16.0
2017-06-11,36.0
2017-06-18,50.0
2017-06-25,19.0
2017-07-02,51.0
2017-07-16,15.0
2017-07-23,20.0
2017-09-03,32.0
2017-09-10,41.0
2017-09-17,15.0
2017-09-24,31.0
2017-10-01,18.0
2017-10-08,34.0
2017-10-15,14.0
2017-10-29,26.0
2017-11-12,40.0
2017-11-19,24.0
2017-11-26,54.0
2017-12-03,28.0
2017-12-10,24.0
2018-01-14,45.0
2018-01-21,46.0
2018-01-28,16.0
2018-02-04,29.0
2018-02-11,24.0
2018-02-18,18.0
2018-02-25,49.0
2018-03-11,29.0
2018-03-18,37.0
2018-04-01,33.0
2018-04-08,35.0
2018-04-15,64.0
2018-04-22,22.0
2018-04-29,19.0
2018-05-06,17.0
2018-05-13,30.0
2018-05-20,17.0
2018-06-17,87.0
2018-06-24,22.0
2018-07-01,33.0
2018-07-08,32.0
2018-07-15,51.0
2018-08-05,86.0
2018-08-12,27.0
2018-08-19,70.0
2018-08-26,44.0
2018-09-09,29.0
2018-09-23,90.0
2018-09-30,71.0
2018-10-07,19.0
2018-10-21,53.0
2018-11-18,35.0
2018-11-25,64.0
2018-12-02,22.0
2018-12-09,31.0
2018-12-23,25.0
2018-12-30,18.0
2019-01-06,24.0
2019-01-13,22.0
2019-02-10,27.0
2019-03-03,48.0
2019-03-10,100.0
2019-03-17,21.0
2019-03-24,24.0
2019-03-31,30.0
2019-04-07,34.0
2019-04-14,24.0
2019-05-12,18.0
2019-06-09,29.0
2019-06-16,23.0
2019-06-30,59.0
2019-07-07,36.0
2019-07-14,33.0
2019-07-21,38.0
2019-07-28,19.0
2019-08-04,36.0
2019-08-11,38.0
2019-08-25,19.0
2019-09-01,57.0
2019-09-08,23.0
2019-09-22,20.0
2019-09-29,15.0
2019-10-06,18.0
2019-10-20,21.0
2019-10-27,47.0
2019-11-03,34.0
2019-11-10,36.0
2019-11-17,37.0
2019-11-24,30.0
2019-12-01,45.0
2019-12-08,38.0
2019-12-15,35.0
2019-12-29,35.0
2020-01-12,20.0
2020-01-19,27.0
2020-02-02,31.0
2020-02-09,44.0
2020-02-16,14.0
2020-02-23,14.0
2020-03-08,34.0
2020-03-22,32.0
2020-03-29,12.0
2020-04-05,23.0
2020-04-12,24.0
2020-05-03,61.0
2020-05-10,16.0
2020-05-17,36.0
2020-05-31,46.0
2020-06-14,41.0
2020-06-21,33.0
2020-06-28,43.0
2020-07-05,37.0
2020-07-12,34.0
2020-07-19,38.0
2020-07-26,66.0
2020-08-02,42.0
2020-08-09,19.0
2020-08-16,27.0
2020-08-23,18.0
2020-08-30,29.0
2020-09-06,18.0
2020-09-13,64.0
2020-09-20,26.0
2020-09-27,77.0
2020-10-04,25.0
2020-10-18,35.0
2020-11-01,19.0
2020-11-15,46.0
2020-11-29,29.0
2020-12-06,59.0
2020-12-13,72.0
2020-12-20,36.0
2020-12-27,25.0
2021-01-03,31.0
2021-01-10,22.0
2021-01-17,21.0
2021-01-31,29.0
2021-02-07,28.0
2021-02-14,16.0
2021-02-21,48.0
2021-02-28,58.0
2021-03-07,23.0
2021-03-14,26.0
2021-03-21,49.0
2021-03-28,55.0
2021-04-18,43.0
2021-05-02,24.0
2021-05-23,36.0
2021-05-30,31.0
2021-06-06,27.0
2021-06-13,26.0
2021-06-27,38.0
2021-07-11,44.0
2021-07-18,41.0
2021-07-25,32.0
2021-08-01,25.0
2021-08-22,19.0
2021-08-29,36.0
2021-09-05,33.0
2021-09-19,28.0
2021-09-26,39.0
2021-10-03,50.0
2021-10-17,34.0
2021-10-24,47.0
2021-10-31,37.0
2021-11-07,23.0
2021-11-14,48.0
2021-11-21,39.0
2021-11-28,15.0
2021-12-05,19.0
2021-12-12,39.0
2021-12-19,44.0
2021-12-26,21.0
2022-01-09,30.0
2022-01-16,54.0
2022-01-23,31.0
2022-01-30,48.0
2022-02-06,46.0
2022-02-13,32.0
2022-02-20,39.0
2022-02-27,27.0
2022-03-06,41.0
2022-03-13,38.0
2022-03-20,62.0
2022-04-03,55.0
2022-04-24,29.0
2022-05-01,16.0
2022-05-08,68.0
2022-05-22,45.0
2022-05-29,50.0
2022-06-05,22.0
2022-06-19,49.0
2022-07-03,73.0
2022-07-10,31.0
2022-07-24,31.0
2022-07-31,34.0
2022-08-07,30.0
2022-08-14,33.0
2022-08-21,36.0
2022-08-28,32.0
2022-09-04,18.0
2022-09-11,34.0
2022-09-18,68.0
2022-09-25,35.0
2022-10-02,60.0
2022-10-09,58.0
2022-10-16,39.0
2022-10-23,14.0
2022-10-30,38.0
2022-11-06,31.0
2022-11-13,32.0
2022-11-20,40.0
2022-11-27,55.0
2022-12-04,85.0
2022-12-11,80.0
2022-12-18,28.0
2022-12-25,64.0
