,MVT_GT_Houston TX
2017-01-01,19.0
2017-01-08,58.0
2017-01-29,45.0
2017-02-12,44.0
2017-02-19,35.0
2017-02-26,37.0
2017-03-05,25.0
2017-03-12,19.0
2017-03-26,44.0
2017-04-09,40.0
2017-04-16,28.0
2017-04-23,41.0
2017-04-30,38.0
2017-05-07,45.0
2017-05-14,59.0
2017-05-21,35.0
2017-05-28,53.0
2017-06-04,27.0
2017-06-18,12.0
2017-06-25,40.0
2017-07-02,70.0
2017-07-09,29.0
2017-07-16,31.0
2017-07-23,29.0
2017-08-06,62.0
2017-08-13,59.0
2017-08-27,81.0
2017-09-03,16.0
2017-09-10,26.0
2017-09-17,14.0
2017-09-24,50.0
2017-10-08,48.0
2017-10-15,40.0
2017-10-29,17.0
2017-11-05,25.0
2017-11-12,41.0
2017-11-19,26.0
2017-11-26,37.0
2017-12-10,23.0
2017-12-17,34.0
2017-12-24,27.0
2017-12-31,60.0
2018-01-07,21.0
2018-01-14,16.0
2018-01-21,35.0
2018-02-04,37.0
2018-02-18,23.0
2018-02-25,16.0
2018-03-04,23.0
2018-03-18,20.0
2018-03-25,33.0
2018-04-01,21.0
2018-04-08,26.0
2018-04-15,28.0
2018-04-22,45.0
2018-04-29,33.0
2018-05-13,18.0
2018-05-20,20.0
2018-06-03,55.0
2018-06-10,53.0
2018-06-17,57.0
2018-06-24,23.0
2018-07-08,29.0
2018-07-15,58.0
2018-07-22,14.0
2018-07-29,21.0
2018-08-19,30.0
2018-09-02,31.0
2018-09-09,26.0
2018-09-16,40.0
2018-09-23,29.0
2018-09-30,26.0
2018-10-07,17.0
2018-10-14,45.0
2018-10-28,49.0
2018-11-04,24.0
2018-11-11,16.0
2018-11-18,28.0
2018-11-25,23.0
2018-12-02,42.0
2018-12-09,24.0
2018-12-16,14.0
2018-12-23,27.0
2018-12-30,15.0
2019-01-06,54.0
2019-01-13,31.0
2019-01-20,26.0
2019-01-27,17.0
2019-02-03,40.0
2019-02-10,25.0
2019-02-17,15.0
2019-02-24,36.0
2019-03-03,55.0
2019-03-10,28.0
2019-03-17,13.0
2019-03-24,45.0
2019-03-31,22.0
2019-04-07,30.0
2019-04-14,52.0
2019-04-21,37.0
2019-04-28,32.0
2019-05-12,17.0
2019-05-19,34.0
2019-05-26,83.0
2019-06-02,40.0
2019-06-09,14.0
2019-06-23,20.0
2019-07-07,49.0
2019-07-21,29.0
2019-07-28,72.0
2019-08-04,19.0
2019-08-11,36.0
2019-08-18,41.0
2019-09-01,31.0
2019-09-08,36.0
2019-09-15,37.0
2019-09-29,25.0
2019-10-06,22.0
2019-10-13,20.0
2019-10-20,30.0
2019-10-27,34.0
2019-11-03,25.0
2019-11-10,38.0
2019-11-17,31.0
2019-12-08,56.0
2019-12-15,31.0
2019-12-22,27.0
2019-12-29,31.0
2020-01-05,20.0
2020-01-12,32.0
2020-01-19,21.0
2020-01-26,36.0
2020-02-02,23.0
2020-02-09,30.0
2020-02-16,100.0
2020-02-23,34.0
2020-03-01,38.0
2020-03-08,41.0
2020-03-15,17.0
2020-03-22,25.0
2020-03-29,24.0
2020-04-05,40.0
2020-04-12,19.0
2020-04-26,33.0
2020-05-03,38.0
2020-05-10,50.0
2020-05-17,28.0
2020-05-24,20.0
2020-05-31,50.0
2020-06-07,20.0
2020-06-14,44.0
2020-06-21,60.0
2020-06-28,21.0
2020-07-12,15.0
2020-07-19,24.0
2020-07-26,16.0
2020-08-02,25.0
2020-08-09,27.0
2020-08-16,54.0
2020-08-23,19.0
2020-08-30,32.0
2020-09-06,22.0
2020-09-13,31.0
2020-09-20,35.0
2020-09-27,26.0
2020-10-04,25.0
2020-10-18,32.0
2020-11-15,28.0
2020-11-22,23.0
2020-11-29,36.0
2020-12-06,43.0
2020-12-13,34.0
2020-12-20,15.0
2021-01-10,21.0
2021-01-17,23.0
2021-01-24,21.0
2021-01-31,51.0
2021-02-14,36.0
