,MVT_GT_Memphis TN
2017-01-08,71.0
2017-02-12,41.0
2017-04-16,16.0
2017-04-23,36.0
2017-04-30,77.0
2017-05-21,22.0
2017-05-28,26.0
2017-06-04,32.0
2017-06-18,18.0
2017-06-25,56.0
2017-07-09,17.0
2017-07-16,22.0
2017-08-06,41.0
2017-09-03,55.0
2017-11-26,23.0
2018-01-14,34.0
2018-01-21,59.0
2018-02-11,57.0
2018-03-11,18.0
2018-03-18,16.0
2018-04-22,25.0
2018-04-29,57.0
2018-05-13,40.0
2018-05-27,32.0
2018-06-03,28.0
2018-06-10,35.0
2018-06-24,24.0
2018-07-15,47.0
2018-09-02,30.0
2018-09-23,21.0
2018-10-07,41.0
2018-10-21,20.0
2018-11-11,26.0
2018-12-09,17.0
2018-12-23,28.0
2019-01-06,18.0
2019-01-27,15.0
2019-02-03,26.0
2019-02-24,26.0
2019-03-03,36.0
2019-03-24,36.0
2019-05-05,16.0
2019-05-12,60.0
2019-06-09,21.0
2019-07-21,40.0
2019-07-28,18.0
2019-08-11,30.0
2019-08-18,53.0
2019-09-22,46.0
2019-09-29,23.0
2019-10-06,47.0
2019-10-20,18.0
2019-11-17,13.0
2019-12-08,27.0
2019-12-29,26.0
2020-01-05,36.0
2020-01-26,18.0
2020-02-16,39.0
2020-02-23,37.0
2020-04-26,12.0
2020-05-10,25.0
2020-06-14,63.0
2020-07-12,31.0
2020-07-26,36.0
2020-08-02,14.0
2020-08-16,17.0
2020-08-30,26.0
2020-09-06,13.0
2020-09-20,27.0
2020-09-27,15.0
2020-10-11,15.0
2020-10-25,29.0
2020-11-01,24.0
2020-11-08,25.0
2020-11-22,65.0
2020-11-29,42.0
2020-12-13,25.0
2020-12-20,36.0
2020-12-27,100.0
2021-01-17,13.0
2021-01-24,23.0
2021-01-31,13.0
2021-02-07,13.0
2021-02-21,16.0
2021-03-21,16.0
2021-04-11,45.0
2021-06-20,16.0
2021-08-15,40.0
2021-08-22,19.0
2021-09-05,54.0
2021-09-12,54.0
2021-10-17,21.0
2021-10-24,34.0
2021-10-31,41.0
2021-11-07,93.0
2021-11-14,19.0
2021-11-21,19.0
2021-12-12,15.0
2021-12-26,27.0
2022-01-02,20.0
2022-01-30,30.0
2022-03-27,18.0
2022-04-03,11.0
2022-04-17,13.0
2022-04-24,19.0
2022-05-15,19.0
2022-06-12,31.0
2022-07-10,17.0
2022-07-17,27.0
2022-08-14,37.0
2022-08-21,46.0
2022-09-25,14.0
2022-10-09,22.0
2022-10-16,23.0
2022-10-23,41.0
2022-10-30,26.0
2022-11-13,32.0
2022-11-20,31.0
2022-12-04,13.0
2022-12-11,62.0
2022-12-18,36.0
