,MVT_GT_Baltimore MD
2017-01-01,23.0
2017-01-08,13.0
2017-01-29,13.0
2017-02-26,33.0
2017-03-05,26.0
2017-03-12,11.0
2017-03-19,22.0
2017-03-26,15.0
2017-04-02,19.0
2017-04-23,12.0
2017-05-07,25.0
2017-05-14,53.0
2017-06-04,25.0
2017-06-18,46.0
2017-07-23,25.0
2017-08-06,77.0
2017-08-13,14.0
2017-08-27,12.0
2017-09-10,35.0
2017-09-17,96.0
2017-10-01,25.0
2017-10-08,11.0
2017-11-26,11.0
2017-12-24,17.0
2017-12-31,16.0
2018-01-21,17.0
2018-01-28,14.0
2018-02-25,14.0
2018-03-25,19.0
2018-04-01,14.0
2018-04-15,19.0
2018-04-22,15.0
2018-05-13,17.0
2018-05-27,17.0
2018-06-03,16.0
2018-06-10,16.0
2018-07-01,14.0
2018-07-15,28.0
2018-08-19,19.0
2018-09-09,12.0
2018-09-16,20.0
2018-09-23,11.0
2018-09-30,46.0
2018-10-21,21.0
2018-11-04,15.0
2018-11-18,15.0
2018-12-02,20.0
2018-12-09,12.0
2018-12-16,20.0
2019-01-20,11.0
2019-02-17,24.0
2019-02-24,15.0
2019-05-05,29.0
2019-05-12,100.0
2019-05-26,12.0
2019-06-23,20.0
2019-06-30,19.0
2019-07-21,16.0
2019-07-28,11.0
2019-10-06,25.0
2019-10-13,18.0
2019-10-27,13.0
2019-12-01,21.0
2019-12-08,12.0
2019-12-15,21.0
2020-01-05,32.0
2020-01-19,18.0
2020-02-09,25.0
2020-02-23,18.0
2020-03-29,17.0
2020-04-12,10.0
2020-04-19,16.0
2020-05-03,8.0
2020-06-14,15.0
2020-07-05,10.0
2020-07-12,43.0
2020-08-23,17.0
2020-09-06,16.0
2020-10-11,19.0
2020-11-01,16.0
2020-11-22,9.0
2020-11-29,9.0
2020-12-27,24.0
2021-01-10,13.0
2021-01-31,8.0
2021-03-21,14.0
2021-04-18,19.0
2021-05-02,29.0
2021-05-23,11.0
2021-05-30,12.0
2021-06-27,48.0
2021-07-18,14.0
2021-07-25,13.0
2021-09-26,15.0
2021-11-07,10.0
2021-11-21,11.0
2021-12-05,17.0
2021-12-12,14.0
2022-01-02,11.0
2022-01-23,20.0
2022-01-30,13.0
2022-02-13,15.0
2022-02-20,22.0
2022-02-27,10.0
2022-04-03,24.0
2022-04-10,13.0
2022-04-24,7.0
2022-05-15,16.0
2022-05-22,9.0
2022-06-12,27.0
2022-06-19,49.0
2022-07-31,9.0
2022-08-14,9.0
2022-09-04,20.0
2022-09-11,19.0
2022-09-18,19.0
2022-10-09,12.0
2022-11-13,13.0
2022-11-27,27.0
2022-12-11,22.0
2022-12-18,16.0
2022-12-25,10.0
