,MVT_GT_San Antonio TX
2017-01-01,18.0
2017-01-22,30.0
2017-02-05,14.0
2017-02-12,30.0
2017-02-19,18.0
2017-03-05,34.0
2017-03-19,24.0
2017-04-16,30.0
2017-04-23,18.0
2017-04-30,23.0
2017-05-14,16.0
2017-05-21,34.0
2017-05-28,16.0
2017-06-04,26.0
2017-06-18,15.0
2017-07-16,38.0
2017-07-30,17.0
2017-08-06,41.0
2017-08-20,15.0
2017-09-03,14.0
2017-09-17,24.0
2017-10-08,45.0
2017-11-05,16.0
2017-11-12,29.0
2017-11-19,36.0
2017-11-26,24.0
2017-12-03,14.0
2017-12-10,29.0
2017-12-17,17.0
2017-12-24,18.0
2018-01-21,42.0
2018-02-04,34.0
2018-02-11,29.0
2018-02-18,13.0
2018-03-18,20.0
2018-05-06,16.0
2018-06-10,44.0
2018-06-17,50.0
2018-07-01,21.0
2018-07-08,38.0
2018-07-15,23.0
2018-07-29,13.0
2018-08-12,24.0
2018-08-19,14.0
2018-09-23,20.0
2018-10-07,100.0
2018-10-14,28.0
2018-11-18,92.0
2018-12-16,20.0
2019-01-13,14.0
2019-01-20,16.0
2019-02-10,16.0
2019-02-17,22.0
2019-02-24,51.0
2019-03-03,15.0
2019-03-10,24.0
2019-03-31,30.0
2019-05-12,36.0
2019-05-26,14.0
2019-06-02,29.0
2019-06-30,15.0
2019-08-04,15.0
2019-08-25,32.0
2019-09-08,11.0
2019-09-22,18.0
2019-10-13,17.0
2019-11-17,34.0
2019-11-24,57.0
2019-12-01,12.0
2019-12-08,25.0
2020-02-02,28.0
2020-03-01,33.0
2020-03-22,12.0
2020-04-05,15.0
2020-04-19,24.0
2020-04-26,13.0
2020-05-03,13.0
2020-05-10,14.0
2020-05-24,17.0
2020-06-07,22.0
2020-07-12,20.0
2020-07-19,20.0
2020-09-13,10.0
2020-09-20,14.0
2020-10-04,20.0
2020-10-11,23.0
2020-11-01,14.0
2020-11-08,35.0
2020-11-22,16.0
2020-11-29,33.0
2021-01-03,40.0
2021-01-31,16.0
2021-02-07,14.0
2021-02-21,38.0
2021-03-07,52.0
2021-03-21,44.0
2021-04-04,36.0
2021-04-18,16.0
2021-04-25,20.0
2021-05-02,24.0
2021-05-30,17.0
2021-06-13,44.0
2021-07-18,20.0
2021-08-01,25.0
2021-08-22,25.0
2021-08-29,17.0
2021-09-12,16.0
2021-10-10,14.0
2021-10-24,16.0
2021-12-19,36.0
2021-12-26,20.0
2022-01-30,23.0
2022-02-20,12.0
2022-02-27,14.0
2022-03-06,13.0
2022-03-20,19.0
2022-03-27,25.0
2022-04-10,11.0
2022-04-17,16.0
2022-05-01,32.0
2022-05-08,21.0
2022-05-15,25.0
2022-05-29,13.0
2022-06-05,11.0
2022-06-12,22.0
2022-06-26,12.0
2022-07-10,17.0
2022-07-24,41.0
2022-07-31,64.0
2022-08-07,15.0
2022-08-14,29.0
2022-09-04,15.0
2022-09-11,11.0
2022-10-02,19.0
2022-10-09,18.0
2022-10-16,17.0
2022-11-06,17.0
2022-11-20,25.0
2022-12-04,22.0
2022-12-18,12.0
