,MVT_GT_Sacramento-Stockton-Modesto CA
2017-01-08,16.0
2017-01-29,24.0
2017-02-05,12.0
2017-02-19,21.0
2017-03-05,30.0
2017-03-12,18.0
2017-03-19,17.0
2017-03-26,21.0
2017-04-02,39.0
2017-04-16,29.0
2017-04-23,15.0
2017-05-07,24.0
2017-05-14,35.0
2017-05-21,20.0
2017-05-28,14.0
2017-06-04,18.0
2017-06-18,18.0
2017-07-02,20.0
2017-07-09,32.0
2017-07-16,13.0
2017-07-23,12.0
2017-07-30,23.0
2017-08-06,22.0
2017-09-03,19.0
2017-09-17,25.0
2017-09-24,20.0
2017-10-08,26.0
2017-10-15,14.0
2017-10-22,25.0
2017-10-29,12.0
2017-11-19,40.0
2017-12-10,29.0
2018-01-07,25.0
2018-01-14,38.0
2018-01-21,29.0
2018-02-04,37.0
2018-02-11,24.0
2018-02-18,21.0
2018-03-04,14.0
2018-03-11,15.0
2018-03-18,10.0
2018-03-25,16.0
2018-04-15,12.0
2018-04-29,49.0
2018-05-06,13.0
2018-05-13,10.0
2018-05-20,31.0
2018-06-10,31.0
2018-06-17,17.0
2018-06-24,28.0
2018-07-01,24.0
2018-07-22,22.0
2018-07-29,23.0
2018-08-05,16.0
2018-08-12,37.0
2018-08-19,29.0
2018-08-26,29.0
2018-09-02,13.0
2018-09-09,17.0
2018-09-23,29.0
2018-09-30,33.0
2018-10-21,100.0
2018-10-28,56.0
2018-11-11,14.0
2018-11-25,12.0
2018-12-02,16.0
2018-12-09,54.0
2018-12-16,36.0
2018-12-30,12.0
2019-01-06,31.0
2019-01-13,31.0
2019-01-20,17.0
2019-01-27,14.0
2019-02-03,22.0
2019-02-10,18.0
2019-02-17,28.0
2019-02-24,54.0
2019-03-10,27.0
2019-03-17,10.0
2019-03-31,13.0
2019-04-14,35.0
2019-04-28,25.0
2019-05-05,10.0
2019-05-19,16.0
2019-05-26,12.0
2019-06-09,25.0
2019-06-16,14.0
2019-06-23,25.0
2019-07-07,16.0
2019-07-21,19.0
2019-07-28,20.0
2019-08-18,11.0
2019-09-01,12.0
2019-09-08,21.0
2019-09-15,47.0
2019-09-29,14.0
2019-10-06,33.0
2019-10-13,20.0
2019-10-27,28.0
2019-11-03,18.0
2019-11-10,37.0
2019-11-17,10.0
2019-12-29,21.0
2020-01-12,10.0
2020-01-26,15.0
2020-02-02,25.0
2020-02-09,26.0
2020-02-16,18.0
2020-02-23,57.0
2020-03-22,9.0
2020-04-05,22.0
2020-04-12,36.0
2020-04-19,21.0
2020-05-03,24.0
2020-05-10,22.0
2020-05-17,31.0
2020-05-31,40.0
2020-06-07,78.0
2020-06-14,17.0
2020-06-21,19.0
2020-06-28,10.0
2020-07-05,14.0
2020-07-19,13.0
2020-07-26,18.0
2020-08-02,9.0
2020-08-09,17.0
2020-08-16,15.0
2020-08-23,10.0
2020-09-06,11.0
2020-09-20,17.0
2020-09-27,11.0
2020-10-11,13.0
2020-10-25,20.0
2020-11-15,33.0
2020-11-22,10.0
2020-11-29,14.0
2020-12-06,13.0
2020-12-13,15.0
2020-12-20,23.0
2020-12-27,18.0
2021-01-03,14.0
2021-01-17,48.0
2021-01-31,13.0
2021-02-14,15.0
2021-02-21,16.0
2021-03-07,26.0
2021-03-14,27.0
2021-03-21,14.0
2021-03-28,19.0
2021-04-04,37.0
2021-04-11,15.0
2021-05-02,42.0
2021-05-09,47.0
2021-05-16,38.0
2021-05-23,9.0
2021-06-13,15.0
2021-06-20,17.0
2021-07-11,34.0
2021-07-25,10.0
2021-08-15,21.0
2021-08-22,21.0
2021-09-19,21.0
2021-10-03,22.0
2021-10-10,18.0
2021-10-31,17.0
2021-11-07,19.0
2021-11-21,42.0
2021-12-05,22.0
2021-12-19,15.0
2021-12-26,56.0
2022-01-02,11.0
2022-01-09,25.0
2022-01-23,11.0
2022-01-30,12.0
2022-02-13,25.0
2022-02-20,11.0
2022-02-27,17.0
2022-03-06,23.0
2022-03-13,18.0
2022-03-20,22.0
2022-03-27,9.0
2022-04-03,23.0
2022-04-10,22.0
2022-04-17,10.0
2022-04-24,10.0
2022-05-01,13.0
2022-05-08,9.0
2022-05-29,52.0
2022-06-05,10.0
2022-06-19,21.0
2022-06-26,14.0
2022-07-10,11.0
2022-07-17,26.0
2022-07-24,22.0
2022-07-31,15.0
2022-08-07,15.0
2022-08-14,45.0
2022-08-21,21.0
2022-09-04,17.0
2022-09-11,17.0
2022-09-25,38.0
2022-10-02,22.0
2022-10-09,15.0
2022-10-16,18.0
2022-10-23,37.0
2022-10-30,16.0
2022-11-06,14.0
2022-11-13,20.0
2022-11-20,24.0
2022-12-11,9.0
2022-12-18,26.0
2022-12-25,18.0
