,MVT_GT_Atlanta GA
2017-01-01,34.0
2017-01-08,28.0
2017-01-15,11.0
2017-01-22,19.0
2017-01-29,36.0
2017-02-19,26.0
2017-02-26,13.0
2017-03-05,31.0
2017-03-12,28.0
2017-03-19,14.0
2017-03-26,16.0
2017-04-02,22.0
2017-04-09,23.0
2017-04-23,19.0
2017-04-30,46.0
2017-05-07,42.0
2017-05-14,51.0
2017-05-21,40.0
2017-05-28,26.0
2017-06-04,47.0
2017-06-11,63.0
2017-06-18,27.0
2017-06-25,20.0
2017-07-02,51.0
2017-07-09,22.0
2017-07-16,27.0
2017-07-23,31.0
2017-08-13,26.0
2017-08-20,40.0
2017-08-27,88.0
2017-09-03,51.0
2017-09-10,20.0
2017-10-01,18.0
2017-10-15,31.0
2017-10-22,26.0
2017-10-29,29.0
2017-11-05,58.0
2017-11-12,55.0
2017-11-19,36.0
2017-11-26,23.0
2017-12-10,13.0
2017-12-17,13.0
2017-12-24,33.0
2017-12-31,21.0
2018-01-14,32.0
2018-01-21,29.0
2018-01-28,43.0
2018-02-04,34.0
2018-02-11,53.0
2018-02-18,17.0
2018-02-25,17.0
2018-03-04,67.0
2018-03-11,20.0
2018-03-18,21.0
2018-03-25,38.0
2018-04-01,18.0
2018-04-08,48.0
2018-04-15,60.0
2018-04-22,18.0
2018-04-29,44.0
2018-05-06,44.0
2018-05-13,26.0
2018-05-20,26.0
2018-05-27,40.0
2018-06-03,26.0
2018-06-10,23.0
2018-06-17,39.0
2018-06-24,16.0
2018-07-01,49.0
2018-07-15,54.0
2018-07-29,26.0
2018-08-05,24.0
2018-08-12,12.0
2018-08-19,29.0
2018-08-26,18.0
2018-09-02,30.0
2018-09-16,42.0
2018-09-23,36.0
2018-09-30,34.0
2018-10-07,40.0
2018-10-14,36.0
2018-10-21,18.0
2018-10-28,21.0
2018-11-04,15.0
2018-11-11,22.0
2018-11-18,35.0
2018-12-02,35.0
2018-12-09,15.0
2018-12-16,30.0
2018-12-23,38.0
2018-12-30,39.0
2019-01-06,36.0
2019-01-13,16.0
2019-01-20,52.0
2019-01-27,47.0
2019-02-03,51.0
2019-02-10,83.0
2019-02-17,42.0
2019-02-24,34.0
2019-03-03,47.0
2019-03-10,30.0
2019-03-17,23.0
2019-04-21,14.0
2019-04-28,30.0
2019-05-05,56.0
2019-05-19,45.0
2019-05-26,23.0
2019-06-02,38.0
2019-06-09,22.0
2019-06-16,22.0
2019-06-23,26.0
2019-06-30,46.0
2019-07-14,43.0
2019-07-21,51.0
2019-07-28,19.0
2019-08-04,20.0
2019-08-11,38.0
2019-08-18,21.0
2019-08-25,42.0
2019-09-01,15.0
2019-09-15,26.0
2019-09-22,32.0
2019-09-29,29.0
2019-10-06,24.0
2019-10-13,16.0
2019-10-20,41.0
2019-10-27,17.0
2019-11-03,29.0
2019-11-10,13.0
2019-11-17,28.0
