,MVT_GT_Philadelphia PA
2017-01-01,80.0
2017-01-08,40.0
2017-01-15,44.0
2017-01-22,38.0
2017-01-29,16.0
2017-02-05,29.0
2017-02-12,34.0
2017-02-19,42.0
2017-02-26,37.0
2017-03-05,17.0
2017-03-12,17.0
2017-03-26,22.0
2017-04-02,38.0
2017-04-09,63.0
2017-04-16,22.0
2017-04-23,40.0
2017-05-07,36.0
2017-05-14,37.0
2017-05-21,30.0
2017-05-28,62.0
2017-06-04,23.0
2017-06-18,28.0
2017-06-25,69.0
2017-07-02,62.0
2017-07-09,30.0
2017-07-16,23.0
2017-07-23,58.0
2017-08-06,17.0
2017-08-13,17.0
2017-08-20,64.0
2017-09-03,20.0
2017-09-10,35.0
2017-09-17,48.0
2017-10-01,31.0
2017-10-08,18.0
2017-10-15,25.0
2017-10-22,30.0
2017-10-29,15.0
2017-11-05,15.0
2017-11-12,33.0
2017-11-19,20.0
2017-12-17,31.0
2017-12-24,54.0
2018-01-07,45.0
2018-01-14,30.0
2018-01-28,37.0
2018-02-04,19.0
2018-02-11,19.0
2018-02-18,21.0
2018-02-25,36.0
2018-03-04,16.0
2018-03-25,47.0
2018-04-08,23.0
2018-05-13,38.0
2018-05-20,22.0
2018-05-27,16.0
2018-06-03,46.0
2018-06-10,18.0
2018-06-17,67.0
2018-06-24,52.0
2018-07-01,65.0
2018-07-08,17.0
2018-07-15,18.0
2018-07-22,58.0
2018-07-29,39.0
2018-08-05,49.0
2018-08-12,28.0
2018-08-19,32.0
2018-09-02,23.0
2018-09-09,53.0
2018-09-16,88.0
2018-09-23,63.0
2018-10-07,82.0
2018-10-21,14.0
2018-10-28,27.0
2018-11-04,34.0
2018-11-18,17.0
2018-12-02,52.0
2018-12-09,42.0
2018-12-16,42.0
2018-12-30,29.0
2019-01-13,43.0
2019-01-20,16.0
2019-02-17,38.0
2019-02-24,48.0
2019-03-03,100.0
2019-03-10,15.0
2019-03-24,31.0
2019-03-31,55.0
2019-04-14,43.0
2019-04-28,25.0
2019-05-05,25.0
2019-05-19,32.0
2019-05-26,33.0
2019-06-30,31.0
2019-07-07,41.0
2019-07-28,31.0
2019-08-11,42.0
2019-08-18,58.0
2019-09-01,51.0
2019-09-08,27.0
2019-09-15,41.0
2019-09-22,44.0
2019-09-29,26.0
2019-10-06,40.0
2019-10-13,52.0
2019-10-27,26.0
2019-11-03,18.0
2019-11-10,29.0
2019-11-17,36.0
2019-12-01,63.0
2019-12-15,52.0
2019-12-22,30.0
2019-12-29,49.0
2020-01-05,49.0
2020-01-19,51.0
2020-01-26,59.0
2020-02-02,48.0
2020-02-16,35.0
2020-02-23,13.0
2020-03-01,29.0
2020-03-08,20.0
2020-03-15,25.0
2020-03-22,27.0
2020-03-29,34.0
2020-04-05,32.0
2020-04-12,22.0
2020-04-19,19.0
2020-04-26,48.0
2020-05-03,30.0
2020-05-17,18.0
2020-05-24,30.0
2020-05-31,46.0
2020-06-07,31.0
2020-06-14,15.0
2020-06-21,41.0
2020-07-05,19.0
2020-07-12,22.0
2020-07-19,13.0
2020-07-26,28.0
2020-08-02,34.0
2020-08-09,18.0
2020-08-23,21.0
2020-08-30,22.0
2020-09-06,30.0
2020-09-13,20.0
2020-09-20,59.0
2020-09-27,21.0
2020-10-04,29.0
2020-10-11,36.0
2020-10-18,39.0
2020-10-25,86.0
2020-11-01,14.0
2020-11-15,36.0
2020-11-22,26.0
2020-11-29,25.0
2020-12-06,50.0
2020-12-13,35.0
2020-12-20,53.0
2020-12-27,95.0
2021-01-03,54.0
2021-01-10,41.0
2021-01-17,36.0
2021-01-31,20.0
2021-02-07,26.0
2021-02-14,38.0
2021-02-28,38.0
2021-03-07,67.0
2021-03-14,32.0
2021-03-21,17.0
2021-03-28,34.0
2021-04-04,45.0
2021-04-11,26.0
2021-04-18,17.0
2021-04-25,49.0
2021-05-02,57.0
2021-05-09,39.0
2021-05-16,57.0
2021-06-06,25.0
2021-06-13,33.0
2021-06-20,43.0
2021-06-27,41.0
2021-07-04,90.0
2021-07-11,41.0
2021-07-18,34.0
2021-07-25,30.0
2021-08-08,26.0
2021-08-22,38.0
2021-08-29,31.0
2021-09-05,55.0
2021-09-12,15.0
2021-09-19,58.0
2021-09-26,18.0
2021-10-10,40.0
2021-10-17,57.0
2021-10-24,23.0
2021-10-31,43.0
2021-11-07,83.0
2021-11-14,51.0
2021-11-21,84.0
2021-11-28,14.0
2021-12-05,50.0
2021-12-12,69.0
2021-12-19,18.0
2021-12-26,24.0
2022-01-02,32.0
2022-01-09,53.0
2022-01-16,69.0
2022-01-23,17.0
2022-01-30,50.0
2022-02-06,55.0
2022-02-13,36.0
2022-02-20,31.0
2022-02-27,50.0
2022-03-06,50.0
2022-03-13,41.0
2022-03-20,49.0
2022-03-27,29.0
2022-04-03,46.0
2022-04-10,23.0
2022-04-17,25.0
2022-04-24,43.0
2022-05-01,41.0
2022-05-08,46.0
2022-05-15,34.0
2022-05-22,41.0
2022-05-29,31.0
2022-06-05,41.0
2022-06-12,78.0
2022-06-19,63.0
2022-06-26,31.0
2022-07-03,17.0
2022-07-10,54.0
2022-07-17,62.0
2022-07-24,55.0
2022-07-31,41.0
2022-08-07,44.0
2022-08-14,59.0
2022-08-21,53.0
