,MVT_GT_Las Vegas NV
2017-01-15,22.0
2017-01-22,39.0
2017-03-12,17.0
2017-03-19,29.0
2017-03-26,72.0
2017-04-09,37.0
2017-04-16,20.0
2017-05-07,31.0
2017-05-28,28.0
2017-06-04,26.0
2017-06-18,70.0
2017-06-25,24.0
2017-07-02,21.0
2017-07-09,32.0
2017-08-20,94.0
2017-08-27,29.0
2017-09-24,14.0
2017-10-08,30.0
2017-10-29,23.0
2017-11-19,24.0
2017-11-26,42.0
2017-12-24,58.0
2018-02-04,25.0
2018-02-18,24.0
2018-02-25,20.0
2018-03-11,57.0
2018-03-18,33.0
2018-05-06,32.0
2018-06-03,30.0
2018-06-10,54.0
2018-06-24,25.0
2018-07-01,25.0
2018-07-08,34.0
2018-07-22,35.0
2018-07-29,31.0
2018-08-19,52.0
2018-08-26,49.0
2018-09-02,71.0
2018-10-14,48.0
2018-10-28,20.0
2018-11-11,29.0
2018-11-25,51.0
2018-12-09,26.0
2019-01-13,21.0
2019-01-27,34.0
2019-02-24,77.0
2019-03-10,25.0
2019-03-24,49.0
2019-04-21,30.0
2019-04-28,68.0
2019-05-12,45.0
2019-05-19,29.0
2019-05-26,32.0
2019-06-02,26.0
2019-06-23,25.0
2019-07-14,30.0
2019-07-21,30.0
2019-08-11,72.0
2019-08-18,49.0
2019-08-25,56.0
2019-09-08,16.0
2019-09-15,29.0
2019-09-29,27.0
2019-10-06,35.0
2019-10-27,49.0
2019-11-03,18.0
2019-11-17,40.0
2019-12-08,34.0
2019-12-15,41.0
2019-12-22,43.0
2019-12-29,56.0
2020-01-05,24.0
2020-01-19,31.0
2020-02-23,21.0
2020-03-08,22.0
2020-03-15,27.0
2020-04-12,21.0
2020-05-10,31.0
2020-05-17,17.0
2020-05-24,22.0
2020-05-31,57.0
2020-06-21,43.0
2020-07-05,20.0
2020-07-26,20.0
2020-08-09,21.0
2020-08-16,28.0
2020-08-30,35.0
2020-09-06,23.0
2020-10-04,24.0
2020-10-11,17.0
2020-11-01,18.0
2020-11-15,23.0
2020-11-22,22.0
2021-02-07,19.0
2021-02-14,67.0
2021-02-21,28.0
2021-03-07,38.0
2021-03-14,17.0
2021-03-21,38.0
2021-03-28,33.0
2021-04-04,17.0
2021-04-25,23.0
2021-05-09,22.0
2021-05-16,100.0
2021-07-18,35.0
2021-07-25,28.0
2021-08-01,20.0
2021-08-08,28.0
2021-09-26,39.0
2021-10-03,30.0
2021-10-24,36.0
2021-11-07,20.0
2021-11-14,30.0
2021-11-28,36.0
2022-01-02,20.0
2022-01-09,40.0
2022-01-16,25.0
2022-01-23,62.0
2022-01-30,26.0
2022-02-13,29.0
2022-02-20,19.0
2022-02-27,36.0
2022-03-06,51.0
2022-03-13,34.0
2022-03-27,27.0
2022-04-10,35.0
2022-04-17,22.0
2022-05-01,45.0
2022-05-08,14.0
2022-05-15,17.0
2022-05-29,25.0
2022-06-12,27.0
2022-06-26,18.0
2022-07-03,22.0
2022-07-10,26.0
2022-07-24,49.0
2022-08-07,35.0
2022-08-14,29.0
2022-08-21,31.0
2022-08-28,19.0
2022-09-11,19.0
2022-09-25,26.0
2022-10-02,28.0
2022-10-09,40.0
2022-10-30,15.0
2022-11-06,41.0
2022-11-27,30.0
2022-12-04,25.0
2022-12-11,25.0
2022-12-18,18.0
2022-12-25,16.0
