,MVT_GT_Tulsa OK
2017-02-12,93.0
2017-03-26,34.0
2017-04-02,61.0
2017-04-09,21.0
2017-04-30,58.0
2017-05-07,27.0
2017-05-14,28.0
2017-06-04,30.0
2017-06-25,19.0
2017-08-13,40.0
2017-09-10,16.0
2017-09-17,25.0
2017-09-24,27.0
2017-10-22,17.0
2017-11-12,20.0
2018-01-28,61.0
2018-02-04,44.0
2018-03-11,42.0
2018-04-08,21.0
2018-06-17,36.0
2018-06-24,26.0
2018-07-15,100.0
2018-08-05,41.0
2018-08-19,38.0
2018-09-30,24.0
2018-10-07,29.0
2018-10-21,26.0
2018-10-28,21.0
2018-11-18,26.0
2018-12-09,65.0
2018-12-16,72.0
2018-12-23,65.0
2018-12-30,79.0
2019-01-27,42.0
2019-02-03,71.0
2019-06-02,24.0
2019-06-23,49.0
2019-06-30,24.0
2019-07-21,24.0
2019-07-28,23.0
2019-08-18,23.0
2019-09-29,34.0
2019-11-03,33.0
2019-12-01,40.0
2019-12-22,42.0
2020-02-02,34.0
2020-02-09,67.0
2020-02-23,16.0
2020-04-12,20.0
2020-06-07,21.0
2020-07-26,60.0
2020-08-09,20.0
2020-08-16,48.0
2020-08-23,25.0
2020-08-30,37.0
2020-09-06,30.0
2020-09-13,22.0
2020-09-20,17.0
2020-11-22,22.0
2020-11-29,26.0
2020-12-27,44.0
2021-01-17,21.0
2021-01-31,21.0
2021-03-14,20.0
2021-03-28,52.0
2021-04-18,22.0
2021-05-16,22.0
2021-07-04,24.0
2021-07-25,50.0
2021-09-26,24.0
2021-10-10,36.0
2021-10-17,63.0
2021-10-24,44.0
2022-01-23,67.0
2022-02-06,21.0
2022-02-13,29.0
2022-03-27,14.0
2022-04-17,13.0
2022-05-08,31.0
2022-05-22,35.0
2022-06-12,30.0
2022-07-03,57.0
2022-07-10,18.0
2022-07-24,82.0
2022-07-31,18.0
2022-08-07,30.0
2022-08-21,46.0
2022-09-04,16.0
2022-09-25,39.0
2022-10-09,41.0
2022-11-06,26.0
2022-11-27,18.0
2022-12-04,19.0
2022-12-11,18.0
