,MVT_GT_San Francisco-Oakland-San Jose CA
2017-01-01,34.0
2017-01-08,27.0
2017-01-15,34.0
2017-01-22,35.0
2017-01-29,40.0
2017-02-05,27.0
2017-02-12,40.0
2017-02-19,37.0
2017-02-26,55.0
2017-03-05,19.0
2017-03-12,23.0
2017-03-19,22.0
2017-03-26,9.0
2017-04-02,34.0
2017-04-09,47.0
2017-04-16,26.0
2017-04-23,16.0
2017-04-30,28.0
2017-05-07,23.0
2017-05-14,32.0
2017-05-21,34.0
2017-05-28,30.0
2017-06-04,37.0
2017-06-11,45.0
2017-06-18,37.0
2017-06-25,57.0
2017-07-02,42.0
2017-07-09,48.0
2017-07-16,24.0
2017-07-23,17.0
2017-07-30,40.0
2017-08-06,18.0
2017-08-13,20.0
2017-08-27,18.0
2017-09-03,18.0
2017-09-10,18.0
2017-09-17,19.0
2017-09-24,57.0
2017-10-01,17.0
2017-10-08,31.0
2017-10-15,25.0
2017-10-22,25.0
2017-10-29,40.0
2017-11-05,13.0
2017-11-12,13.0
2017-11-19,29.0
2017-11-26,19.0
2017-12-03,33.0
2017-12-10,20.0
2017-12-24,15.0
2017-12-31,40.0
2018-01-07,15.0
2018-01-14,43.0
2018-01-21,42.0
2018-01-28,32.0
2018-02-04,34.0
2018-02-11,20.0
2018-02-18,14.0
2018-02-25,38.0
2018-03-04,14.0
2018-03-11,16.0
2018-03-18,27.0
2018-03-25,40.0
2018-04-01,13.0
2018-04-08,68.0
2018-04-15,24.0
2018-04-22,38.0
2018-05-06,22.0
2018-05-13,37.0
2018-05-20,40.0
2018-06-03,33.0
2018-06-10,12.0
2018-06-17,31.0
2018-06-24,20.0
2018-07-01,27.0
2018-07-08,48.0
2018-07-15,15.0
2018-07-22,33.0
2018-07-29,51.0
2018-08-05,48.0
2018-08-12,32.0
2018-08-19,16.0
2018-08-26,28.0
2018-09-02,35.0
2018-09-09,27.0
2018-09-16,41.0
2018-09-23,14.0
2018-09-30,29.0
2018-10-07,28.0
2018-10-14,10.0
2018-10-21,21.0
2018-10-28,16.0
2018-11-04,32.0
2018-11-11,54.0
2018-11-18,26.0
2018-11-25,37.0
2018-12-02,36.0
2018-12-16,35.0
2018-12-23,17.0
2018-12-30,18.0
2019-01-06,21.0
2019-01-13,30.0
2019-01-20,30.0
2019-01-27,50.0
2019-02-03,58.0
2019-02-10,33.0
2019-02-17,52.0
2019-02-24,41.0
2019-03-03,40.0
2019-03-10,18.0
2019-03-17,40.0
2019-03-24,61.0
2019-03-31,15.0
2019-04-07,54.0
2019-04-14,39.0
2019-04-21,38.0
2019-04-28,83.0
2019-05-05,52.0
2019-05-12,23.0
2019-05-19,33.0
2019-05-26,26.0
2019-06-02,24.0
2019-06-09,43.0
2019-06-16,41.0
2019-06-23,15.0
2019-06-30,22.0
2019-07-07,42.0
2019-07-21,26.0
2019-07-28,44.0
2019-08-04,45.0
2019-08-11,43.0
2019-08-18,28.0
2019-08-25,23.0
2019-09-01,44.0
2019-09-08,38.0
2019-09-15,27.0
2019-09-22,13.0
2019-09-29,19.0
2019-10-06,40.0
2019-10-13,47.0
2019-10-20,31.0
2019-10-27,44.0
2019-11-03,55.0
2019-11-10,36.0
2019-11-17,26.0
2019-11-24,35.0
2019-12-01,12.0
2019-12-08,34.0
2019-12-15,16.0
2019-12-22,56.0
2019-12-29,19.0
2020-01-05,26.0
2020-01-12,13.0
2020-01-19,42.0
2020-01-26,14.0
2020-02-02,29.0
2020-02-09,28.0
2020-02-16,39.0
2020-02-23,43.0
2020-03-01,12.0
2020-03-08,31.0
2020-03-22,17.0
2020-03-29,29.0
2020-04-05,34.0
2020-04-12,22.0
2020-04-19,27.0
2020-04-26,26.0
2020-05-03,18.0
2020-05-10,17.0
2020-05-17,31.0
2020-05-24,46.0
2020-05-31,77.0
2020-06-07,49.0
2020-06-14,18.0
2020-06-21,53.0
2020-06-28,41.0
2020-07-05,29.0
2020-07-12,24.0
2020-07-26,31.0
2020-08-02,44.0
2020-08-09,40.0
2020-08-16,23.0
2020-08-23,25.0
2020-08-30,28.0
2020-09-06,36.0
2020-09-13,46.0
2020-09-20,27.0
2020-09-27,30.0
2020-10-04,16.0
2020-10-11,17.0
2020-10-25,30.0
2020-11-01,22.0
2020-11-15,32.0
2020-11-22,61.0
2020-12-13,54.0
2020-12-20,45.0
2020-12-27,31.0
2021-01-03,36.0
2021-01-10,22.0
2021-01-17,61.0
2021-01-24,43.0
2021-01-31,26.0
2021-02-07,67.0
2021-02-14,100.0
2021-02-21,29.0
2021-02-28,77.0
2021-03-07,29.0
2021-03-14,27.0
2021-03-21,21.0
2021-03-28,21.0
2021-04-04,26.0
2021-04-11,40.0
2021-04-18,80.0
2021-04-25,31.0
2021-05-02,20.0
2021-05-09,23.0
2021-05-23,32.0
2021-05-30,66.0
2021-06-06,40.0
2021-06-13,47.0
2021-06-20,26.0
2021-06-27,18.0
2021-07-04,48.0
2021-07-11,20.0
2021-07-18,56.0
2021-07-25,26.0
2021-08-01,57.0
2021-08-08,73.0
2021-08-15,33.0
2021-08-22,43.0
2021-08-29,40.0
2021-09-05,25.0
2021-09-12,38.0
2021-09-19,32.0
2021-09-26,38.0
2021-10-10,15.0
2021-10-17,25.0
2021-10-31,47.0
2021-11-07,22.0
2021-11-14,48.0
2021-11-21,27.0
2021-11-28,25.0
2021-12-05,34.0
2021-12-12,16.0
2021-12-19,50.0
2021-12-26,33.0
2022-01-02,24.0
2022-01-09,17.0
2022-01-16,59.0
2022-01-23,51.0
2022-01-30,55.0
2022-02-06,52.0
2022-02-13,30.0
2022-02-20,34.0
2022-02-27,76.0
2022-03-06,40.0
2022-03-13,28.0
2022-03-20,29.0
2022-03-27,53.0
2022-04-03,36.0
2022-04-10,38.0
2022-04-17,27.0
2022-04-24,31.0
2022-05-01,41.0
2022-05-08,26.0
2022-05-15,56.0
2022-05-22,27.0
2022-05-29,39.0
2022-06-05,37.0
2022-06-12,52.0
2022-06-19,69.0
2022-06-26,28.0
2022-07-03,23.0
2022-07-10,40.0
2022-07-17,50.0
2022-07-24,22.0
2022-07-31,17.0
2022-08-07,47.0
2022-08-14,48.0
2022-08-21,42.0
2022-08-28,39.0
2022-09-04,32.0
2022-09-11,61.0
2022-09-18,21.0
2022-09-25,14.0
2022-10-02,40.0
2022-10-09,30.0
2022-10-16,32.0
2022-10-23,13.0
2022-10-30,10.0
2022-11-06,31.0
2022-11-13,51.0
2022-11-20,34.0
2022-11-27,50.0
2022-12-04,33.0
2022-12-11,26.0
2022-12-18,40.0
2022-12-25,34.0
