,MVT_GT_Philadelphia PA
2017-01-01,47.0
2017-01-08,15.0
2017-01-15,42.0
2017-01-29,17.0
2017-02-12,59.0
2017-03-05,14.0
2017-03-26,46.0
2017-04-02,28.0
2017-04-09,32.0
2017-04-16,24.0
2017-04-23,35.0
2017-04-30,27.0
2017-05-07,19.0
2017-05-14,16.0
2017-05-28,54.0
2017-06-04,20.0
2017-06-18,22.0
2017-07-02,41.0
2017-07-09,15.0
2017-07-23,29.0
2017-07-30,25.0
2017-08-06,26.0
2017-08-20,82.0
2017-08-27,14.0
2017-09-03,38.0
2017-09-10,28.0
2017-09-24,27.0
2017-10-01,37.0
2017-10-08,28.0
2017-10-22,37.0
2017-10-29,24.0
2017-11-12,18.0
2017-11-19,21.0
2017-11-26,18.0
2017-12-17,39.0
2017-12-24,53.0
2017-12-31,61.0
2018-01-07,54.0
2018-01-14,17.0
2018-01-21,23.0
2018-01-28,28.0
2018-02-04,33.0
2018-02-11,25.0
2018-02-18,48.0
2018-02-25,28.0
2018-03-04,31.0
2018-03-18,46.0
2018-03-25,29.0
2018-04-01,23.0
2018-04-08,54.0
2018-04-15,79.0
2018-04-29,25.0
2018-05-06,52.0
2018-05-13,37.0
2018-05-20,36.0
2018-05-27,45.0
2018-06-03,23.0
2018-06-17,100.0
2018-06-24,23.0
2018-07-01,33.0
2018-07-08,29.0
2018-07-15,15.0
2018-07-29,15.0
2018-08-05,35.0
2018-08-12,44.0
2018-08-19,26.0
2018-09-16,23.0
2018-09-23,52.0
2018-09-30,36.0
2018-10-07,25.0
2018-10-21,17.0
2018-10-28,31.0
2018-11-11,18.0
2018-11-18,25.0
2018-12-02,50.0
2018-12-09,31.0
2018-12-16,14.0
2018-12-30,72.0
2019-01-06,16.0
2019-01-13,29.0
2019-01-20,21.0
2019-01-27,41.0
2019-02-03,27.0
2019-02-10,33.0
2019-02-17,69.0
2019-02-24,32.0
2019-03-03,41.0
2019-03-17,13.0
2019-03-31,23.0
2019-04-14,59.0
2019-04-28,19.0
2019-05-05,40.0
2019-05-26,39.0
2019-06-09,15.0
2019-06-30,20.0
2019-07-07,24.0
2019-07-14,28.0
2019-07-28,38.0
2019-08-04,24.0
2019-08-11,24.0
2019-08-25,14.0
2019-09-01,39.0
2019-09-08,18.0
2019-09-15,36.0
2019-09-29,25.0
2019-10-06,56.0
2019-10-13,34.0
2019-10-20,32.0
2019-11-03,46.0
2019-11-17,46.0
2019-11-24,25.0
2019-12-01,55.0
2019-12-15,48.0
2019-12-22,62.0
2019-12-29,35.0
2020-01-05,36.0
2020-01-12,33.0
2020-01-19,63.0
2020-01-26,22.0
2020-02-02,22.0
2020-02-09,18.0
2020-02-16,72.0
2020-02-23,19.0
2020-03-01,13.0
2020-03-15,37.0
2020-03-22,52.0
2020-03-29,22.0
2020-04-12,39.0
2020-04-19,21.0
2020-04-26,35.0
2020-05-03,22.0
2020-05-17,25.0
2020-05-31,11.0
2020-06-07,10.0
2020-06-21,29.0
2020-06-28,21.0
2020-07-05,25.0
2020-07-12,12.0
2020-07-19,13.0
2020-07-26,26.0
2020-08-02,41.0
2020-08-09,34.0
2020-08-16,24.0
2020-08-23,31.0
2020-08-30,16.0
2020-09-06,30.0
2020-09-13,13.0
2020-09-20,36.0
2020-09-27,19.0
2020-10-11,35.0
2020-10-18,85.0
2020-11-01,20.0
2020-11-15,12.0
2020-11-22,65.0
2020-11-29,49.0
2020-12-06,46.0
2020-12-13,83.0
2020-12-20,53.0
2020-12-27,65.0
2021-01-03,11.0
2021-01-10,15.0
2021-01-17,29.0
2021-01-24,18.0
2021-02-07,41.0
2021-02-14,46.0
2021-03-07,25.0
2021-03-14,31.0
2021-03-21,38.0
2021-03-28,15.0
2021-04-04,50.0
2021-04-25,27.0
2021-05-02,28.0
2021-05-09,40.0
2021-05-16,63.0
2021-05-23,56.0
2021-05-30,24.0
2021-06-06,25.0
2021-06-13,21.0
2021-06-20,14.0
2021-06-27,26.0
2021-07-04,43.0
2021-07-11,63.0
2021-07-18,20.0
2021-07-25,37.0
2021-08-22,49.0
2021-08-29,38.0
2021-09-05,43.0
2021-09-12,51.0
2021-09-19,36.0
2021-09-26,52.0
2021-10-03,49.0
2021-10-10,25.0
2021-10-17,35.0
2021-10-31,35.0
2021-11-07,62.0
2021-11-14,28.0
2021-11-21,41.0
2021-11-28,29.0
2021-12-05,20.0
2021-12-12,38.0
2021-12-19,19.0
2021-12-26,57.0
2022-01-02,48.0
2022-01-09,24.0
2022-01-16,54.0
2022-01-23,58.0
2022-01-30,71.0
2022-02-06,58.0
2022-02-13,14.0
2022-02-20,37.0
2022-02-27,40.0
2022-03-06,30.0
2022-03-13,36.0
2022-03-20,41.0
2022-03-27,27.0
2022-04-03,35.0
2022-04-10,21.0
2022-04-17,35.0
2022-04-24,29.0
2022-05-01,43.0
2022-05-08,37.0
2022-05-22,78.0
2022-06-12,49.0
2022-06-19,43.0
2022-06-26,25.0
2022-07-03,17.0
2022-07-10,50.0
2022-07-17,44.0
2022-07-24,29.0
2022-07-31,23.0
2022-08-07,49.0
2022-08-14,61.0
2022-08-21,73.0
2022-08-28,47.0
2022-09-04,29.0
2022-09-11,33.0
2022-09-18,52.0
2022-10-02,40.0
2022-10-09,54.0
2022-10-16,35.0
2022-10-23,13.0
2022-10-30,48.0
2022-11-06,72.0
2022-11-13,45.0
2022-11-20,28.0
2022-11-27,47.0
2022-12-04,56.0
2022-12-11,35.0
2022-12-18,41.0
2022-12-25,17.0
