,MVT_GT_Washington DC (Hagerstown MD)
2017-01-01,66.0
2017-01-08,12.0
2017-01-22,22.0
2017-01-29,26.0
2017-02-12,45.0
2017-02-19,25.0
2017-02-26,15.0
2017-03-05,52.0
2017-03-12,15.0
2017-03-19,27.0
2017-03-26,37.0
2017-04-23,22.0
2017-04-30,43.0
2017-05-07,58.0
2017-05-14,16.0
2017-05-28,39.0
2017-06-04,14.0
2017-06-11,30.0
2017-06-18,42.0
2017-06-25,16.0
2017-07-02,43.0
2017-07-16,13.0
2017-07-23,17.0
2017-08-27,23.0
2017-09-03,27.0
2017-09-10,35.0
2017-09-17,16.0
2017-09-24,26.0
2017-10-01,15.0
2017-10-08,28.0
2017-10-15,11.0
2017-10-29,22.0
2017-11-12,34.0
2017-11-19,21.0
2017-11-26,45.0
2017-12-03,24.0
2017-12-10,20.0
2018-01-14,38.0
2018-01-21,39.0
2018-01-28,13.0
2018-02-04,24.0
2018-02-11,12.0
2018-02-18,15.0
2018-02-25,42.0
2018-03-11,19.0
2018-03-18,32.0
2018-04-01,27.0
2018-04-08,30.0
2018-04-15,54.0
2018-04-22,18.0
2018-04-29,20.0
2018-05-06,14.0
2018-05-13,26.0
2018-05-20,14.0
2018-06-17,73.0
2018-06-24,18.0
2018-07-01,28.0
2018-07-08,27.0
2018-07-15,43.0
2018-08-05,73.0
2018-08-12,23.0
2018-08-19,59.0
2018-08-26,37.0
2018-09-09,25.0
2018-09-23,13.0
2018-09-30,60.0
2018-10-07,16.0
2018-10-21,45.0
2018-11-18,29.0
2018-11-25,54.0
2018-12-02,19.0
2018-12-09,26.0
2018-12-23,22.0
2018-12-30,15.0
2019-01-06,21.0
2019-01-13,19.0
2019-01-20,18.0
2019-02-10,23.0
2019-03-03,40.0
2019-03-10,31.0
2019-03-17,17.0
2019-03-24,20.0
2019-03-31,25.0
2019-04-07,29.0
2019-04-14,21.0
2019-05-12,15.0
2019-06-09,25.0
2019-06-16,20.0
2019-06-30,50.0
2019-07-07,30.0
2019-07-14,28.0
2019-07-21,32.0
2019-07-28,16.0
2019-08-04,30.0
2019-08-11,32.0
2019-08-25,16.0
2019-09-01,48.0
2019-09-08,19.0
2019-09-22,16.0
2019-09-29,13.0
2019-10-06,12.0
2019-10-20,17.0
2019-10-27,40.0
2019-11-03,29.0
2019-11-10,30.0
2019-11-17,31.0
2019-11-24,25.0
2019-12-01,38.0
2019-12-08,32.0
2019-12-15,30.0
2019-12-29,29.0
2020-01-12,17.0
2020-01-19,23.0
2020-02-02,16.0
2020-02-16,12.0
2020-02-23,12.0
2020-03-08,29.0
2020-03-22,27.0
2020-03-29,10.0
2020-04-05,20.0
2020-04-12,20.0
2020-05-03,52.0
2020-05-10,13.0
2020-05-17,12.0
2020-05-31,39.0
2020-06-14,35.0
2020-06-21,28.0
2020-06-28,36.0
2020-07-05,32.0
2020-07-12,29.0
2020-07-19,32.0
2020-07-26,56.0
2020-08-02,35.0
2020-08-09,16.0
2020-08-16,23.0
2020-08-23,15.0
2020-08-30,24.0
2020-09-06,15.0
2020-09-13,54.0
2020-09-20,22.0
2020-09-27,65.0
2020-10-04,21.0
2020-10-18,29.0
2020-11-01,16.0
2020-11-15,38.0
2020-11-29,36.0
2020-12-06,50.0
2020-12-13,100.0
2020-12-20,30.0
2020-12-27,21.0
2021-01-03,26.0
2021-01-10,19.0
2021-01-17,18.0
2021-01-31,24.0
2021-02-07,23.0
2021-02-14,14.0
2021-02-21,41.0
2021-02-28,49.0
2021-03-07,19.0
2021-03-14,22.0
2021-03-21,42.0
2021-03-28,64.0
2021-04-18,36.0
2021-05-02,20.0
2021-05-23,30.0
2021-05-30,26.0
2021-06-06,23.0
2021-06-13,22.0
2021-06-27,32.0
2021-07-11,37.0
2021-07-18,35.0
2021-07-25,27.0
2021-08-01,21.0
2021-08-22,31.0
2021-08-29,30.0
2021-09-05,28.0
2021-09-19,23.0
2021-09-26,33.0
2021-10-03,42.0
2021-10-17,29.0
2021-10-24,40.0
2021-10-31,31.0
2021-11-07,19.0
2021-11-14,40.0
2021-11-21,33.0
2021-11-28,33.0
2021-12-05,16.0
2021-12-12,33.0
2021-12-19,37.0
2021-12-26,18.0
2022-01-09,25.0
2022-01-16,45.0
2022-01-23,20.0
2022-01-30,41.0
2022-02-06,39.0
2022-02-13,27.0
2022-02-20,33.0
2022-02-27,23.0
2022-03-06,35.0
2022-03-13,32.0
2022-03-20,52.0
2022-04-03,47.0
2022-04-24,25.0
2022-05-01,14.0
2022-05-08,57.0
2022-05-22,38.0
2022-05-29,42.0
2022-06-05,18.0
2022-06-19,42.0
2022-07-03,61.0
2022-07-10,26.0
2022-07-24,26.0
2022-07-31,29.0
2022-08-07,25.0
2022-08-14,28.0
2022-08-21,30.0
2022-08-28,27.0
2022-09-04,15.0
2022-09-11,28.0
2022-09-18,57.0
2022-09-25,29.0
2022-10-02,50.0
2022-10-09,49.0
2022-10-16,33.0
2022-10-23,12.0
2022-10-30,32.0
2022-11-06,26.0
2022-11-13,27.0
2022-11-20,34.0
2022-11-27,47.0
2022-12-04,72.0
2022-12-11,67.0
2022-12-18,23.0
2022-12-25,58.0
