,MVT_GT_Seattle-Tacoma WA
2017-01-01,41.0
2017-01-08,36.0
2017-01-15,23.0
2017-01-22,19.0
2017-02-05,47.0
2017-02-12,21.0
2017-02-19,40.0
2017-02-26,57.0
2017-03-12,69.0
2017-03-19,37.0
2017-03-26,29.0
2017-04-02,48.0
2017-04-09,74.0
2017-04-23,53.0
2017-05-07,42.0
2017-05-14,51.0
2017-05-28,18.0
2017-06-04,31.0
2017-06-11,19.0
2017-06-18,24.0
2017-06-25,32.0
2017-07-02,34.0
2017-07-09,66.0
2017-07-30,22.0
2017-08-06,17.0
2017-08-13,51.0
2017-08-20,30.0
2017-08-27,37.0
2017-09-03,28.0
2017-09-10,64.0
2017-09-17,76.0
2017-09-24,51.0
2017-10-01,18.0
2017-10-08,41.0
2017-10-15,41.0
2017-10-22,18.0
2017-10-29,20.0
2017-11-12,49.0
2017-11-19,27.0
2017-11-26,44.0
2017-12-03,40.0
2017-12-10,37.0
2017-12-17,28.0
2017-12-24,36.0
2017-12-31,13.0
2018-01-07,28.0
2018-01-14,41.0
2018-01-21,28.0
2018-02-11,25.0
2018-02-18,15.0
2018-02-25,46.0
2018-03-04,81.0
2018-03-11,62.0
2018-03-18,35.0
2018-03-25,65.0
2018-04-01,42.0
2018-04-08,43.0
2018-04-15,32.0
2018-04-29,26.0
2018-05-06,37.0
2018-05-13,37.0
2018-05-20,53.0
2018-05-27,63.0
2018-06-10,35.0
2018-06-17,63.0
2018-06-24,45.0
2018-07-08,34.0
2018-07-15,15.0
2018-07-22,30.0
2018-08-05,26.0
2018-09-02,87.0
2018-09-09,36.0
2018-09-23,29.0
2018-10-14,41.0
2018-10-21,20.0
2018-10-28,32.0
2018-11-04,30.0
2018-11-11,23.0
2018-11-18,23.0
2018-12-02,27.0
2018-12-09,100.0
2018-12-30,41.0
2019-01-06,16.0
2019-01-13,49.0
2019-01-20,38.0
2019-01-27,32.0
2019-02-03,42.0
2019-02-10,21.0
2019-02-17,82.0
2019-03-03,36.0
2019-03-17,14.0
2019-04-07,20.0
2019-04-14,69.0
2019-04-21,35.0
2019-04-28,26.0
2019-05-19,23.0
2019-05-26,60.0
2019-06-02,24.0
2019-06-09,14.0
2019-06-16,16.0
2019-06-30,37.0
2019-07-07,30.0
2019-07-14,29.0
2019-07-21,35.0
2019-08-04,44.0
2019-08-11,55.0
2019-08-18,43.0
2019-08-25,39.0
2019-09-01,48.0
2019-09-08,35.0
2019-09-15,22.0
2019-09-22,25.0
2019-09-29,25.0
2019-10-06,40.0
2019-10-13,26.0
2019-10-20,41.0
2019-10-27,16.0
2019-11-03,31.0
2019-11-10,68.0
2019-11-17,13.0
2019-11-24,49.0
2019-12-01,43.0
2019-12-15,14.0
2019-12-22,48.0
2020-01-05,37.0
2020-01-12,39.0
2020-01-26,31.0
2020-02-09,32.0
2020-02-16,20.0
2020-02-23,13.0
2020-03-01,23.0
2020-03-08,13.0
2020-03-29,53.0
2020-04-05,23.0
2020-04-19,36.0
2020-04-26,33.0
2020-05-03,26.0
2020-05-10,21.0
2020-05-17,24.0
2020-05-24,78.0
2020-05-31,44.0
2020-06-14,27.0
2020-06-21,53.0
2020-06-28,27.0
2020-07-05,21.0
2020-07-12,47.0
2020-07-19,48.0
2020-07-26,17.0
2020-08-02,43.0
2020-08-09,26.0
2020-08-16,67.0
2020-08-23,30.0
2020-08-30,57.0
2020-09-06,47.0
2020-09-13,12.0
2020-09-20,15.0
2020-09-27,24.0
2020-10-04,35.0
2020-10-11,37.0
2020-10-25,35.0
2020-11-01,34.0
2020-11-08,24.0
2020-11-15,75.0
2020-11-29,14.0
2020-12-06,55.0
2020-12-13,24.0
2021-01-03,20.0
2021-01-17,24.0
2021-01-24,74.0
2021-01-31,37.0
2021-02-07,62.0
