,MVT_GT_Denver CO
2017-01-01,14.0
2017-01-22,23.0
2017-02-12,26.0
2017-02-19,15.0
2017-03-26,36.0
2017-04-09,25.0
2017-04-23,20.0
2017-05-07,15.0
2017-05-14,53.0
2017-05-28,39.0
2017-06-11,27.0
2017-07-02,26.0
2017-07-09,22.0
2017-07-16,46.0
2017-07-23,19.0
2017-08-06,51.0
2017-08-13,12.0
2017-08-20,28.0
2017-08-27,24.0
2017-09-03,28.0
2017-09-10,18.0
2017-09-17,27.0
2017-09-24,16.0
2017-10-29,49.0
2017-11-05,24.0
2017-11-12,40.0
2017-11-19,17.0
2017-12-03,16.0
2017-12-10,63.0
2017-12-17,26.0
2018-01-07,27.0
2018-01-14,12.0
2018-01-21,21.0
2018-01-28,21.0
2018-02-11,13.0
2018-03-04,20.0
2018-03-11,20.0
2018-03-18,38.0
2018-03-25,32.0
2018-04-01,36.0
2018-04-08,26.0
2018-04-15,25.0
2018-04-22,12.0
2018-05-13,25.0
2018-05-20,64.0
2018-06-03,35.0
2018-06-17,46.0
2018-07-15,13.0
2018-07-22,19.0
2018-07-29,15.0
2018-08-05,24.0
2018-08-12,25.0
2018-08-19,13.0
2018-09-16,19.0
2018-09-23,26.0
2018-10-07,28.0
2018-10-14,16.0
2018-11-18,21.0
2018-11-25,41.0
2018-12-09,25.0
2018-12-16,26.0
2018-12-23,48.0
2019-01-06,22.0
2019-01-20,13.0
2019-02-03,34.0
2019-02-10,18.0
2019-02-17,36.0
2019-02-24,50.0
2019-03-10,22.0
2019-03-17,47.0
2019-03-24,23.0
2019-04-14,19.0
2019-04-28,23.0
2019-05-12,23.0
2019-05-19,45.0
2019-06-02,31.0
2019-06-09,24.0
2019-06-16,24.0
2019-06-23,51.0
2019-06-30,14.0
2019-07-14,46.0
2019-07-21,16.0
2019-07-28,39.0
2019-08-04,18.0
2019-08-25,22.0
2019-09-15,36.0
2019-09-22,23.0
2019-09-29,21.0
2019-10-13,21.0
2019-10-20,24.0
2019-11-10,12.0
2019-12-01,63.0
2019-12-08,12.0
2019-12-15,43.0
2020-01-05,40.0
2020-01-12,19.0
2020-01-19,37.0
2020-01-26,21.0
2020-02-02,20.0
2020-02-23,41.0
2020-03-01,15.0
2020-03-15,20.0
2020-03-29,12.0
2020-04-05,38.0
2020-04-12,15.0
2020-04-19,16.0
2020-04-26,30.0
2020-05-03,29.0
2020-05-10,11.0
2020-05-17,15.0
2020-06-14,27.0
2020-06-28,44.0
2020-07-05,19.0
2020-07-12,35.0
2020-07-26,78.0
2020-08-09,26.0
2020-08-23,25.0
2020-09-06,33.0
2020-09-13,39.0
2020-09-20,12.0
2020-09-27,15.0
2020-10-11,76.0
2020-10-18,26.0
2020-10-25,29.0
2020-11-01,16.0
2020-11-08,19.0
2020-11-15,12.0
2020-11-22,100.0
2020-11-29,13.0
2020-12-13,33.0
2020-12-20,20.0
2020-12-27,77.0
2021-01-03,31.0
2021-01-10,58.0
2021-01-17,18.0
2021-01-24,27.0
2021-01-31,34.0
2021-02-14,27.0
2021-02-21,13.0
2021-03-07,47.0
2021-03-14,15.0
2021-03-21,17.0
2021-04-04,15.0
2021-04-11,14.0
2021-04-18,50.0
2021-04-25,30.0
2021-05-09,23.0
2021-05-16,35.0
2021-05-23,27.0
2021-05-30,16.0
2021-06-06,46.0
2021-06-13,46.0
2021-06-20,24.0
2021-06-27,67.0
2021-07-04,50.0
2021-07-11,39.0
2021-07-18,45.0
2021-07-25,32.0
2021-08-08,60.0
2021-08-15,15.0
2021-08-22,28.0
2021-08-29,26.0
2021-09-05,27.0
2021-09-12,39.0
2021-09-19,32.0
2021-09-26,18.0
2021-10-03,30.0
2021-10-17,50.0
2021-10-24,25.0
2021-10-31,36.0
2021-11-07,54.0
2021-11-21,47.0
2021-12-05,37.0
2021-12-12,24.0
2021-12-19,23.0
2021-12-26,38.0
2022-01-02,20.0
2022-01-09,71.0
2022-01-16,52.0
2022-01-23,55.0
2022-01-30,23.0
2022-02-06,23.0
2022-02-13,21.0
2022-02-20,26.0
2022-02-27,35.0
2022-03-06,42.0
2022-03-13,34.0
2022-03-20,31.0
2022-04-03,14.0
2022-04-10,50.0
2022-04-17,8.0
2022-04-24,23.0
2022-05-01,28.0
2022-05-08,26.0
2022-05-15,62.0
2022-05-22,44.0
2022-05-29,33.0
2022-06-05,45.0
2022-06-12,42.0
2022-06-19,21.0
2022-06-26,42.0
2022-07-03,24.0
2022-07-10,26.0
2022-07-17,46.0
2022-07-24,48.0
2022-07-31,34.0
2022-08-07,38.0
2022-08-14,30.0
2022-08-21,91.0
2022-08-28,41.0
2022-09-04,40.0
2022-09-11,18.0
2022-09-25,31.0
2022-10-02,28.0
2022-10-09,38.0
2022-10-16,28.0
2022-10-23,54.0
2022-10-30,40.0
2022-11-06,49.0
2022-11-13,37.0
2022-11-20,19.0
2022-11-27,58.0
2022-12-11,43.0
2022-12-18,39.0
2022-12-25,29.0
