,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-08,46.0
2017-01-15,47.0
2017-01-29,69.0
2017-02-05,45.0
2017-02-26,15.0
2017-03-05,19.0
2017-03-12,82.0
2017-03-19,18.0
2017-03-26,56.0
2017-04-09,36.0
2017-04-30,40.0
2017-05-14,58.0
2017-05-28,38.0
2017-06-11,40.0
2017-06-18,79.0
2017-06-25,31.0
2017-07-02,94.0
2017-07-16,42.0
2017-07-23,84.0
2017-07-30,40.0
2017-08-06,63.0
2017-08-13,58.0
2017-09-03,36.0
2017-09-24,25.0
2017-10-22,37.0
2017-11-05,57.0
2017-11-12,61.0
2017-11-19,41.0
2017-12-03,48.0
2017-12-10,44.0
2017-12-17,32.0
2017-12-24,24.0
2018-02-04,20.0
2018-02-11,25.0
2018-02-18,18.0
2018-03-11,16.0
2018-03-18,47.0
2018-03-25,21.0
2018-04-01,66.0
2018-04-15,39.0
2018-04-22,59.0
2018-04-29,17.0
2018-05-06,36.0
2018-05-27,46.0
2018-06-03,40.0
2018-06-10,17.0
2018-06-17,55.0
2018-06-24,40.0
2018-07-01,35.0
2018-07-15,71.0
2018-07-22,38.0
2018-07-29,29.0
2018-08-05,20.0
2018-08-12,49.0
2018-08-19,19.0
2018-09-09,38.0
2018-10-07,53.0
2018-10-14,17.0
2018-10-28,40.0
2018-11-04,28.0
2018-11-11,66.0
2018-11-25,50.0
2018-12-02,85.0
2018-12-09,32.0
2018-12-16,19.0
2018-12-30,26.0
2019-01-06,35.0
2019-01-13,38.0
2019-02-03,29.0
2019-02-10,36.0
2019-02-17,35.0
2019-03-03,22.0
2019-03-17,48.0
2019-03-24,28.0
2019-03-31,31.0
2019-04-07,26.0
2019-04-21,32.0
2019-04-28,37.0
2019-05-05,27.0
2019-05-26,26.0
2019-06-09,97.0
2019-06-23,22.0
2019-07-07,63.0
2019-07-14,45.0
2019-07-28,70.0
2019-08-11,30.0
2019-08-25,21.0
2019-09-01,17.0
2019-09-15,23.0
2019-09-29,27.0
2019-10-06,75.0
2019-10-13,27.0
2019-10-20,23.0
2019-10-27,36.0
2019-11-10,26.0
2019-11-17,51.0
2019-11-24,86.0
2019-12-15,52.0
2019-12-22,20.0
2019-12-29,24.0
2020-01-19,45.0
2020-01-26,40.0
2020-02-02,56.0
2020-02-23,29.0
2020-03-01,40.0
2020-03-08,47.0
2020-03-29,30.0
2020-04-12,22.0
2020-04-19,20.0
2020-05-03,15.0
2020-05-10,25.0
2020-05-17,24.0
2020-06-07,23.0
2020-06-14,29.0
2020-07-19,35.0
2020-07-26,35.0
2020-08-09,55.0
2020-08-23,29.0
2020-10-18,28.0
2020-10-25,41.0
2020-11-01,17.0
2020-11-15,18.0
2020-11-22,100.0
2020-11-29,27.0
2020-12-06,37.0
2020-12-13,17.0
2020-12-27,57.0
2021-01-03,29.0
2021-01-10,17.0
2021-01-31,35.0
2021-02-07,52.0
2021-02-14,40.0
2021-02-21,41.0
2021-03-14,25.0
2021-03-28,19.0
2021-05-02,28.0
2021-05-09,29.0
2021-05-16,44.0
2021-05-23,42.0
2021-06-06,42.0
2021-07-11,37.0
2021-07-18,26.0
2021-08-01,31.0
2021-08-22,49.0
2021-09-05,35.0
2021-09-19,37.0
2021-09-26,35.0
2021-10-17,72.0
2021-10-31,20.0
2021-11-07,31.0
2021-11-14,44.0
2021-11-21,30.0
2021-11-28,16.0
2021-12-19,38.0
2022-01-02,19.0
2022-01-23,40.0
2022-02-06,27.0
2022-02-13,49.0
2022-02-20,43.0
2022-02-27,14.0
2022-03-13,23.0
2022-03-20,26.0
2022-03-27,21.0
2022-04-03,60.0
2022-04-17,36.0
2022-04-24,13.0
2022-05-01,18.0
2022-05-08,14.0
2022-05-15,19.0
2022-05-22,36.0
2022-05-29,18.0
2022-06-05,35.0
2022-06-12,32.0
2022-06-26,23.0
2022-07-03,38.0
2022-07-10,19.0
2022-07-31,22.0
2022-08-07,28.0
2022-09-04,19.0
2022-09-25,30.0
2022-10-02,24.0
2022-10-09,20.0
2022-10-16,20.0
2022-10-23,35.0
2022-10-30,37.0
2022-11-06,16.0
2022-11-13,25.0
2022-11-20,35.0
2022-11-27,16.0
2022-12-04,34.0
2022-12-11,19.0
