,MVT_GT_Sacramento-Stockton-Modesto CA
2017-01-01,26.0
2017-01-08,20.0
2017-01-22,22.0
2017-01-29,17.0
2017-02-05,40.0
2017-03-12,35.0
2017-03-19,44.0
2017-03-26,26.0
2017-04-09,32.0
2017-04-16,35.0
2017-04-30,19.0
2017-05-07,24.0
2017-05-21,26.0
2017-06-11,34.0
2017-06-18,26.0
2017-06-25,18.0
2017-07-09,38.0
2017-07-16,53.0
2017-07-23,41.0
2017-07-30,26.0
2017-08-27,23.0
2017-09-03,45.0
2017-09-24,28.0
2017-10-01,20.0
2017-10-15,26.0
2017-10-22,25.0
2017-11-05,19.0
2017-11-19,39.0
2017-12-24,20.0
2018-01-14,18.0
2018-01-21,20.0
2018-01-28,33.0
2018-02-04,33.0
2018-02-11,31.0
2018-03-11,27.0
2018-03-18,56.0
2018-03-25,38.0
2018-04-01,36.0
2018-04-08,17.0
2018-04-15,49.0
2018-04-29,42.0
2018-05-06,27.0
2018-05-13,29.0
2018-05-20,57.0
2018-05-27,22.0
2018-06-10,21.0
2018-06-24,100.0
2018-07-15,30.0
2018-07-22,36.0
2018-07-29,24.0
2018-08-05,28.0
2018-08-12,40.0
2018-08-26,21.0
2018-09-02,52.0
2018-09-16,24.0
2018-09-23,69.0
2018-09-30,23.0
2018-10-07,16.0
2018-10-21,91.0
2018-10-28,52.0
2018-11-11,14.0
2018-11-25,40.0
2018-12-09,64.0
2018-12-16,23.0
2018-12-23,15.0
2019-01-06,14.0
2019-01-13,24.0
2019-01-20,38.0
2019-01-27,20.0
2019-02-03,31.0
2019-02-10,24.0
2019-02-17,42.0
2019-02-24,20.0
2019-03-03,54.0
2019-03-10,33.0
2019-03-24,32.0
2019-03-31,33.0
2019-04-14,30.0
2019-04-21,62.0
2019-04-28,46.0
2019-05-19,44.0
2019-05-26,15.0
2019-06-02,27.0
2019-06-09,27.0
2019-06-23,42.0
2019-07-07,16.0
2019-07-21,23.0
2019-07-28,52.0
2019-09-08,28.0
2019-09-15,39.0
2019-09-29,30.0
2019-10-20,22.0
2019-11-03,22.0
2019-11-10,15.0
2019-11-17,25.0
2019-11-24,28.0
2019-12-08,24.0
2019-12-15,21.0
2019-12-29,39.0
2020-01-12,23.0
2020-01-26,27.0
2020-02-02,53.0
2020-02-09,68.0
2020-02-23,39.0
2020-03-01,18.0
2020-03-15,38.0
2020-03-22,30.0
2020-04-05,21.0
2020-04-12,33.0
2020-04-19,22.0
2020-05-03,41.0
2020-05-10,28.0
2020-05-17,16.0
2020-05-24,31.0
2020-05-31,58.0
2020-06-07,54.0
2020-06-14,31.0
2020-06-21,19.0
2020-06-28,17.0
2020-07-19,46.0
2020-07-26,18.0
2020-08-02,24.0
2020-08-09,27.0
2020-08-16,23.0
2020-08-23,50.0
2020-09-06,18.0
2020-09-13,37.0
2020-10-04,25.0
2020-10-18,63.0
2020-11-01,15.0
2020-11-08,25.0
2020-11-15,15.0
2020-11-22,15.0
2020-11-29,12.0
2020-12-06,20.0
2020-12-13,37.0
2020-12-20,48.0
2021-01-03,16.0
2021-01-10,19.0
2021-01-17,18.0
2021-01-24,55.0
2021-01-31,32.0
2021-02-07,21.0
2021-02-14,54.0
2021-02-28,44.0
2021-03-07,22.0
2021-03-14,41.0
2021-03-21,50.0
2021-03-28,48.0
2021-04-11,47.0
2021-04-18,19.0
2021-04-25,18.0
2021-05-02,25.0
2021-05-09,31.0
2021-05-16,28.0
2021-05-23,31.0
2021-06-20,27.0
2021-07-04,18.0
2021-08-01,16.0
2021-08-08,27.0
2021-08-15,13.0
2021-08-22,42.0
2021-08-29,42.0
2021-09-19,30.0
2021-09-26,17.0
2021-10-10,29.0
2021-10-31,17.0
2021-11-07,29.0
2021-11-21,32.0
2021-12-05,37.0
2021-12-19,33.0
2021-12-26,34.0
2022-01-02,49.0
2022-01-09,50.0
2022-01-23,17.0
2022-02-13,32.0
2022-03-06,11.0
2022-03-13,30.0
2022-03-20,35.0
2022-03-27,41.0
2022-04-03,47.0
2022-04-10,21.0
2022-04-17,41.0
2022-04-24,15.0
2022-05-08,24.0
2022-05-22,21.0
2022-05-29,36.0
2022-06-05,15.0
2022-06-12,21.0
2022-06-19,17.0
2022-06-26,13.0
2022-07-10,29.0
2022-07-17,23.0
2022-07-24,22.0
2022-08-07,58.0
2022-08-14,37.0
2022-08-21,13.0
2022-08-28,35.0
2022-09-04,15.0
2022-09-18,14.0
2022-09-25,52.0
2022-10-09,31.0
2022-10-16,22.0
2022-10-23,37.0
2022-10-30,27.0
2022-11-13,21.0
2022-11-20,79.0
2022-12-04,21.0
2022-12-11,27.0
2022-12-18,33.0
2022-12-25,39.0
