,MVT_GT_Denver CO
2017-01-01,48.0
2017-01-08,16.0
2017-01-15,12.0
2017-01-22,38.0
2017-01-29,17.0
2017-02-12,32.0
2017-02-19,30.0
2017-02-26,28.0
2017-03-05,35.0
2017-03-12,21.0
2017-04-02,18.0
2017-04-09,65.0
2017-04-23,14.0
2017-04-30,11.0
2017-05-14,30.0
2017-05-21,19.0
2017-05-28,50.0
2017-06-11,24.0
2017-06-25,16.0
2017-07-02,59.0
2017-08-20,17.0
2017-08-27,36.0
2017-09-03,13.0
2017-09-17,27.0
2017-09-24,37.0
2017-10-22,29.0
2017-10-29,47.0
2017-11-05,25.0
2017-11-12,34.0
2017-12-03,23.0
2017-12-10,33.0
2017-12-31,38.0
2018-01-07,20.0
2018-01-21,22.0
2018-01-28,33.0
2018-02-25,25.0
2018-03-04,20.0
2018-03-11,20.0
2018-03-18,13.0
2018-04-01,19.0
2018-04-08,25.0
2018-04-15,47.0
2018-04-29,16.0
2018-05-13,18.0
2018-05-20,36.0
2018-05-27,17.0
2018-06-03,19.0
2018-06-17,18.0
2018-07-01,24.0
2018-07-22,22.0
2018-07-29,38.0
2018-08-19,15.0
2018-08-26,38.0
2018-09-02,14.0
2018-09-09,25.0
2018-09-16,13.0
2018-09-23,27.0
2018-10-07,23.0
2018-10-14,12.0
2018-10-21,35.0
2018-11-11,31.0
2018-11-25,21.0
2018-12-02,26.0
2018-12-16,15.0
2018-12-23,31.0
2018-12-30,33.0
2019-01-06,29.0
2019-01-20,30.0
2019-02-03,20.0
2019-02-10,31.0
2019-02-17,28.0
2019-03-03,39.0
2019-03-10,33.0
2019-03-17,38.0
2019-03-24,22.0
2019-03-31,25.0
2019-04-14,19.0
2019-04-21,13.0
2019-04-28,29.0
2019-05-05,13.0
2019-05-12,15.0
2019-05-19,100.0
2019-05-26,32.0
2019-06-02,13.0
2019-06-09,39.0
2019-06-30,28.0
2019-07-14,64.0
2019-07-21,15.0
2019-07-28,34.0
2019-09-08,20.0
2019-09-15,83.0
2019-09-22,21.0
2019-09-29,11.0
2019-10-06,21.0
2019-10-13,18.0
2019-10-20,45.0
2019-10-27,19.0
2019-11-03,14.0
2019-11-10,42.0
2019-11-17,35.0
2019-12-01,30.0
2019-12-15,33.0
2020-01-05,24.0
2020-01-12,45.0
2020-01-26,14.0
2020-02-02,38.0
2020-02-16,32.0
2020-02-23,16.0
2020-03-01,19.0
2020-03-22,14.0
2020-04-05,29.0
2020-04-12,11.0
2020-04-19,14.0
2020-04-26,14.0
2020-05-03,16.0
2020-05-24,26.0
2020-05-31,24.0
2020-06-07,25.0
2020-06-14,28.0
2020-06-21,27.0
2020-06-28,52.0
2020-07-05,43.0
2020-07-12,39.0
2020-07-19,21.0
2020-07-26,13.0
2020-08-02,22.0
2020-08-09,22.0
2020-08-30,29.0
2020-09-06,34.0
2020-09-13,18.0
2020-09-20,11.0
2020-09-27,10.0
2020-10-25,29.0
2020-11-08,17.0
2020-11-15,19.0
2020-11-22,12.0
2020-11-29,45.0
2020-12-06,29.0
2020-12-13,37.0
2020-12-27,50.0
2021-01-03,36.0
2021-01-10,53.0
2021-01-17,23.0
2021-01-24,29.0
2021-01-31,48.0
2021-02-14,39.0
2021-02-28,23.0
2021-03-07,35.0
2021-03-14,10.0
2021-03-21,12.0
2021-04-04,17.0
2021-04-11,17.0
2021-04-18,44.0
2021-04-25,33.0
2021-05-16,46.0
2021-05-30,31.0
2021-06-06,39.0
2021-06-13,19.0
2021-06-20,28.0
2021-06-27,60.0
2021-07-04,30.0
2021-07-11,33.0
2021-07-18,39.0
2021-07-25,36.0
2021-08-08,15.0
2021-08-22,20.0
2021-09-05,21.0
2021-09-12,22.0
2021-09-19,27.0
2021-09-26,14.0
2021-10-03,26.0
2021-10-10,32.0
2021-10-17,28.0
2021-10-24,12.0
2021-10-31,34.0
2021-11-07,70.0
2021-11-21,56.0
2021-11-28,39.0
2021-12-12,35.0
2021-12-19,42.0
2021-12-26,44.0
2022-01-02,50.0
2022-01-09,39.0
2022-01-16,24.0
2022-01-23,64.0
2022-01-30,25.0
2022-02-06,24.0
2022-02-13,21.0
2022-02-20,25.0
2022-02-27,36.0
2022-03-06,46.0
2022-03-13,36.0
2022-03-20,34.0
2022-03-27,28.0
2022-04-03,15.0
2022-04-10,45.0
2022-04-17,15.0
2022-04-24,30.0
2022-05-01,39.0
2022-05-08,31.0
2022-05-15,19.0
2022-05-22,30.0
2022-05-29,29.0
2022-06-05,24.0
2022-06-12,21.0
2022-06-19,35.0
2022-06-26,37.0
2022-07-03,31.0
2022-07-10,38.0
2022-07-24,32.0
2022-07-31,29.0
2022-08-07,48.0
2022-08-14,45.0
2022-08-21,38.0
2022-08-28,17.0
2022-09-04,38.0
2022-09-11,33.0
2022-09-18,33.0
2022-09-25,40.0
2022-10-02,23.0
2022-10-09,34.0
2022-10-16,52.0
2022-10-23,23.0
2022-10-30,45.0
2022-11-06,22.0
2022-11-13,28.0
2022-11-20,40.0
2022-11-27,34.0
2022-12-04,42.0
2022-12-11,34.0
2022-12-18,22.0
2022-12-25,17.0
