,MVT_GT_Seattle-Tacoma WA
2017-01-01,54.0
2017-01-08,19.0
2017-01-15,18.0
2017-02-05,46.0
2017-02-12,19.0
2017-02-19,20.0
2017-02-26,27.0
2017-03-05,26.0
2017-03-12,34.0
2017-03-19,26.0
2017-03-26,25.0
2017-04-02,27.0
2017-04-09,46.0
2017-04-23,64.0
2017-04-30,20.0
2017-05-14,21.0
2017-05-28,41.0
2017-06-18,15.0
2017-06-25,23.0
2017-07-02,22.0
2017-07-09,28.0
2017-07-16,66.0
2017-07-30,20.0
2017-08-06,21.0
2017-08-13,36.0
2017-08-20,26.0
2017-08-27,38.0
2017-09-10,54.0
2017-09-17,35.0
2017-09-24,34.0
2017-10-01,18.0
2017-10-08,31.0
2017-10-15,23.0
2017-10-22,48.0
2017-10-29,27.0
2017-11-19,30.0
2017-11-26,28.0
2017-12-03,24.0
2017-12-10,23.0
2017-12-17,15.0
2017-12-24,44.0
2017-12-31,46.0
2018-01-07,14.0
2018-01-14,29.0
2018-01-21,31.0
2018-02-11,32.0
2018-02-18,16.0
2018-02-25,47.0
2018-03-04,24.0
2018-03-11,34.0
2018-03-25,21.0
2018-04-01,40.0
2018-04-08,42.0
2018-04-15,41.0
2018-04-29,13.0
2018-05-06,44.0
2018-05-13,73.0
2018-05-20,35.0
2018-06-03,46.0
2018-06-10,19.0
2018-06-17,32.0
2018-06-24,43.0
2018-07-01,26.0
2018-07-08,30.0
2018-07-29,38.0
2018-08-05,53.0
2018-08-12,20.0
2018-08-19,19.0
2018-09-02,73.0
2018-09-09,23.0
2018-09-23,77.0
2018-09-30,32.0
2018-10-07,32.0
2018-10-14,58.0
2018-10-21,29.0
2018-11-04,36.0
2018-11-11,35.0
2018-12-02,24.0
2018-12-09,55.0
2018-12-16,26.0
2018-12-30,35.0
2019-01-06,49.0
2019-01-13,15.0
2019-01-20,35.0
2019-01-27,17.0
2019-02-10,16.0
2019-02-17,49.0
2019-03-03,25.0
2019-03-10,30.0
2019-03-17,42.0
2019-03-31,68.0
2019-04-14,20.0
2019-04-21,58.0
2019-04-28,100.0
2019-05-19,15.0
2019-06-02,49.0
2019-06-09,30.0
2019-06-16,37.0
2019-06-23,13.0
2019-06-30,14.0
2019-07-07,34.0
2019-07-14,39.0
2019-07-21,27.0
2019-07-28,26.0
2019-08-04,26.0
2019-08-11,49.0
2019-08-18,41.0
2019-08-25,50.0
2019-09-01,41.0
2019-09-08,27.0
2019-09-15,28.0
2019-09-22,25.0
2019-10-06,40.0
2019-10-13,25.0
2019-10-20,26.0
2019-10-27,16.0
2019-11-03,42.0
2019-11-10,96.0
2019-11-24,32.0
2019-12-01,32.0
2019-12-22,56.0
2020-01-05,36.0
2020-01-12,40.0
2020-01-26,31.0
2020-02-09,20.0
2020-03-15,30.0
2020-03-29,29.0
2020-04-05,25.0
2020-04-12,74.0
2020-04-19,34.0
2020-04-26,23.0
2020-05-03,28.0
2020-05-10,29.0
2020-05-24,26.0
2020-06-07,39.0
2020-06-14,60.0
2020-06-21,33.0
2020-06-28,48.0
2020-07-12,28.0
2020-07-19,38.0
2020-07-26,36.0
2020-08-09,78.0
2020-08-16,61.0
2020-08-30,19.0
2020-09-06,36.0
2020-09-13,21.0
2020-09-20,36.0
2020-09-27,20.0
2020-10-04,29.0
2020-10-11,30.0
2020-10-18,29.0
2020-10-25,15.0
2020-11-01,33.0
2020-11-15,36.0
2020-11-22,35.0
2020-11-29,31.0
2020-12-06,31.0
2020-12-13,24.0
2020-12-20,30.0
2020-12-27,16.0
2021-01-10,33.0
2021-01-17,14.0
2021-01-24,25.0
2021-01-31,16.0
2021-02-14,58.0
2021-02-21,25.0
2021-03-07,36.0
2021-03-14,19.0
2021-03-21,26.0
2021-03-28,73.0
2021-04-04,49.0
2021-04-11,34.0
2021-04-18,29.0
2021-05-02,54.0
2021-05-09,33.0
2021-05-16,66.0
2021-05-23,37.0
2021-05-30,13.0
2021-06-06,40.0
2021-06-20,94.0
2021-07-04,42.0
2021-07-11,15.0
2021-07-18,43.0
2021-07-25,41.0
2021-08-01,27.0
2021-08-08,44.0
2021-08-15,46.0
2021-08-22,20.0
2021-08-29,61.0
2021-09-05,36.0
2021-09-12,26.0
2021-09-19,23.0
2021-10-03,38.0
2021-10-10,40.0
2021-10-17,26.0
2021-10-31,41.0
2021-11-07,45.0
2021-11-14,18.0
2021-11-21,71.0
2021-11-28,17.0
2021-12-05,55.0
2021-12-12,34.0
2021-12-19,36.0
2021-12-26,40.0
2022-01-02,33.0
2022-01-09,40.0
2022-01-16,28.0
2022-01-23,87.0
2022-01-30,71.0
2022-02-06,58.0
2022-02-13,47.0
2022-02-20,59.0
2022-02-27,22.0
2022-03-06,58.0
2022-03-13,58.0
2022-03-20,41.0
2022-03-27,32.0
2022-04-03,38.0
2022-04-10,51.0
2022-04-17,48.0
2022-04-24,30.0
2022-05-01,31.0
2022-05-08,19.0
2022-05-22,47.0
2022-05-29,42.0
2022-06-05,32.0
2022-06-12,22.0
2022-06-19,66.0
2022-06-26,44.0
2022-07-03,48.0
2022-07-10,22.0
2022-07-17,83.0
2022-07-24,44.0
2022-07-31,25.0
2022-08-07,25.0
2022-08-14,56.0
2022-08-21,45.0
2022-08-28,35.0
2022-09-11,58.0
2022-09-18,72.0
2022-09-25,37.0
2022-10-02,28.0
2022-10-09,50.0
2022-10-16,68.0
2022-10-23,35.0
2022-10-30,82.0
2022-11-06,28.0
2022-11-13,20.0
2022-11-20,56.0
2022-11-27,26.0
2022-12-04,46.0
2022-12-18,56.0
2022-12-25,32.0
