,MVT_GT_Fresno-Visalia CA
2017-01-08,21.0
2017-02-26,21.0
2017-03-05,15.0
2017-03-12,13.0
2017-04-02,17.0
2017-04-16,17.0
2017-07-09,37.0
2017-07-16,20.0
2017-07-23,15.0
2017-07-30,16.0
2017-08-20,22.0
2017-10-15,30.0
2017-10-22,14.0
2017-11-26,19.0
2017-12-03,14.0
2017-12-17,16.0
2017-12-31,48.0
2018-01-14,23.0
2018-02-04,13.0
2018-02-11,31.0
2018-04-22,22.0
2018-04-29,38.0
2018-05-06,26.0
2018-06-24,15.0
2018-07-15,100.0
2018-07-29,31.0
2018-09-02,13.0
2018-09-09,18.0
2018-09-16,16.0
2018-10-14,51.0
2018-11-25,22.0
2018-12-16,24.0
2019-03-03,13.0
2019-03-24,29.0
2019-05-26,17.0
2019-06-16,15.0
2019-06-30,19.0
2019-07-14,18.0
2019-07-28,34.0
2019-08-04,41.0
2019-08-18,14.0
2019-09-15,45.0
2019-10-13,40.0
2019-12-01,19.0
2019-12-08,14.0
2019-12-15,14.0
2019-12-29,24.0
2020-01-05,24.0
2020-01-12,16.0
2020-01-19,13.0
2020-02-02,29.0
2020-03-29,9.0
2020-04-19,22.0
2020-05-24,17.0
2020-06-14,12.0
2020-06-28,16.0
2020-07-05,10.0
2020-08-09,12.0
2020-08-16,37.0
2020-08-30,19.0
2020-09-13,10.0
2020-09-20,28.0
2020-10-04,28.0
2020-10-25,22.0
2020-11-01,10.0
2020-11-08,20.0
2020-11-22,13.0
2020-11-29,14.0
2020-12-06,17.0
2021-01-10,55.0
2021-01-31,15.0
2021-02-07,13.0
2021-02-14,13.0
2021-04-04,23.0
2021-04-11,27.0
2021-05-23,18.0
2021-06-27,19.0
2021-07-18,14.0
2021-08-01,16.0
2021-08-08,20.0
2021-12-12,13.0
2021-12-26,28.0
2022-01-23,28.0
2022-02-27,26.0
2022-03-06,22.0
2022-03-27,15.0
2022-04-03,12.0
2022-04-10,12.0
2022-04-17,23.0
2022-04-24,33.0
2022-05-15,25.0
2022-06-12,30.0
2022-07-10,15.0
2022-08-07,28.0
2022-09-04,12.0
2022-09-11,20.0
2022-10-02,23.0
2022-10-09,10.0
2022-10-23,28.0
2022-10-30,21.0
2022-11-27,24.0
2022-12-11,12.0
2022-12-18,15.0
2022-12-25,17.0
