,MVT_GT_San Diego CA
2017-01-08,32.0
2017-01-22,25.0
2017-01-29,14.0
2017-02-05,25.0
2017-02-26,24.0
2017-03-12,17.0
2017-03-19,17.0
2017-03-26,18.0
2017-04-02,45.0
2017-04-16,23.0
2017-04-23,29.0
2017-04-30,17.0
2017-05-14,26.0
2017-05-21,66.0
2017-05-28,15.0
2017-06-11,34.0
2017-06-18,32.0
2017-06-25,47.0
2017-07-02,34.0
2017-07-09,28.0
2017-07-16,22.0
2017-07-23,21.0
2017-07-30,23.0
2017-08-20,19.0
2017-09-03,25.0
2017-09-24,25.0
2017-10-22,23.0
2017-10-29,55.0
2017-11-19,18.0
2017-12-03,14.0
2017-12-24,30.0
2018-01-07,27.0
2018-01-14,25.0
2018-02-18,13.0
2018-03-04,16.0
2018-03-11,46.0
2018-03-25,22.0
2018-04-08,41.0
2018-04-15,17.0
2018-05-20,17.0
2018-05-27,34.0
2018-06-03,38.0
2018-06-17,31.0
2018-06-24,14.0
2018-07-01,30.0
2018-07-08,26.0
2018-07-15,28.0
2018-07-22,35.0
2018-07-29,29.0
2018-09-09,56.0
2018-09-16,19.0
2018-10-14,20.0
2018-11-04,55.0
2018-11-11,37.0
2018-11-18,30.0
2018-12-02,68.0
2018-12-09,40.0
2019-01-06,24.0
2019-02-10,27.0
2019-02-24,35.0
2019-03-03,34.0
2019-03-10,26.0
2019-03-17,32.0
2019-03-24,52.0
2019-03-31,22.0
2019-04-14,35.0
2019-04-28,18.0
2019-05-05,29.0
2019-05-12,37.0
2019-06-09,27.0
2019-06-16,47.0
2019-06-23,40.0
2019-06-30,19.0
2019-07-07,14.0
2019-07-21,28.0
2019-07-28,29.0
2019-08-04,29.0
2019-08-11,78.0
2019-08-18,46.0
2019-09-01,15.0
2019-09-08,21.0
2019-09-15,35.0
2019-09-29,53.0
2019-10-20,20.0
2019-10-27,23.0
2019-11-17,24.0
2019-12-01,26.0
2019-12-08,35.0
2019-12-15,41.0
2020-01-12,20.0
2020-01-19,15.0
2020-01-26,16.0
2020-02-02,14.0
2020-02-16,20.0
2020-03-01,43.0
2020-03-08,15.0
2020-03-22,18.0
2020-03-29,17.0
2020-04-05,23.0
2020-04-12,20.0
2020-04-19,29.0
2020-04-26,15.0
2020-05-17,14.0
2020-05-31,17.0
2020-06-07,18.0
2020-06-14,48.0
2020-06-21,13.0
2020-06-28,52.0
2020-07-05,12.0
2020-07-19,13.0
2020-08-02,19.0
2020-08-16,31.0
2020-08-23,23.0
2020-08-30,20.0
2020-09-06,11.0
2020-09-13,12.0
2020-09-20,29.0
2020-09-27,20.0
2020-10-04,22.0
2020-10-11,17.0
2020-10-25,37.0
2020-11-15,35.0
2020-11-22,51.0
2020-11-29,14.0
2020-12-13,13.0
2020-12-27,19.0
2021-01-10,56.0
2021-01-17,21.0
2021-02-07,14.0
2021-02-14,22.0
2021-02-21,17.0
2021-03-07,21.0
2021-03-21,15.0
2021-04-04,25.0
2021-04-11,34.0
2021-04-18,30.0
2021-04-25,15.0
2021-05-30,24.0
2021-06-13,17.0
2021-06-27,23.0
2021-07-11,21.0
2021-07-25,100.0
2021-08-15,48.0
2021-08-22,34.0
2021-09-12,71.0
2021-10-10,33.0
2021-10-17,65.0
2021-11-14,25.0
2021-11-21,70.0
2021-11-28,17.0
2021-12-12,18.0
2021-12-19,16.0
2022-01-16,46.0
2022-01-23,24.0
2022-01-30,59.0
2022-02-06,38.0
2022-02-13,15.0
2022-02-20,26.0
2022-02-27,24.0
2022-03-06,18.0
2022-03-20,24.0
2022-03-27,18.0
2022-04-03,53.0
2022-04-10,33.0
2022-05-08,20.0
2022-05-15,30.0
2022-05-22,40.0
2022-06-05,31.0
2022-06-19,53.0
2022-06-26,47.0
2022-07-03,17.0
2022-07-10,22.0
2022-07-24,26.0
2022-09-04,17.0
2022-09-18,48.0
2022-09-25,23.0
2022-10-09,15.0
2022-10-16,37.0
2022-10-30,24.0
2022-11-06,19.0
2022-11-13,27.0
2022-11-20,26.0
2022-11-27,42.0
2022-12-04,15.0
2022-12-11,51.0
2022-12-25,28.0
