,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,40.0
2017-01-08,52.0
2017-01-15,21.0
2017-01-22,44.0
2017-01-29,21.0
2017-02-05,24.0
2017-02-12,21.0
2017-02-19,13.0
2017-02-26,68.0
2017-03-05,58.0
2017-03-12,22.0
2017-03-19,23.0
2017-03-26,65.0
2017-04-02,14.0
2017-04-09,45.0
2017-04-23,37.0
2017-04-30,32.0
2017-05-07,29.0
2017-05-14,46.0
2017-05-21,40.0
2017-05-28,38.0
2017-06-11,19.0
2017-06-18,64.0
2017-06-25,18.0
2017-07-09,28.0
2017-07-16,34.0
2017-07-23,46.0
2017-07-30,59.0
2017-08-06,19.0
2017-08-13,22.0
2017-08-20,27.0
2017-08-27,22.0
2017-09-03,36.0
2017-09-10,16.0
2017-09-17,31.0
2017-09-24,53.0
2017-10-01,43.0
2017-10-15,48.0
2017-10-22,32.0
2017-10-29,26.0
2017-11-05,16.0
2017-11-12,44.0
2017-11-19,17.0
2017-11-26,35.0
2017-12-03,33.0
2017-12-10,50.0
2017-12-24,52.0
2017-12-31,26.0
2018-01-07,28.0
2018-01-14,21.0
2018-01-21,35.0
2018-01-28,67.0
2018-02-04,43.0
2018-02-11,32.0
2018-02-18,18.0
2018-03-04,15.0
2018-03-11,38.0
2018-03-18,40.0
2018-03-25,53.0
2018-04-01,32.0
2018-04-08,33.0
2018-04-15,14.0
2018-04-22,22.0
2018-05-06,18.0
2018-05-13,30.0
2018-05-27,54.0
2018-06-10,27.0
2018-06-24,42.0
2018-07-01,28.0
2018-07-15,67.0
2018-07-22,68.0
2018-07-29,38.0
2018-08-05,64.0
2018-08-19,44.0
2018-08-26,67.0
2018-09-02,43.0
2018-09-09,40.0
2018-09-16,35.0
2018-09-23,45.0
2018-09-30,57.0
2018-10-07,30.0
2018-10-14,19.0
2018-10-21,23.0
2018-10-28,25.0
2018-11-04,63.0
2018-11-11,47.0
2018-11-25,52.0
2018-12-02,20.0
2018-12-09,15.0
2018-12-16,38.0
2018-12-23,15.0
2018-12-30,48.0
2019-01-06,100.0
2019-01-13,25.0
2019-01-20,49.0
2019-01-27,52.0
2019-02-03,62.0
2019-02-10,29.0
2019-02-17,43.0
2019-02-24,30.0
2019-03-03,31.0
2019-03-10,59.0
2019-03-17,78.0
2019-03-24,27.0
2019-03-31,71.0
2019-04-07,26.0
2019-04-14,18.0
2019-04-21,64.0
2019-05-05,71.0
2019-05-12,44.0
2019-05-19,48.0
2019-06-02,40.0
2019-06-09,58.0
2019-06-16,19.0
2019-06-23,32.0
2019-06-30,60.0
2019-07-07,67.0
2019-07-14,71.0
2019-07-21,26.0
2019-07-28,43.0
2019-08-04,40.0
2019-08-11,67.0
2019-08-18,50.0
2019-08-25,60.0
2019-09-01,56.0
2019-09-15,35.0
2019-10-06,24.0
2019-10-13,38.0
2019-10-20,38.0
2019-10-27,36.0
2019-11-03,26.0
2019-11-10,28.0
2019-11-17,35.0
2019-11-24,65.0
2019-12-01,60.0
2019-12-08,34.0
2019-12-15,32.0
2019-12-22,71.0
2019-12-29,35.0
2020-01-05,56.0
2020-01-12,55.0
2020-01-26,47.0
2020-02-02,26.0
2020-02-09,31.0
2020-02-16,37.0
2020-02-23,20.0
2020-03-01,29.0
2020-03-15,36.0
2020-03-22,21.0
2020-04-05,54.0
2020-04-19,29.0
2020-04-26,42.0
2020-05-10,20.0
2020-05-17,38.0
2020-05-24,45.0
2020-05-31,27.0
2020-06-07,27.0
2020-06-14,74.0
2020-06-21,11.0
2020-06-28,14.0
2020-07-05,33.0
2020-07-12,59.0
2020-07-19,21.0
2020-07-26,34.0
2020-08-09,18.0
2020-08-16,18.0
2020-08-23,17.0
2020-08-30,39.0
2020-09-06,32.0
2020-09-13,27.0
2020-09-27,17.0
2020-10-04,40.0
2020-10-11,26.0
2020-10-18,38.0
2020-10-25,30.0
2020-11-01,23.0
2020-11-08,29.0
2020-11-15,70.0
2020-11-22,43.0
2020-11-29,20.0
2020-12-13,27.0
2020-12-20,40.0
2020-12-27,60.0
2021-01-03,36.0
2021-01-10,33.0
2021-01-17,48.0
2021-01-24,33.0
2021-02-14,45.0
2021-02-21,54.0
2021-02-28,28.0
2021-03-07,24.0
2021-03-14,13.0
2021-03-21,36.0
2021-03-28,49.0
2021-04-25,19.0
2021-05-02,29.0
2021-05-16,18.0
2021-05-23,34.0
2021-05-30,51.0
2021-06-06,53.0
2021-06-13,48.0
2021-06-20,17.0
2021-06-27,42.0
2021-07-04,29.0
2021-07-11,29.0
2021-07-18,70.0
2021-07-25,62.0
