,MVT_GT_Houston TX
2017-01-01,49.0
2017-01-08,27.0
2017-02-05,18.0
2017-02-12,16.0
2017-02-26,25.0
2017-03-05,16.0
2017-03-12,70.0
2017-03-19,28.0
2017-04-23,26.0
2017-05-14,57.0
2017-05-21,30.0
2017-05-28,43.0
2017-06-04,25.0
2017-06-11,50.0
2017-06-18,53.0
2017-06-25,37.0
2017-07-02,18.0
2017-07-16,48.0
2017-07-30,13.0
2017-08-06,58.0
2017-08-13,42.0
2017-08-20,27.0
2017-08-27,61.0
2017-09-03,52.0
2017-09-10,41.0
2017-09-17,20.0
2017-09-24,33.0
2017-10-01,28.0
2017-10-08,30.0
2017-10-15,17.0
2017-10-29,21.0
2017-11-12,61.0
2017-12-03,17.0
2017-12-10,30.0
2017-12-17,24.0
2017-12-24,28.0
2017-12-31,31.0
2018-01-07,19.0
2018-01-14,23.0
2018-01-21,28.0
2018-01-28,20.0
2018-02-04,54.0
2018-02-11,35.0
2018-02-18,43.0
2018-03-04,22.0
2018-03-18,30.0
2018-04-01,28.0
2018-04-08,65.0
2018-04-15,60.0
2018-04-22,46.0
2018-04-29,31.0
2018-06-03,44.0
2018-06-10,18.0
2018-06-17,75.0
2018-06-24,43.0
2018-07-01,26.0
2018-07-15,19.0
2018-07-29,23.0
2018-08-05,22.0
2018-08-19,36.0
2018-08-26,46.0
2018-09-02,39.0
2018-09-09,29.0
2018-09-16,17.0
2018-09-23,27.0
2018-09-30,32.0
2018-10-07,20.0
2018-10-14,66.0
2018-10-21,22.0
2018-10-28,22.0
2018-11-04,12.0
2018-11-11,40.0
2018-11-18,39.0
2018-11-25,51.0
2018-12-02,66.0
2018-12-16,46.0
2018-12-23,48.0
2019-01-06,35.0
2019-01-13,23.0
2019-01-20,32.0
2019-02-03,54.0
2019-02-10,39.0
2019-02-17,13.0
2019-02-24,100.0
2019-03-10,15.0
2019-03-17,34.0
2019-03-24,36.0
2019-03-31,24.0
2019-04-07,14.0
2019-04-14,16.0
2019-04-21,16.0
2019-04-28,34.0
2019-05-12,30.0
2019-05-19,27.0
2019-05-26,18.0
2019-06-02,41.0
2019-06-09,44.0
2019-06-16,12.0
2019-06-23,29.0
2019-06-30,43.0
2019-07-07,79.0
2019-07-14,52.0
2019-07-21,35.0
2019-07-28,57.0
2019-08-04,23.0
2019-08-11,33.0
2019-08-18,55.0
2019-08-25,13.0
2019-09-01,54.0
2019-09-22,38.0
2019-09-29,41.0
2019-10-06,45.0
2019-10-13,18.0
2019-10-20,25.0
2019-10-27,30.0
2019-11-03,16.0
2019-11-10,61.0
2019-11-17,34.0
2019-11-24,21.0
2019-12-08,38.0
2019-12-15,40.0
2019-12-22,16.0
2019-12-29,64.0
2020-01-05,15.0
2020-01-12,19.0
2020-01-26,60.0
2020-02-02,71.0
2020-02-09,31.0
2020-02-16,44.0
2020-02-23,28.0
2020-03-01,33.0
2020-03-08,32.0
2020-03-15,80.0
2020-03-22,50.0
2020-03-29,35.0
2020-04-05,22.0
2020-04-12,21.0
2020-04-19,23.0
2020-05-03,32.0
2020-05-10,48.0
2020-05-17,37.0
2020-05-24,31.0
2020-05-31,67.0
2020-06-14,30.0
2020-06-28,37.0
2020-07-05,29.0
2020-07-19,51.0
2020-08-02,30.0
