,MVT_GT_Boston MA-Manchester NH
2017-01-08,17.0
2017-01-22,12.0
2017-02-05,29.0
2017-02-12,38.0
2017-02-19,12.0
2017-03-05,15.0
2017-03-12,28.0
2017-03-19,24.0
2017-03-26,17.0
2017-04-02,18.0
2017-04-09,23.0
2017-04-16,23.0
2017-04-23,27.0
2017-04-30,31.0
2017-05-07,31.0
2017-05-14,91.0
2017-05-21,48.0
2017-06-04,16.0
2017-06-11,25.0
2017-06-18,16.0
2017-06-25,23.0
2017-07-09,20.0
2017-07-23,17.0
2017-07-30,54.0
2017-08-06,13.0
2017-08-13,21.0
2017-08-20,29.0
2017-09-10,51.0
2017-09-17,38.0
2017-09-24,18.0
2017-10-08,19.0
2017-10-15,12.0
2017-10-22,18.0
2017-10-29,27.0
2017-11-05,26.0
2017-11-12,45.0
2017-11-19,18.0
2017-11-26,18.0
2017-12-03,26.0
2017-12-17,31.0
2017-12-24,35.0
2018-01-21,18.0
2018-01-28,24.0
2018-02-11,14.0
2018-03-04,25.0
2018-03-11,30.0
2018-03-18,17.0
2018-04-01,21.0
2018-04-15,14.0
2018-04-22,39.0
2018-04-29,15.0
2018-05-06,49.0
2018-05-13,18.0
2018-05-27,26.0
2018-06-03,17.0
2018-06-17,21.0
2018-06-24,21.0
2018-07-01,41.0
2018-07-29,20.0
2018-08-05,16.0
2018-08-12,30.0
2018-08-26,33.0
2018-09-02,29.0
2018-09-09,14.0
2018-09-16,24.0
2018-09-23,44.0
2018-10-14,50.0
2018-10-28,28.0
2018-11-04,18.0
2018-11-18,27.0
2018-12-09,37.0
2018-12-23,44.0
2019-01-06,21.0
2019-01-13,52.0
2019-01-20,14.0
2019-02-03,18.0
2019-02-10,26.0
2019-02-24,29.0
2019-03-31,59.0
2019-04-07,27.0
2019-04-21,33.0
2019-04-28,17.0
2019-05-05,16.0
2019-06-16,44.0
2019-07-14,71.0
2019-07-28,24.0
2019-08-04,22.0
2019-08-18,15.0
2019-08-25,24.0
2019-09-15,15.0
2019-09-22,30.0
2019-10-06,16.0
2019-10-13,25.0
2019-10-20,41.0
2019-10-27,20.0
2019-11-24,16.0
2019-12-01,21.0
2019-12-08,16.0
2019-12-15,30.0
2019-12-22,25.0
2020-01-05,14.0
2020-01-12,20.0
2020-01-19,21.0
2020-01-26,15.0
2020-02-16,20.0
2020-02-23,18.0
2020-03-22,13.0
2020-03-29,16.0
2020-04-12,25.0
2020-04-19,32.0
2020-04-26,31.0
2020-05-03,32.0
2020-05-17,12.0
2020-05-24,30.0
2020-05-31,18.0
2020-06-07,13.0
2020-06-14,21.0
2020-06-21,17.0
2020-06-28,38.0
2020-07-05,17.0
2020-07-12,27.0
2020-07-26,22.0
2020-08-02,38.0
2020-08-09,30.0
2020-08-23,22.0
2020-08-30,21.0
2020-09-06,18.0
2020-09-13,35.0
2020-09-20,35.0
2020-10-11,17.0
2020-10-18,35.0
2020-10-25,24.0
2020-12-06,13.0
2020-12-13,88.0
2020-12-20,17.0
2020-12-27,58.0
2021-01-03,21.0
2021-01-10,20.0
2021-01-17,21.0
2021-01-24,14.0
2021-02-14,30.0
2021-02-21,35.0
2021-02-28,27.0
2021-03-14,24.0
2021-03-21,100.0
2021-04-04,44.0
2021-05-02,26.0
2021-05-16,34.0
2021-05-23,30.0
2021-05-30,22.0
2021-06-13,30.0
2021-07-04,32.0
2021-07-11,40.0
2021-07-18,26.0
2021-07-25,32.0
2021-08-15,29.0
2021-08-29,15.0
2021-09-19,30.0
2021-09-26,22.0
2021-10-03,13.0
2021-10-17,26.0
2021-10-24,60.0
2021-11-07,25.0
2021-11-14,16.0
2021-11-21,15.0
2021-11-28,54.0
2021-12-05,13.0
2021-12-12,19.0
2021-12-19,54.0
2021-12-26,18.0
2022-01-09,58.0
2022-01-23,28.0
2022-01-30,13.0
2022-02-13,13.0
2022-02-20,35.0
2022-02-27,21.0
2022-03-06,18.0
2022-03-13,38.0
2022-03-20,25.0
2022-03-27,31.0
2022-04-10,10.0
2022-04-24,28.0
2022-05-01,9.0
2022-05-08,26.0
2022-05-22,38.0
2022-06-05,11.0
2022-06-12,25.0
2022-06-19,44.0
2022-07-03,17.0
2022-07-17,23.0
2022-07-24,55.0
2022-08-14,46.0
2022-08-21,26.0
2022-08-28,17.0
2022-09-04,20.0
2022-09-11,46.0
2022-09-25,20.0
2022-10-02,23.0
2022-10-09,32.0
2022-10-16,11.0
2022-10-23,18.0
2022-10-30,17.0
2022-11-20,33.0
2022-12-11,37.0
2022-12-18,20.0
