,MVT_GT_Minneapolis-St. Paul MN
2017-01-01,46.0
2017-01-08,29.0
2017-02-05,18.0
2017-02-26,17.0
2017-03-05,11.0
2017-03-19,55.0
2017-04-09,33.0
2017-04-30,20.0
2017-05-14,19.0
2017-06-18,12.0
2017-06-25,24.0
2017-07-02,35.0
2017-07-09,22.0
2017-07-30,32.0
2017-08-27,13.0
2017-09-17,21.0
2017-10-15,13.0
2017-10-22,14.0
2017-10-29,10.0
2017-11-12,28.0
2017-11-19,17.0
2017-11-26,15.0
2017-12-10,28.0
2017-12-24,14.0
2018-01-21,17.0
2018-02-04,13.0
2018-02-11,33.0
2018-02-25,16.0
2018-03-04,22.0
2018-03-11,47.0
2018-03-25,32.0
2018-04-15,20.0
2018-05-06,15.0
2018-05-20,39.0
2018-05-27,29.0
2018-06-03,22.0
2018-06-10,16.0
2018-06-17,16.0
2018-07-08,13.0
2018-07-15,33.0
2018-07-22,16.0
2018-07-29,37.0
2018-08-12,20.0
2018-09-23,32.0
2018-09-30,27.0
2018-10-07,25.0
2018-10-14,17.0
2018-11-04,13.0
2018-11-11,45.0
2018-11-18,53.0
2018-11-25,60.0
2018-12-09,32.0
2018-12-30,16.0
2019-01-06,16.0
2019-01-27,13.0
2019-02-03,12.0
2019-02-10,14.0
2019-02-17,11.0
2019-03-03,24.0
2019-03-10,18.0
2019-03-31,12.0
2019-04-07,14.0
2019-04-14,13.0
2019-04-21,26.0
2019-04-28,31.0
2019-05-05,32.0
2019-05-26,14.0
2019-06-02,21.0
2019-06-30,40.0
2019-07-14,21.0
2019-07-28,13.0
2019-08-04,14.0
2019-08-18,19.0
2019-09-01,40.0
2019-09-08,28.0
2019-09-15,32.0
2019-10-06,20.0
2019-10-13,23.0
2019-11-03,17.0
2019-11-10,26.0
2019-11-17,21.0
2019-12-22,19.0
2019-12-29,16.0
2020-01-05,15.0
2020-01-12,11.0
2020-01-26,40.0
2020-02-02,12.0
2020-02-09,11.0
2020-02-23,19.0
2020-03-01,15.0
2020-03-08,18.0
2020-03-15,17.0
2020-03-22,9.0
2020-03-29,18.0
2020-04-19,10.0
2020-05-03,16.0
2020-05-10,10.0
2020-05-17,14.0
2020-05-24,29.0
2020-05-31,20.0
2020-06-07,34.0
2020-06-14,23.0
2020-06-21,34.0
2020-07-05,23.0
2020-07-19,11.0
2020-07-26,19.0
2020-08-02,17.0
2020-08-16,52.0
2020-08-23,27.0
2020-08-30,20.0
2020-09-06,15.0
2020-09-13,19.0
2020-09-20,29.0
2020-09-27,17.0
2020-10-04,48.0
2020-10-11,45.0
2020-10-25,19.0
2020-11-01,11.0
2020-11-08,28.0
2020-11-22,15.0
2020-11-29,21.0
2020-12-06,16.0
2020-12-13,14.0
2021-01-10,12.0
2021-01-17,26.0
2021-01-24,21.0
2021-01-31,55.0
2021-02-07,77.0
2021-02-14,33.0
2021-02-28,26.0
2021-03-07,24.0
2021-03-14,33.0
2021-03-21,53.0
2021-03-28,13.0
2021-04-11,13.0
2021-04-25,60.0
2021-05-09,27.0
2021-05-16,26.0
2021-05-23,25.0
2021-05-30,29.0
2021-06-06,40.0
2021-06-20,17.0
2021-06-27,26.0
2021-07-25,18.0
2021-08-01,26.0
2021-08-22,33.0
2021-08-29,52.0
2021-09-05,50.0
2021-09-19,44.0
2021-09-26,33.0
2021-10-03,14.0
2021-10-10,35.0
2021-11-14,100.0
2021-11-21,37.0
2021-11-28,38.0
2021-12-05,46.0
2021-12-12,28.0
2021-12-26,14.0
2022-01-02,37.0
2022-01-09,15.0
2022-01-16,29.0
2022-01-23,31.0
2022-02-06,33.0
2022-02-13,30.0
2022-02-20,49.0
2022-02-27,29.0
2022-03-06,30.0
2022-03-13,18.0
2022-03-27,14.0
2022-04-03,17.0
2022-04-17,13.0
2022-04-24,21.0
2022-05-01,17.0
2022-05-08,17.0
2022-05-15,27.0
2022-06-12,37.0
2022-06-19,18.0
2022-06-26,12.0
2022-07-10,43.0
2022-07-17,31.0
2022-07-24,30.0
2022-07-31,22.0
2022-08-07,46.0
2022-08-14,47.0
2022-08-28,24.0
2022-09-04,14.0
2022-09-11,25.0
2022-09-18,10.0
2022-10-02,26.0
2022-10-09,30.0
2022-10-16,20.0
2022-10-23,36.0
2022-10-30,43.0
2022-11-06,18.0
2022-11-13,10.0
2022-11-20,19.0
2022-11-27,13.0
2022-12-04,47.0
2022-12-11,23.0
2022-12-25,22.0
