,MVT_GT_Nashville TN
2017-01-01,46.0
2017-01-08,47.0
2017-02-19,22.0
2017-03-05,21.0
2017-03-19,50.0
2017-03-26,21.0
2017-04-02,88.0
2017-04-23,58.0
2017-05-07,72.0
2017-05-14,25.0
2017-05-21,27.0
2017-05-28,39.0
2017-06-18,25.0
2017-06-25,52.0
2017-07-09,64.0
2017-07-23,42.0
2017-08-06,38.0
2017-08-27,20.0
2017-09-10,29.0
2017-09-24,59.0
2017-10-08,21.0
2017-10-15,42.0
2017-10-22,82.0
2017-11-05,19.0
2017-11-12,42.0
2017-12-17,48.0
2017-12-24,32.0
2017-12-31,41.0
2018-01-07,43.0
2018-02-18,55.0
2018-03-11,70.0
2018-04-01,26.0
2018-04-08,38.0
2018-04-15,20.0
2018-04-22,51.0
2018-05-27,47.0
2018-06-03,35.0
2018-06-10,27.0
2018-06-17,66.0
2018-06-24,50.0
2018-07-08,28.0
2018-07-15,39.0
2018-07-22,74.0
2018-08-05,58.0
2018-09-16,35.0
2018-09-30,35.0
2018-10-07,21.0
2018-10-14,67.0
2018-11-04,53.0
2018-11-18,43.0
2018-11-25,42.0
2018-12-02,54.0
2018-12-09,29.0
2018-12-23,53.0
2018-12-30,98.0
2019-01-06,27.0
2019-01-13,64.0
2019-01-20,31.0
2019-02-03,20.0
2019-02-10,23.0
2019-03-10,64.0
2019-03-17,21.0
2019-04-14,49.0
2019-04-21,39.0
2019-04-28,41.0
2019-05-12,32.0
2019-06-02,60.0
2019-06-23,33.0
2019-06-30,22.0
2019-07-21,46.0
2019-07-28,23.0
2019-08-04,20.0
2019-08-11,36.0
2019-08-18,22.0
2019-08-25,63.0
2019-09-22,18.0
2019-10-13,26.0
2019-10-27,26.0
2019-11-10,60.0
2019-12-01,18.0
2019-12-22,27.0
2020-01-12,57.0
2020-01-19,33.0
2020-01-26,26.0
2020-02-09,21.0
2020-02-23,16.0
2020-03-08,46.0
2020-03-22,23.0
2020-03-29,31.0
2020-05-03,27.0
2020-05-17,54.0
2020-05-31,18.0
2020-06-07,21.0
2020-06-21,36.0
2020-06-28,24.0
2020-07-05,43.0
2020-08-02,27.0
2020-08-09,32.0
2020-08-30,24.0
2020-09-13,17.0
2020-09-27,52.0
2020-10-04,19.0
2020-10-18,20.0
2020-11-01,50.0
2020-11-15,35.0
2020-11-22,27.0
2020-11-29,48.0
2020-12-20,27.0
2021-01-03,33.0
2021-01-17,21.0
2021-02-14,30.0
2021-04-04,18.0
2021-04-25,23.0
2021-05-02,24.0
2021-05-09,100.0
2021-06-06,46.0
2021-06-13,57.0
2021-06-20,26.0
2021-07-11,63.0
2021-07-18,32.0
2021-07-25,28.0
2021-08-08,55.0
2021-08-15,25.0
2021-08-22,19.0
2021-08-29,21.0
2021-09-12,25.0
2021-09-19,25.0
2021-10-10,85.0
2021-10-24,26.0
2021-10-31,31.0
2021-11-07,21.0
2021-12-05,34.0
2021-12-12,24.0
2022-02-20,17.0
2022-03-06,38.0
2022-04-17,33.0
2022-05-01,32.0
2022-05-08,25.0
2022-05-15,25.0
2022-05-22,59.0
2022-06-05,23.0
2022-06-12,25.0
2022-06-26,70.0
2022-07-10,66.0
2022-07-17,33.0
2022-07-31,45.0
2022-08-07,60.0
2022-08-21,26.0
2022-09-11,70.0
2022-10-09,25.0
2022-10-16,32.0
2022-10-30,27.0
2022-11-06,39.0
2022-11-20,31.0
2022-11-27,30.0
2022-12-11,80.0
2022-12-25,37.0
