,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,19.0
2017-01-08,28.0
2017-01-15,29.0
2017-01-22,21.0
2017-01-29,50.0
2017-02-05,22.0
2017-02-12,50.0
2017-02-19,26.0
2017-02-26,25.0
2017-03-12,43.0
2017-03-19,17.0
2017-03-26,59.0
2017-04-09,23.0
2017-04-16,21.0
2017-04-23,35.0
2017-04-30,27.0
2017-05-07,20.0
2017-05-14,60.0
2017-05-21,32.0
2017-05-28,47.0
2017-06-11,36.0
2017-06-25,31.0
2017-07-02,36.0
2017-07-16,49.0
2017-07-23,23.0
2017-08-06,46.0
2017-08-13,40.0
2017-08-20,30.0
2017-09-03,89.0
2017-09-10,36.0
2017-09-17,28.0
2017-09-24,17.0
2017-10-15,68.0
2017-10-22,42.0
2017-11-05,44.0
2017-11-12,17.0
2017-11-19,38.0
2017-12-03,26.0
2018-02-04,21.0
2018-02-11,100.0
2018-02-18,43.0
2018-02-25,42.0
2018-03-04,28.0
2018-03-11,28.0
2018-03-18,15.0
2018-04-01,73.0
2018-04-15,43.0
2018-04-22,18.0
2018-05-06,30.0
2018-05-20,20.0
2018-05-27,68.0
2018-06-03,51.0
2018-06-10,32.0
2018-07-01,30.0
2018-07-15,33.0
2018-07-22,16.0
2018-08-12,18.0
2018-08-19,25.0
2018-09-23,39.0
2018-10-07,68.0
2018-10-14,19.0
2018-10-21,15.0
2018-11-04,36.0
2019-01-20,29.0
2019-01-27,22.0
2019-02-03,25.0
2019-02-10,43.0
2019-02-17,66.0
2019-02-24,44.0
2019-03-03,46.0
2019-03-31,32.0
2019-04-07,17.0
2019-04-14,75.0
2019-04-21,65.0
2019-05-05,38.0
2019-05-12,22.0
2019-05-19,48.0
2019-05-26,60.0
2019-06-02,58.0
2019-06-09,23.0
2019-06-23,28.0
2019-06-30,30.0
2019-07-14,40.0
2019-08-11,35.0
2019-08-18,17.0
2019-08-25,74.0
2019-09-01,17.0
2019-09-15,46.0
2019-09-22,22.0
2019-09-29,36.0
2019-10-06,41.0
2019-10-13,24.0
2019-10-27,20.0
2019-11-10,40.0
2019-11-24,38.0
2019-12-01,26.0
2019-12-15,56.0
2019-12-22,38.0
2019-12-29,26.0
2020-01-05,13.0
2020-01-12,18.0
2020-01-19,23.0
2020-01-26,46.0
2020-02-02,35.0
2020-02-09,12.0
2020-02-16,18.0
2020-02-23,39.0
2020-03-01,26.0
2020-03-08,23.0
2020-03-29,17.0
2020-04-12,29.0
2020-04-19,42.0
2020-05-17,53.0
2020-05-24,39.0
2020-06-14,17.0
2020-06-28,35.0
2020-07-19,31.0
2020-07-26,18.0
2020-08-09,35.0
2020-08-23,27.0
2020-08-30,21.0
2020-09-20,30.0
2020-10-11,35.0
2020-10-18,18.0
2020-11-22,35.0
2020-11-29,50.0
2020-12-06,42.0
2020-12-20,21.0
2020-12-27,32.0
2021-01-10,35.0
2021-01-24,32.0
2021-02-07,32.0
2021-02-21,16.0
2021-03-07,32.0
2021-03-14,34.0
2021-03-21,39.0
2021-03-28,34.0
2021-04-11,67.0
2021-04-25,24.0
2021-05-09,40.0
2021-05-23,45.0
2021-05-30,18.0
2021-06-06,26.0
2021-07-04,21.0
2021-07-11,19.0
2021-07-18,77.0
2021-07-25,34.0
2021-09-05,59.0
2021-09-19,21.0
2021-10-17,32.0
2021-10-31,21.0
2021-11-07,22.0
2021-11-21,22.0
2021-12-05,23.0
2021-12-12,44.0
2021-12-19,22.0
2021-12-26,22.0
2022-01-02,26.0
2022-01-09,34.0
2022-01-23,30.0
2022-01-30,33.0
2022-02-06,20.0
2022-02-13,60.0
2022-02-27,26.0
2022-03-06,42.0
2022-03-13,25.0
2022-03-20,43.0
2022-04-03,30.0
2022-04-17,55.0
2022-05-15,47.0
2022-05-22,33.0
2022-05-29,56.0
2022-06-05,18.0
2022-06-26,90.0
2022-07-03,57.0
2022-07-17,27.0
2022-07-31,28.0
2022-08-21,16.0
2022-08-28,54.0
2022-09-04,23.0
2022-09-11,64.0
2022-09-18,29.0
2022-10-02,33.0
2022-10-09,44.0
2022-10-16,25.0
2022-10-23,81.0
2022-10-30,22.0
2022-11-06,25.0
2022-11-13,25.0
2022-11-20,63.0
2022-11-27,20.0
2022-12-04,35.0
2022-12-11,27.0
2022-12-25,24.0
