,MVT_GT_Boston MA-Manchester NH
2017-01-08,26.0
2017-02-05,42.0
2017-02-12,8.0
2017-02-19,17.0
2017-02-26,12.0
2017-03-05,22.0
2017-03-12,39.0
2017-04-09,42.0
2017-04-16,49.0
2017-04-30,9.0
2017-05-07,13.0
2017-05-14,22.0
2017-05-21,14.0
2017-06-11,14.0
2017-06-18,10.0
2017-06-25,28.0
2017-07-02,16.0
2017-07-09,26.0
2017-07-30,15.0
2017-08-06,11.0
2017-08-13,16.0
2017-08-20,14.0
2017-08-27,24.0
2017-09-03,11.0
2017-09-10,35.0
2017-10-08,27.0
2017-11-05,16.0
2017-11-12,32.0
2017-11-19,25.0
2017-11-26,13.0
2017-12-10,29.0
2017-12-31,10.0
2018-01-28,36.0
2018-02-18,14.0
2018-02-25,14.0
2018-03-04,10.0
2018-03-11,18.0
2018-04-08,10.0
2018-04-22,18.0
2018-04-29,11.0
2018-05-06,49.0
2018-05-13,11.0
2018-05-27,12.0
2018-06-03,26.0
2018-06-10,14.0
2018-06-17,11.0
2018-06-24,14.0
2018-07-29,30.0
2018-08-12,16.0
2018-08-26,15.0
2018-09-02,25.0
2018-09-16,41.0
2018-09-30,16.0
2018-10-07,18.0
2018-10-14,23.0
2018-10-28,39.0
2018-11-11,24.0
2018-11-25,10.0
2018-12-09,32.0
2018-12-23,14.0
2018-12-30,35.0
2019-01-13,19.0
2019-01-20,27.0
2019-02-10,24.0
2019-02-24,18.0
2019-03-10,13.0
2019-03-24,19.0
2019-04-07,13.0
2019-04-14,30.0
2019-04-28,13.0
2019-05-12,19.0
2019-06-02,10.0
2019-06-16,34.0
2019-07-07,26.0
2019-08-11,29.0
2019-08-18,18.0
2019-08-25,20.0
2019-09-01,10.0
2019-09-08,12.0
2019-09-29,27.0
2019-10-13,33.0
2019-10-20,10.0
2019-10-27,15.0
2019-11-03,18.0
2019-11-10,11.0
2019-11-17,17.0
2020-01-05,29.0
2020-01-19,25.0
2020-02-09,9.0
2020-02-16,14.0
2020-02-23,17.0
2020-03-01,10.0
2020-03-08,11.0
2020-03-15,17.0
2020-03-22,9.0
2020-04-12,15.0
2020-04-26,31.0
2020-05-03,15.0
2020-05-10,11.0
2020-05-17,16.0
2020-05-24,25.0
2020-06-07,8.0
2020-06-14,26.0
2020-06-21,13.0
2020-06-28,16.0
2020-07-12,54.0
2020-07-26,18.0
2020-08-02,65.0
2020-08-16,17.0
2020-08-23,37.0
2020-08-30,50.0
2020-09-13,24.0
2020-09-20,8.0
2020-09-27,14.0
2020-10-18,24.0
2020-11-01,34.0
2020-11-29,40.0
2020-12-06,10.0
2020-12-27,48.0
2021-01-17,32.0
2021-01-24,17.0
2021-02-07,11.0
2021-02-14,45.0
2021-02-21,10.0
2021-02-28,17.0
2021-03-14,29.0
2021-03-21,100.0
2021-03-28,28.0
2021-04-04,30.0
2021-04-18,21.0
2021-04-25,16.0
2021-05-02,18.0
2021-05-23,22.0
2021-05-30,23.0
2021-06-13,24.0
2021-06-27,27.0
2021-07-11,25.0
2021-07-25,19.0
2021-08-08,24.0
2021-08-15,16.0
2021-08-22,21.0
2021-09-26,59.0
2021-10-03,16.0
2021-10-17,19.0
2021-10-31,19.0
2021-11-07,25.0
2021-11-21,21.0
2021-11-28,15.0
2022-01-02,57.0
2022-01-16,13.0
2022-01-23,16.0
2022-01-30,11.0
2022-02-06,19.0
2022-02-20,27.0
2022-02-27,16.0
2022-03-13,19.0
2022-03-20,18.0
2022-03-27,26.0
2022-04-03,28.0
2022-04-10,15.0
2022-04-17,19.0
2022-04-24,23.0
2022-05-01,13.0
2022-05-08,11.0
2022-05-29,18.0
2022-06-05,18.0
2022-06-12,29.0
2022-06-19,26.0
2022-07-03,20.0
2022-07-10,22.0
2022-07-17,30.0
2022-07-24,55.0
2022-08-07,38.0
2022-08-14,24.0
2022-08-21,28.0
2022-08-28,9.0
2022-09-04,14.0
2022-09-11,39.0
2022-09-18,8.0
2022-09-25,21.0
2022-10-09,11.0
2022-10-23,19.0
2022-10-30,43.0
2022-11-13,17.0
2022-11-20,24.0
2022-11-27,14.0
2022-12-04,10.0
2022-12-11,38.0
2022-12-18,13.0
