,MVT_GT_Kansas City MO
2017-01-08,28.0
2017-01-29,17.0
2017-02-05,15.0
2017-02-26,29.0
2017-04-02,51.0
2017-04-09,24.0
2017-04-30,24.0
2017-05-21,30.0
2017-06-04,53.0
2017-07-02,36.0
2017-07-09,49.0
2017-07-16,29.0
2017-08-27,31.0
2017-09-03,23.0
2017-09-10,14.0
2017-09-17,31.0
2017-10-01,53.0
2017-10-22,22.0
2017-11-05,17.0
2017-11-12,50.0
2017-11-26,18.0
2017-12-17,24.0
2017-12-31,18.0
2018-01-07,40.0
2018-02-11,22.0
2018-02-25,22.0
2018-03-18,28.0
2018-04-08,63.0
2018-04-15,31.0
2018-05-06,37.0
2018-05-13,35.0
2018-05-20,35.0
2018-05-27,17.0
2018-06-17,31.0
2018-07-08,42.0
2018-07-15,28.0
2018-07-22,20.0
2018-07-29,49.0
2018-08-19,19.0
2018-09-30,33.0
2018-10-14,20.0
2018-11-11,29.0
2018-11-18,33.0
2018-12-09,34.0
2018-12-30,28.0
2019-01-06,18.0
2019-02-17,47.0
2019-02-24,33.0
2019-03-17,31.0
2019-04-28,17.0
2019-05-26,19.0
2019-06-02,32.0
2019-06-09,27.0
2019-06-16,23.0
2019-06-30,22.0
2019-07-07,20.0
2019-07-14,18.0
2019-07-21,45.0
2019-08-04,44.0
2019-08-18,39.0
2019-09-15,14.0
2019-09-29,18.0
2019-11-17,24.0
2019-12-29,21.0
2020-01-05,46.0
2020-01-12,54.0
2020-01-19,13.0
2020-02-02,17.0
2020-02-16,14.0
2020-03-08,13.0
2020-03-29,19.0
2020-04-19,13.0
2020-04-26,23.0
2020-05-10,53.0
2020-05-17,100.0
2020-05-24,17.0
2020-05-31,19.0
2020-06-07,13.0
2020-06-28,19.0
2020-07-12,53.0
2020-07-19,24.0
2020-07-26,23.0
2020-08-16,35.0
2020-09-06,28.0
2020-09-27,20.0
2020-10-11,36.0
2020-11-01,13.0
2020-11-22,18.0
2020-11-29,20.0
2020-12-20,29.0
2020-12-27,73.0
2021-01-10,23.0
2021-01-24,23.0
2021-03-14,17.0
2021-03-21,16.0
2021-03-28,19.0
2021-04-18,17.0
2021-04-25,29.0
2021-05-09,16.0
2021-05-30,30.0
2021-06-06,17.0
2021-06-13,57.0
2021-06-20,15.0
2021-07-11,20.0
2021-07-18,39.0
2021-08-01,20.0
2021-08-15,37.0
2021-08-22,32.0
2021-09-12,23.0
2021-09-19,28.0
2021-09-26,19.0
2021-10-03,25.0
2021-10-10,26.0
2021-10-24,22.0
2021-11-07,22.0
2021-11-28,24.0
2021-12-12,29.0
2021-12-19,26.0
2021-12-26,28.0
2022-01-16,46.0
2022-02-06,39.0
2022-02-20,15.0
2022-02-27,36.0
2022-03-20,16.0
2022-03-27,22.0
2022-04-10,11.0
2022-04-17,18.0
2022-04-24,17.0
2022-05-08,22.0
2022-05-22,15.0
2022-05-29,15.0
2022-06-05,14.0
2022-06-12,13.0
2022-07-10,16.0
2022-07-17,17.0
2022-07-24,25.0
2022-07-31,55.0
2022-08-07,47.0
2022-08-14,19.0
2022-08-28,12.0
2022-10-16,17.0
2022-11-06,13.0
2022-11-20,50.0
2022-12-04,44.0
2022-12-11,35.0
2022-12-18,18.0
2022-12-25,19.0
