,MVT_GT_Boston MA-Manchester NH
2017-01-22,21.0
2017-02-05,16.0
2017-03-05,13.0
2017-04-02,22.0
2017-04-09,15.0
2017-04-16,98.0
2017-04-23,17.0
2017-04-30,50.0
2017-05-14,29.0
2017-05-21,19.0
2017-06-04,36.0
2017-06-11,14.0
2017-06-18,18.0
2017-07-02,14.0
2017-07-16,20.0
2017-08-13,28.0
2017-08-27,18.0
2017-09-03,17.0
2017-09-10,29.0
2017-09-17,16.0
2017-09-24,19.0
2017-10-08,41.0
2017-11-19,14.0
2017-11-26,26.0
2017-12-31,13.0
2018-01-21,13.0
2018-02-18,13.0
2018-02-25,17.0
2018-03-11,23.0
2018-03-18,15.0
2018-03-25,12.0
2018-05-06,49.0
2018-05-13,29.0
2018-06-24,20.0
2018-07-22,31.0
2018-07-29,30.0
2018-08-05,41.0
2018-08-12,85.0
2018-08-26,27.0
2018-09-02,51.0
2018-09-09,12.0
2018-09-16,31.0
2018-10-07,30.0
2018-10-14,17.0
2018-10-21,38.0
2018-10-28,14.0
2018-11-04,59.0
2018-11-11,17.0
2018-11-18,19.0
2018-11-25,14.0
2018-12-09,41.0
2018-12-16,21.0
2018-12-23,22.0
2018-12-30,31.0
2019-01-06,36.0
2019-01-27,13.0
2019-02-03,19.0
2019-02-10,26.0
2019-03-03,16.0
2019-03-31,37.0
2019-04-07,37.0
2019-04-14,18.0
2019-05-19,18.0
2019-06-09,16.0
2019-07-28,35.0
2019-08-04,32.0
2019-09-01,19.0
2019-09-08,31.0
2019-09-22,17.0
2019-10-06,27.0
2019-10-13,38.0
2019-10-20,31.0
2019-11-03,32.0
2019-11-10,22.0
2019-12-08,23.0
2019-12-22,28.0
2019-12-29,41.0
2020-01-19,12.0
2020-01-26,18.0
2020-02-02,62.0
2020-02-09,25.0
2020-02-16,28.0
2020-02-23,25.0
2020-03-08,14.0
2020-03-29,23.0
2020-04-12,30.0
2020-04-26,34.0
2020-05-03,16.0
2020-05-10,25.0
2020-05-17,22.0
2020-05-31,9.0
2020-06-07,10.0
2020-06-14,13.0
2020-06-21,15.0
2020-06-28,11.0
2020-07-05,39.0
2020-07-12,24.0
2020-07-19,12.0
2020-07-26,29.0
2020-08-16,13.0
2020-08-23,20.0
2020-08-30,12.0
2020-09-06,14.0
2020-09-13,15.0
2020-09-20,35.0
2020-09-27,24.0
2020-10-11,22.0
2020-10-18,34.0
2020-11-01,20.0
2020-12-06,38.0
2020-12-20,19.0
2021-01-03,55.0
2021-01-10,24.0
2021-01-17,25.0
2021-02-14,37.0
2021-02-28,17.0
2021-03-21,100.0
2021-03-28,33.0
2021-04-04,31.0
2021-04-11,13.0
2021-04-25,16.0
2021-05-02,32.0
2021-05-16,29.0
2021-05-23,34.0
2021-05-30,15.0
2021-06-13,24.0
2021-06-27,27.0
2021-07-04,14.0
2021-07-11,36.0
2021-07-25,29.0
2021-08-08,14.0
2021-08-15,30.0
2021-08-22,23.0
2021-10-17,32.0
2021-11-07,24.0
2021-11-28,20.0
2021-12-12,18.0
2022-01-02,31.0
2022-01-09,43.0
2022-01-23,13.0
2022-01-30,23.0
2022-02-13,20.0
2022-02-20,26.0
2022-02-27,30.0
2022-03-06,10.0
2022-03-13,16.0
2022-03-20,32.0
2022-03-27,20.0
2022-04-03,11.0
2022-04-10,25.0
2022-04-17,19.0
2022-04-24,42.0
2022-05-15,22.0
2022-06-12,11.0
2022-06-19,24.0
2022-07-17,24.0
2022-07-24,53.0
2022-08-07,22.0
2022-08-14,45.0
2022-09-04,18.0
2022-10-02,13.0
2022-10-09,29.0
2022-10-16,17.0
2022-10-23,14.0
2022-10-30,14.0
2022-11-06,11.0
2022-11-13,16.0
2022-11-20,36.0
2022-11-27,20.0
2022-12-04,12.0
2022-12-11,47.0
