,MVT_GT_Atlanta GA
2017-01-01,36.0
2017-01-08,44.0
2017-01-15,19.0
2017-01-22,25.0
2017-01-29,40.0
2017-02-05,25.0
2017-02-19,21.0
2017-02-26,10.0
2017-03-05,22.0
2017-03-12,19.0
2017-03-26,18.0
2017-04-02,16.0
2017-04-09,25.0
2017-04-16,17.0
2017-04-23,23.0
2017-04-30,55.0
2017-05-07,31.0
2017-05-14,31.0
2017-05-21,42.0
2017-06-04,31.0
2017-06-11,42.0
2017-06-18,25.0
2017-07-02,19.0
2017-07-09,22.0
2017-07-16,24.0
2017-07-23,40.0
2017-08-06,20.0
2017-08-13,29.0
2017-08-20,41.0
2017-08-27,16.0
2017-09-03,35.0
2017-10-01,22.0
2017-10-08,38.0
2017-10-15,34.0
2017-10-22,36.0
2017-10-29,26.0
2017-11-05,56.0
2017-11-12,55.0
2017-11-19,28.0
2017-12-03,11.0
2017-12-10,16.0
2017-12-17,10.0
2017-12-24,39.0
2017-12-31,36.0
2018-01-07,28.0
2018-01-14,54.0
2018-01-21,25.0
2018-01-28,66.0
2018-02-04,28.0
2018-02-11,49.0
2018-02-18,30.0
2018-02-25,34.0
2018-03-04,11.0
2018-03-18,10.0
2018-03-25,16.0
2018-04-08,15.0
2018-04-15,30.0
2018-04-22,14.0
2018-04-29,37.0
2018-05-06,32.0
2018-05-13,33.0
2018-05-27,21.0
2018-06-03,16.0
2018-06-17,16.0
2018-07-01,17.0
2018-07-08,16.0
2018-07-15,38.0
2018-07-29,30.0
2018-08-12,20.0
2018-08-19,38.0
2018-09-09,17.0
2018-09-16,30.0
2018-09-30,31.0
2018-10-07,31.0
2018-10-14,57.0
2018-10-21,44.0
2018-10-28,19.0
2018-11-11,24.0
2018-11-18,12.0
2018-11-25,20.0
2018-12-02,32.0
2018-12-16,11.0
2018-12-23,23.0
2018-12-30,44.0
2019-01-06,38.0
2019-01-13,21.0
2019-01-20,27.0
2019-01-27,28.0
2019-02-03,47.0
2019-02-10,18.0
2019-02-17,70.0
2019-02-24,39.0
