,MVT_GT_Boston MA-Manchester NH
2017-01-01,15.0
2017-01-08,18.0
2017-01-15,12.0
2017-01-22,55.0
2017-02-05,33.0
2017-02-12,17.0
2017-02-19,15.0
2017-03-05,28.0
2017-04-02,19.0
2017-04-16,12.0
2017-04-23,27.0
2017-04-30,13.0
2017-05-07,24.0
2017-05-21,26.0
2017-05-28,17.0
2017-07-02,38.0
2017-07-09,23.0
2017-07-16,16.0
2017-07-23,29.0
2017-08-20,17.0
2017-08-27,26.0
2017-09-03,13.0
2017-09-10,33.0
2017-09-17,21.0
2017-10-01,36.0
2017-10-15,11.0
2017-11-05,22.0
2017-11-19,19.0
2017-11-26,27.0
2018-01-21,23.0
2018-02-04,11.0
2018-02-11,13.0
2018-02-18,23.0
2018-03-04,28.0
2018-04-01,20.0
2018-05-06,51.0
2018-05-13,33.0
2018-05-20,16.0
2018-05-27,16.0
2018-06-24,30.0
2018-07-08,44.0
2018-08-05,22.0
2018-08-19,30.0
2018-08-26,17.0
2018-09-16,25.0
2018-09-30,20.0
2018-10-07,35.0
2018-10-14,12.0
2018-10-28,73.0
2018-12-09,25.0
2018-12-16,65.0
2018-12-23,17.0
2018-12-30,12.0
2019-01-06,29.0
2019-02-10,16.0
2019-02-17,14.0
2019-02-24,36.0
2019-03-03,34.0
2019-03-17,23.0
2019-04-14,32.0
2019-04-21,34.0
2019-04-28,22.0
2019-05-05,33.0
2019-05-12,27.0
2019-05-19,12.0
2019-06-09,18.0
2019-06-16,38.0
2019-07-07,18.0
2019-07-21,14.0
2019-07-28,24.0
2019-08-11,13.0
2019-08-18,14.0
2019-09-08,22.0
2019-09-22,21.0
2019-09-29,48.0
2019-10-06,30.0
2019-10-27,28.0
2019-11-10,16.0
2019-12-01,23.0
2019-12-08,23.0
2019-12-15,32.0
2019-12-22,21.0
2020-01-05,20.0
2020-01-12,11.0
2020-01-26,11.0
2020-02-09,26.0
2020-02-16,25.0
2020-02-23,26.0
2020-03-15,24.0
2020-03-29,9.0
2020-04-05,20.0
2020-04-12,16.0
2020-04-26,28.0
2020-05-24,10.0
2020-05-31,13.0
2020-06-07,11.0
2020-06-14,30.0
2020-06-21,19.0
2020-07-12,16.0
2020-07-26,10.0
2020-08-02,23.0
2020-08-09,17.0
2020-08-16,26.0
2020-08-23,24.0
2020-08-30,22.0
2020-09-20,14.0
2020-09-27,28.0
2020-10-04,12.0
2020-10-18,43.0
2020-10-25,14.0
2020-11-08,14.0
2020-11-15,14.0
2020-11-22,15.0
2020-11-29,28.0
2020-12-06,32.0
2020-12-13,22.0
2020-12-27,34.0
2021-01-03,16.0
2021-01-10,18.0
2021-01-17,16.0
2021-01-24,38.0
2021-01-31,41.0
2021-02-07,12.0
2021-03-14,14.0
2021-03-21,100.0
2021-03-28,23.0
2021-04-18,27.0
2021-05-02,14.0
2021-05-09,14.0
2021-05-16,38.0
2021-05-23,44.0
2021-05-30,32.0
2021-06-20,13.0
2021-06-27,19.0
2021-07-04,38.0
2021-07-11,36.0
2021-08-08,19.0
2021-08-15,42.0
2021-08-22,36.0
2021-09-26,15.0
2021-10-03,19.0
2021-10-17,12.0
2021-10-31,22.0
2021-11-07,21.0
2021-11-14,20.0
2021-11-21,12.0
2021-11-28,53.0
2022-01-02,32.0
2022-01-09,46.0
2022-01-16,19.0
2022-01-30,30.0
2022-02-13,12.0
2022-02-20,23.0
2022-02-27,14.0
2022-03-06,14.0
2022-03-13,50.0
2022-03-20,21.0
2022-03-27,12.0
2022-04-03,10.0
2022-04-10,15.0
2022-04-24,18.0
2022-05-01,8.0
2022-05-08,16.0
2022-05-15,11.0
2022-05-22,15.0
2022-05-29,11.0
2022-06-05,13.0
2022-06-12,23.0
2022-07-10,26.0
2022-07-17,27.0
2022-07-24,51.0
2022-08-07,14.0
2022-08-14,33.0
2022-08-21,41.0
2022-09-04,13.0
2022-09-11,15.0
2022-09-25,14.0
2022-10-02,11.0
2022-10-09,21.0
2022-10-16,15.0
2022-10-23,10.0
2022-10-30,9.0
2022-11-13,12.0
2022-11-20,10.0
2022-11-27,10.0
2022-12-04,18.0
2022-12-11,31.0
2022-12-18,23.0
2022-12-25,20.0
