,MVT_GT_Oklahoma City OK
2017-01-22,27.0
2017-02-19,49.0
2017-04-02,18.0
2017-05-28,59.0
2017-07-09,58.0
2017-08-06,20.0
2017-08-13,41.0
2017-08-27,39.0
2017-09-10,41.0
2017-10-08,53.0
2017-10-15,19.0
2017-11-12,27.0
2017-11-26,22.0
2017-12-10,17.0
2018-01-14,37.0
2018-01-21,100.0
2018-03-04,22.0
2018-03-25,55.0
2018-04-08,23.0
2018-04-15,31.0
2018-04-22,18.0
2018-05-20,56.0
2018-05-27,70.0
2018-06-17,52.0
2018-06-24,42.0
2018-07-08,34.0
2018-08-05,17.0
2018-08-12,38.0
2018-08-19,23.0
2018-09-02,25.0
2018-11-25,28.0
2018-12-23,28.0
2019-01-06,17.0
2019-01-13,65.0
2019-02-10,29.0
2019-03-31,26.0
2019-04-07,35.0
2019-04-28,27.0
2019-05-12,19.0
2019-06-16,49.0
2019-07-14,32.0
2019-07-21,25.0
2019-07-28,96.0
2019-09-01,16.0
2019-10-13,24.0
2019-12-01,34.0
2019-12-08,37.0
2019-12-22,22.0
2020-02-09,17.0
2020-02-16,76.0
2020-03-08,41.0
2020-03-15,19.0
2020-03-29,20.0
2020-05-03,15.0
2020-06-07,23.0
2020-06-21,18.0
2020-07-19,42.0
2020-08-02,27.0
2020-08-09,24.0
2020-08-16,19.0
2020-08-23,39.0
2020-08-30,35.0
2020-09-27,65.0
2020-10-04,17.0
2020-10-18,21.0
2020-11-15,35.0
2020-11-29,37.0
2021-01-03,59.0
2021-01-10,19.0
2021-01-24,55.0
2021-01-31,27.0
2021-02-14,16.0
2021-04-11,24.0
2021-05-23,66.0
2021-06-20,55.0
2021-07-18,22.0
2021-08-01,38.0
2021-08-08,17.0
2021-08-15,18.0
2021-09-12,18.0
2021-09-19,23.0
2021-10-24,22.0
2021-10-31,27.0
2021-11-28,41.0
2021-12-05,19.0
2021-12-26,29.0
2022-01-30,19.0
2022-02-13,22.0
2022-02-27,16.0
2022-03-20,21.0
2022-04-03,13.0
2022-05-08,31.0
2022-06-12,46.0
2022-07-03,16.0
2022-07-24,24.0
2022-07-31,23.0
2022-08-28,18.0
2022-09-18,23.0
2022-10-02,49.0
2022-11-06,43.0
2022-11-20,14.0
2022-11-27,22.0
2022-12-04,22.0
2022-12-11,42.0
2022-12-18,32.0
2022-12-25,18.0
