,MVT_GT_Minneapolis-St. Paul MN
2017-01-01,19.0
2017-01-08,25.0
2017-01-15,14.0
2017-01-29,12.0
2017-02-12,30.0
2017-03-05,35.0
2017-03-19,12.0
2017-03-26,15.0
2017-04-09,30.0
2017-04-30,27.0
2017-05-14,14.0
2017-05-28,15.0
2017-06-04,17.0
2017-06-18,29.0
2017-07-02,30.0
2017-07-09,25.0
2017-07-16,20.0
2017-08-27,18.0
2017-10-01,15.0
2017-10-08,15.0
2017-10-22,12.0
2017-11-05,13.0
2017-11-12,21.0
2017-11-26,20.0
2017-12-10,13.0
2018-01-14,12.0
2018-01-28,19.0
2018-02-11,16.0
2018-02-18,57.0
2018-02-25,12.0
2018-03-04,15.0
2018-03-11,18.0
2018-03-18,17.0
2018-03-25,17.0
2018-04-01,15.0
2018-05-06,27.0
2018-05-27,23.0
2018-06-03,50.0
2018-06-17,27.0
2018-06-24,18.0
2018-07-22,27.0
2018-08-05,18.0
2018-08-12,64.0
2018-08-19,21.0
2018-09-02,24.0
2018-09-23,28.0
2018-10-07,18.0
2018-10-14,13.0
2018-10-21,33.0
2018-12-09,22.0
2018-12-30,11.0
2019-01-27,16.0
2019-02-03,12.0
2019-02-10,41.0
2019-02-17,23.0
2019-03-03,24.0
2019-04-07,14.0
2019-04-21,14.0
2019-04-28,16.0
2019-05-05,58.0
2019-05-19,15.0
2019-05-26,25.0
2019-06-09,11.0
2019-06-16,14.0
2019-06-23,16.0
2019-06-30,26.0
2019-07-07,30.0
2019-07-21,20.0
2019-07-28,12.0
2019-08-11,17.0
2019-09-08,24.0
2019-09-15,28.0
2019-10-06,10.0
2019-10-13,19.0
2019-11-03,24.0
2019-11-10,19.0
2019-11-17,32.0
2019-12-01,20.0
2019-12-08,16.0
2019-12-15,25.0
2019-12-22,16.0
2020-01-05,17.0
2020-01-19,9.0
2020-01-26,27.0
2020-02-23,28.0
2020-03-01,21.0
2020-03-08,42.0
2020-03-22,27.0
2020-03-29,10.0
2020-04-05,11.0
2020-04-19,9.0
2020-04-26,15.0
2020-05-03,15.0
2020-05-10,12.0
2020-05-17,15.0
2020-05-24,27.0
2020-05-31,14.0
2020-06-07,24.0
2020-06-14,33.0
2020-06-28,11.0
2020-07-05,13.0
2020-07-12,23.0
2020-07-26,21.0
2020-08-02,49.0
2020-08-09,13.0
2020-08-23,21.0
2020-09-06,17.0
2020-09-13,27.0
2020-09-20,22.0
2020-09-27,16.0
2020-10-04,32.0
2020-10-18,21.0
2020-10-25,29.0
2020-11-01,9.0
2020-11-08,12.0
2020-11-29,30.0
2020-12-06,28.0
2020-12-13,14.0
2020-12-27,29.0
2021-01-10,29.0
2021-01-17,10.0
2021-01-24,18.0
2021-02-07,26.0
2021-02-14,25.0
2021-02-28,27.0
2021-03-14,33.0
2021-03-21,17.0
2021-04-04,25.0
2021-04-25,43.0
2021-05-02,19.0
2021-05-23,26.0
2021-05-30,15.0
2021-06-06,29.0
2021-06-20,56.0
2021-06-27,23.0
2021-07-25,11.0
2021-08-01,19.0
2021-08-08,19.0
2021-08-15,17.0
2021-08-29,36.0
2021-09-05,48.0
2021-09-19,46.0
2021-09-26,14.0
2021-10-03,16.0
2021-10-10,100.0
2021-10-31,49.0
2021-11-14,74.0
2021-11-21,23.0
2021-11-28,45.0
2021-12-05,54.0
2021-12-12,14.0
2021-12-26,17.0
2022-01-02,38.0
2022-01-09,17.0
2022-01-16,27.0
2022-01-30,13.0
2022-02-06,53.0
2022-02-13,26.0
2022-02-20,47.0
2022-02-27,34.0
2022-03-06,22.0
2022-03-13,11.0
2022-03-20,14.0
2022-04-03,12.0
2022-04-10,17.0
2022-04-17,28.0
2022-04-24,14.0
2022-05-08,19.0
2022-05-15,24.0
2022-05-22,20.0
2022-06-12,35.0
2022-06-26,15.0
2022-07-03,18.0
2022-07-10,41.0
2022-07-17,32.0
2022-07-24,19.0
2022-07-31,27.0
2022-08-07,51.0
2022-08-14,16.0
2022-08-21,41.0
2022-08-28,22.0
2022-09-04,18.0
2022-09-11,24.0
2022-09-18,16.0
2022-09-25,46.0
2022-10-02,13.0
2022-10-09,35.0
2022-10-16,37.0
2022-10-23,47.0
2022-10-30,31.0
2022-11-06,15.0
2022-11-13,21.0
2022-11-20,10.0
2022-11-27,28.0
2022-12-04,41.0
2022-12-11,23.0
2022-12-18,28.0
2022-12-25,39.0
