,MVT_GT_Denver CO
2017-01-01,23.0
2017-01-08,26.0
2017-01-22,76.0
2017-01-29,43.0
2017-02-12,21.0
2017-02-19,36.0
2017-02-26,41.0
2017-03-05,43.0
2017-03-12,24.0
2017-04-16,38.0
2017-04-30,35.0
2017-05-07,59.0
2017-05-14,30.0
2017-05-21,23.0
2017-05-28,35.0
2017-06-11,42.0
2017-07-02,53.0
2017-07-23,20.0
2017-07-30,25.0
2017-08-06,16.0
2017-08-13,16.0
2017-08-27,53.0
2017-09-03,29.0
2017-09-24,23.0
2017-10-01,17.0
2017-10-08,18.0
2017-10-22,32.0
2017-10-29,27.0
2017-11-05,57.0
2017-11-12,31.0
2017-12-03,37.0
2017-12-10,36.0
2017-12-31,22.0
2018-01-07,37.0
2018-01-21,29.0
2018-01-28,43.0
2018-02-18,59.0
2018-02-25,17.0
2018-04-01,18.0
2018-04-08,34.0
2018-04-15,17.0
2018-04-22,37.0
2018-04-29,28.0
2018-05-06,27.0
2018-05-13,43.0
2018-05-20,40.0
2018-05-27,36.0
2018-06-10,27.0
2018-07-01,32.0
2018-07-15,39.0
2018-07-22,74.0
2018-08-05,59.0
2018-08-26,25.0
2018-09-16,20.0
2018-09-23,55.0
2018-10-07,40.0
2018-10-14,26.0
2018-10-21,52.0
2018-10-28,24.0
2018-11-04,16.0
2018-11-11,39.0
2018-11-25,31.0
2018-12-02,20.0
2018-12-09,28.0
2018-12-16,18.0
2018-12-30,33.0
2019-01-06,29.0
2019-01-20,26.0
2019-01-27,15.0
2019-02-03,33.0
2019-02-10,17.0
2019-02-17,19.0
2019-02-24,45.0
2019-03-03,15.0
2019-03-10,61.0
2019-03-17,64.0
2019-03-31,22.0
2019-04-07,16.0
2019-04-28,31.0
2019-05-05,22.0
2019-05-12,24.0
2019-05-19,51.0
2019-05-26,17.0
2019-06-09,51.0
2019-06-16,24.0
2019-06-30,55.0
2019-07-14,39.0
2019-07-21,33.0
2019-07-28,30.0
2019-08-04,23.0
2019-08-11,16.0
2019-09-08,28.0
2019-09-22,67.0
2019-09-29,16.0
2019-10-06,19.0
2019-10-13,18.0
2019-10-27,18.0
2019-11-10,28.0
2019-11-17,28.0
2019-12-01,38.0
2019-12-08,21.0
2019-12-15,32.0
2019-12-22,55.0
2020-01-05,64.0
2020-01-12,15.0
2020-01-26,38.0
2020-02-02,42.0
2020-02-09,16.0
2020-02-16,54.0
2020-02-23,30.0
2020-03-01,37.0
2020-03-15,27.0
2020-03-22,16.0
2020-03-29,26.0
2020-04-05,40.0
2020-04-19,17.0
2020-04-26,48.0
2020-05-03,21.0
2020-05-10,50.0
2020-05-17,17.0
2020-05-24,29.0
2020-05-31,34.0
2020-06-07,46.0
2020-06-14,38.0
2020-06-28,53.0
2020-07-05,50.0
2020-07-12,41.0
2020-07-19,22.0
2020-07-26,37.0
2020-08-02,37.0
2020-08-09,28.0
2020-08-16,21.0
2020-09-06,36.0
2020-09-13,48.0
2020-09-27,23.0
2020-10-11,16.0
2020-10-25,74.0
2020-11-08,57.0
2020-11-15,38.0
2020-11-22,55.0
2020-11-29,21.0
2020-12-06,56.0
2020-12-13,67.0
2020-12-27,58.0
2021-01-03,52.0
2021-01-10,43.0
2021-01-17,70.0
2021-01-31,46.0
2021-02-07,18.0
2021-02-14,25.0
2021-02-28,25.0
2021-03-07,38.0
2021-03-14,19.0
2021-03-21,40.0
2021-03-28,21.0
2021-04-11,45.0
2021-04-18,58.0
2021-04-25,48.0
2021-05-02,23.0
2021-05-09,64.0
2021-05-16,19.0
2021-05-23,20.0
2021-05-30,50.0
2021-06-06,23.0
2021-06-13,44.0
2021-06-20,23.0
2021-06-27,100.0
2021-07-04,61.0
2021-07-11,38.0
2021-07-18,76.0
2021-07-25,44.0
2021-08-01,84.0
2021-08-08,57.0
2021-08-22,30.0
2021-09-05,30.0
2021-09-12,35.0
2021-09-26,21.0
2021-10-03,71.0
2021-10-10,51.0
2021-10-31,22.0
2021-11-07,70.0
2021-11-14,33.0
2021-11-21,64.0
2021-11-28,38.0
2021-12-19,75.0
2021-12-26,65.0
2022-01-02,55.0
2022-01-09,45.0
2022-01-23,78.0
2022-01-30,44.0
2022-02-06,45.0
2022-02-13,32.0
2022-02-20,40.0
2022-02-27,60.0
2022-03-06,28.0
2022-03-13,69.0
2022-03-20,39.0
2022-03-27,34.0
2022-04-10,72.0
2022-04-17,36.0
2022-04-24,32.0
2022-05-01,55.0
2022-05-08,52.0
2022-05-15,47.0
2022-05-22,61.0
2022-05-29,35.0
2022-06-05,48.0
2022-06-12,50.0
2022-06-26,45.0
2022-07-03,49.0
2022-07-10,25.0
2022-07-17,52.0
2022-07-24,84.0
2022-07-31,25.0
2022-08-07,41.0
2022-08-14,58.0
2022-08-21,18.0
2022-08-28,31.0
2022-09-04,74.0
2022-09-11,44.0
2022-09-18,29.0
2022-09-25,71.0
2022-10-02,47.0
2022-10-09,39.0
2022-10-16,43.0
2022-10-23,54.0
2022-10-30,66.0
2022-11-06,28.0
2022-11-13,36.0
2022-11-20,56.0
2022-11-27,44.0
2022-12-04,37.0
2022-12-11,46.0
2022-12-18,49.0
2022-12-25,29.0
