,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,20.0
2017-01-08,32.0
2017-01-15,36.0
2017-01-29,82.0
2017-02-05,16.0
2017-02-26,20.0
2017-03-12,49.0
2017-03-19,31.0
2017-03-26,46.0
2017-04-02,20.0
2017-04-16,20.0
2017-04-30,20.0
2017-05-21,39.0
2017-06-11,24.0
2017-06-18,37.0
2017-06-25,30.0
2017-07-02,21.0
2017-07-23,79.0
2017-09-10,39.0
2017-09-24,31.0
2017-10-08,29.0
2017-10-15,72.0
2017-10-22,85.0
2017-10-29,47.0
2017-11-05,32.0
2017-11-12,93.0
2017-12-03,24.0
2017-12-24,25.0
2018-01-07,20.0
2018-01-21,23.0
2018-01-28,73.0
2018-02-11,34.0
2018-02-18,53.0
2018-02-25,34.0
2018-03-25,34.0
2018-04-01,46.0
2018-04-15,81.0
2018-04-22,47.0
2018-04-29,23.0
2018-05-20,89.0
2018-06-03,45.0
2018-06-10,19.0
2018-07-15,70.0
2018-08-12,54.0
2018-08-19,38.0
2018-08-26,22.0
2018-09-16,100.0
2018-09-30,23.0
2018-10-07,79.0
2018-10-14,55.0
2018-10-28,28.0
2018-11-04,26.0
2018-11-11,31.0
2018-11-18,21.0
2018-11-25,30.0
2019-01-06,58.0
2019-01-13,30.0
2019-01-20,17.0
2019-01-27,34.0
2019-02-10,36.0
2019-02-17,60.0
2019-02-24,31.0
2019-03-03,21.0
2019-03-17,40.0
2019-03-24,66.0
2019-03-31,44.0
2019-04-07,19.0
2019-04-21,42.0
2019-04-28,36.0
2019-05-05,46.0
2019-05-12,20.0
2019-05-19,85.0
2019-05-26,29.0
2019-06-09,78.0
2019-06-30,22.0
2019-07-14,28.0
2019-07-28,46.0
2019-08-11,30.0
2019-08-18,20.0
2019-08-25,44.0
2019-09-08,48.0
2019-09-22,53.0
2019-09-29,53.0
2019-10-20,37.0
2019-10-27,23.0
2019-11-03,29.0
2019-11-10,20.0
2019-11-24,92.0
2019-12-08,27.0
2019-12-15,91.0
2019-12-22,26.0
2019-12-29,47.0
2020-01-12,23.0
2020-01-19,22.0
2020-02-02,20.0
2020-02-09,14.0
2020-02-23,33.0
2020-03-01,20.0
2020-03-29,19.0
2020-04-05,22.0
2020-04-12,22.0
2020-04-19,29.0
2020-04-26,48.0
2020-05-03,24.0
2020-05-17,45.0
2020-05-24,15.0
2020-06-07,22.0
2020-06-14,47.0
2020-06-28,48.0
2020-07-19,63.0
2020-07-26,57.0
2020-08-02,25.0
2020-08-09,29.0
2020-08-23,21.0
2020-08-30,26.0
2020-09-13,16.0
2020-10-18,27.0
2020-10-25,15.0
2020-11-01,19.0
2020-11-15,42.0
2020-11-22,64.0
2020-12-13,44.0
2021-01-17,33.0
2021-01-24,34.0
2021-01-31,46.0
2021-02-07,43.0
2021-02-21,81.0
2021-02-28,33.0
2021-03-14,14.0
2021-03-21,33.0
2021-04-11,34.0
2021-04-18,46.0
2021-05-09,34.0
2021-05-16,26.0
2021-05-23,73.0
2021-05-30,28.0
2021-06-06,34.0
2021-06-20,52.0
2021-06-27,22.0
2021-07-04,26.0
2021-07-11,57.0
2021-07-18,20.0
2021-07-25,27.0
2021-08-01,17.0
2021-09-05,39.0
2021-09-26,24.0
2021-10-03,32.0
2021-10-10,24.0
2021-10-24,20.0
2021-10-31,71.0
2021-11-07,91.0
2021-11-28,24.0
2022-01-09,28.0
2022-01-23,56.0
2022-02-13,25.0
2022-02-27,24.0
2022-03-06,28.0
2022-03-13,28.0
2022-03-20,27.0
2022-04-03,37.0
2022-04-17,37.0
2022-04-24,18.0
2022-05-15,50.0
2022-05-22,45.0
2022-05-29,41.0
2022-06-05,30.0
2022-06-12,24.0
2022-06-26,27.0
2022-07-03,39.0
2022-07-10,77.0
2022-07-17,20.0
2022-07-31,28.0
2022-08-07,40.0
2022-08-21,24.0
2022-08-28,18.0
2022-09-11,24.0
2022-09-25,16.0
2022-10-02,36.0
2022-10-09,40.0
2022-10-16,23.0
2022-10-23,28.0
2022-10-30,25.0
2022-11-06,21.0
2022-11-13,29.0
2022-11-20,62.0
2022-12-04,22.0
2022-12-25,18.0
