,MVT_GT_Boston MA-Manchester NH
2017-01-15,12.0
2017-01-22,34.0
2017-02-05,30.0
2017-02-12,12.0
2017-02-19,11.0
2017-02-26,9.0
2017-03-05,14.0
2017-03-12,12.0
2017-03-19,12.0
2017-04-02,19.0
2017-04-09,13.0
2017-04-16,22.0
2017-04-23,21.0
2017-04-30,28.0
2017-05-07,33.0
2017-05-14,14.0
2017-05-28,32.0
2017-06-11,32.0
2017-06-18,37.0
2017-06-25,14.0
2017-07-02,17.0
2017-07-09,34.0
2017-07-16,17.0
2017-07-30,20.0
2017-08-06,13.0
2017-08-20,21.0
2017-08-27,20.0
2017-09-03,12.0
2017-09-10,28.0
2017-11-05,32.0
2017-11-12,34.0
2017-11-19,15.0
2017-11-26,19.0
2017-12-10,16.0
2018-02-11,17.0
2018-02-18,20.0
2018-02-25,19.0
2018-03-04,16.0
2018-03-11,37.0
2018-03-25,22.0
2018-04-01,16.0
2018-04-08,34.0
2018-04-22,35.0
2018-05-06,31.0
2018-05-13,18.0
2018-06-17,14.0
2018-06-24,14.0
2018-07-01,28.0
2018-07-08,20.0
2018-07-15,13.0
2018-07-22,23.0
2018-07-29,59.0
2018-08-12,17.0
2018-08-19,23.0
2018-08-26,16.0
2018-09-02,20.0
2018-09-09,31.0
2018-09-16,35.0
2018-09-23,17.0
2018-09-30,19.0
2018-10-14,32.0
2018-10-28,26.0
2018-12-02,14.0
2018-12-09,23.0
2018-12-23,13.0
2018-12-30,36.0
2019-01-06,23.0
2019-01-13,18.0
2019-01-20,21.0
2019-01-27,21.0
2019-02-10,39.0
2019-02-17,10.0
2019-02-24,23.0
2019-03-03,19.0
2019-03-10,16.0
2019-03-31,11.0
2019-04-07,32.0
2019-04-21,15.0
2019-05-12,28.0
2019-06-16,18.0
2019-06-23,19.0
2019-07-28,32.0
2019-08-04,27.0
2019-08-11,38.0
2019-08-18,18.0
2019-08-25,16.0
2019-09-01,28.0
2019-09-29,30.0
2019-10-06,10.0
2019-10-13,41.0
2019-10-20,24.0
2019-10-27,24.0
2019-11-03,28.0
2019-12-01,50.0
2019-12-08,21.0
2019-12-15,20.0
2019-12-22,22.0
2020-01-05,19.0
2020-01-12,15.0
2020-01-19,12.0
2020-01-26,12.0
2020-02-02,12.0
2020-02-09,35.0
2020-02-16,19.0
2020-02-23,14.0
2020-03-08,15.0
2020-03-29,22.0
2020-04-12,28.0
2020-04-26,22.0
2020-05-03,33.0
2020-05-10,13.0
2020-05-17,14.0
2020-05-24,12.0
2020-05-31,25.0
2020-06-14,23.0
2020-06-21,43.0
2020-06-28,15.0
2020-07-05,13.0
2020-07-12,45.0
2020-07-26,18.0
2020-08-02,51.0
2020-08-09,21.0
2020-08-16,18.0
2020-08-23,30.0
2020-08-30,21.0
2020-09-20,10.0
2020-09-27,19.0
2020-10-04,15.0
2020-10-11,16.0
2020-10-18,19.0
2020-10-25,19.0
2020-11-08,19.0
2020-11-29,17.0
2020-12-06,30.0
2020-12-13,30.0
2021-01-03,42.0
2021-02-14,49.0
2021-02-28,20.0
2021-03-14,18.0
2021-03-21,100.0
2021-03-28,26.0
2021-04-04,22.0
2021-04-11,34.0
2021-04-18,16.0
2021-04-25,30.0
2021-05-02,26.0
2021-05-16,52.0
2021-05-23,12.0
2021-06-27,27.0
2021-07-04,26.0
2021-07-11,21.0
2021-07-18,14.0
2021-07-25,34.0
2021-08-08,14.0
2021-08-15,11.0
2021-09-05,21.0
2021-09-12,22.0
2021-09-26,34.0
2021-10-10,15.0
2021-11-21,12.0
2021-11-28,37.0
2021-12-12,32.0
2021-12-19,12.0
2021-12-26,38.0
2022-02-06,16.0
2022-02-20,47.0
2022-02-27,17.0
2022-03-13,22.0
2022-03-20,24.0
2022-04-10,18.0
2022-04-24,24.0
2022-05-01,19.0
2022-05-08,9.0
2022-05-15,13.0
2022-05-22,19.0
2022-05-29,10.0
2022-06-05,29.0
2022-06-12,35.0
2022-06-19,20.0
2022-06-26,12.0
2022-07-03,16.0
2022-07-10,16.0
2022-07-17,41.0
2022-07-24,23.0
2022-07-31,11.0
2022-08-07,17.0
2022-08-21,45.0
2022-08-28,18.0
2022-09-11,42.0
2022-09-18,12.0
2022-10-02,76.0
2022-10-09,17.0
2022-10-16,18.0
2022-10-23,50.0
2022-10-30,13.0
2022-11-13,12.0
2022-12-04,9.0
2022-12-11,20.0
2022-12-25,36.0
