,MVT_GT_Seattle-Tacoma WA
2017-01-01,17.0
2017-01-08,12.0
2017-01-15,31.0
2017-02-05,28.0
2017-02-12,11.0
2017-02-19,22.0
2017-02-26,42.0
2017-03-05,33.0
2017-03-12,13.0
2017-03-19,34.0
2017-03-26,30.0
2017-04-02,26.0
2017-04-09,27.0
2017-04-23,40.0
2017-04-30,21.0
2017-05-07,33.0
2017-05-14,34.0
2017-05-28,27.0
2017-06-18,15.0
2017-06-25,22.0
2017-07-02,42.0
2017-07-16,22.0
2017-07-30,16.0
2017-08-13,43.0
2017-08-27,10.0
2017-09-10,27.0
2017-09-17,28.0
2017-09-24,27.0
2017-10-08,14.0
2017-10-15,22.0
2017-10-29,17.0
2017-11-05,29.0
2017-11-12,13.0
2017-11-19,32.0
2017-11-26,28.0
2017-12-03,17.0
2017-12-10,19.0
2017-12-17,14.0
2017-12-24,17.0
2017-12-31,9.0
2018-01-07,21.0
2018-01-14,18.0
2018-01-21,37.0
2018-02-11,14.0
2018-02-18,23.0
2018-02-25,20.0
2018-03-04,25.0
2018-03-11,23.0
2018-03-18,14.0
2018-03-25,10.0
2018-04-01,30.0
2018-04-08,14.0
2018-04-15,35.0
2018-05-06,17.0
2018-05-13,15.0
2018-05-27,15.0
2018-06-03,9.0
2018-06-10,34.0
2018-06-17,34.0
2018-06-24,19.0
2018-07-01,27.0
2018-07-08,21.0
2018-07-15,30.0
2018-07-22,24.0
2018-07-29,18.0
2018-08-05,24.0
2018-08-12,11.0
2018-08-19,11.0
2018-09-09,18.0
2018-10-07,26.0
2018-10-14,37.0
2018-11-04,23.0
2018-12-09,45.0
2018-12-23,19.0
2018-12-30,31.0
2019-01-13,50.0
2019-01-20,33.0
2019-01-27,14.0
2019-02-10,12.0
2019-02-17,40.0
2019-02-24,19.0
2019-03-03,26.0
2019-03-17,31.0
2019-03-24,13.0
2019-03-31,32.0
2019-04-07,14.0
2019-04-14,36.0
2019-04-21,32.0
2019-04-28,39.0
2019-05-05,27.0
2019-05-19,12.0
2019-05-26,28.0
2019-06-09,33.0
2019-06-16,12.0
2019-06-23,39.0
2019-06-30,12.0
2019-07-07,24.0
2019-07-14,17.0
2019-07-21,34.0
2019-07-28,16.0
2019-08-04,19.0
2019-08-11,29.0
2019-08-18,21.0
2019-08-25,22.0
2019-09-01,12.0
2019-09-08,16.0
2019-09-15,37.0
2019-09-29,18.0
2019-10-06,26.0
2019-10-13,10.0
2019-10-20,22.0
2019-10-27,23.0
2019-11-03,61.0
2019-11-10,44.0
2019-11-17,8.0
2019-11-24,23.0
2019-12-22,41.0
2019-12-29,13.0
2020-01-05,26.0
2020-01-12,23.0
2020-01-26,37.0
2020-02-02,11.0
2020-02-23,17.0
2020-03-01,19.0
2020-03-08,9.0
2020-03-15,10.0
2020-03-22,11.0
2020-03-29,11.0
2020-04-12,10.0
2020-04-19,14.0
2020-04-26,21.0
2020-05-03,22.0
2020-05-10,14.0
2020-05-17,17.0
2020-05-31,12.0
2020-06-07,9.0
2020-06-14,29.0
2020-06-21,32.0
2020-06-28,9.0
2020-07-05,14.0
2020-07-12,15.0
2020-07-19,27.0
2020-07-26,10.0
2020-08-16,31.0
2020-08-23,21.0
2020-09-06,25.0
2020-09-13,12.0
2020-09-20,15.0
2020-10-04,56.0
2020-10-11,22.0
2020-10-18,22.0
2020-10-25,24.0
2020-11-01,24.0
2020-11-08,14.0
2020-11-15,35.0
2020-11-22,35.0
2020-11-29,28.0
2020-12-06,29.0
2020-12-13,23.0
2020-12-20,21.0
2021-01-17,9.0
2021-01-24,13.0
2021-01-31,14.0
2021-02-07,27.0
2021-02-14,45.0
2021-02-21,35.0
2021-02-28,13.0
2021-03-07,28.0
2021-03-14,31.0
2021-03-21,10.0
2021-03-28,11.0
2021-04-04,34.0
2021-04-11,15.0
2021-04-25,11.0
2021-05-02,40.0
2021-05-23,49.0
2021-05-30,19.0
2021-06-06,13.0
2021-06-13,10.0
2021-06-20,12.0
2021-07-04,22.0
2021-07-11,16.0
2021-07-18,17.0
2021-07-25,33.0
2021-08-08,10.0
2021-08-15,24.0
2021-08-22,10.0
2021-08-29,22.0
2021-09-05,23.0
2021-09-12,40.0
2021-09-19,18.0
2021-10-03,29.0
2021-10-10,100.0
2021-10-17,23.0
2021-10-31,11.0
2021-11-07,39.0
2021-11-14,41.0
2021-11-21,28.0
2021-11-28,15.0
2021-12-05,25.0
2021-12-12,18.0
2021-12-19,26.0
2021-12-26,13.0
2022-01-02,26.0
2022-01-16,33.0
2022-01-23,42.0
2022-01-30,29.0
2022-02-06,34.0
2022-02-13,35.0
2022-02-20,41.0
2022-02-27,29.0
2022-03-06,38.0
2022-03-13,30.0
2022-03-20,33.0
2022-03-27,16.0
2022-04-10,25.0
2022-04-17,31.0
2022-04-24,16.0
2022-05-01,17.0
2022-05-08,17.0
2022-05-15,10.0
2022-05-22,25.0
2022-05-29,40.0
2022-06-05,30.0
2022-06-19,52.0
2022-06-26,53.0
2022-07-03,19.0
2022-07-10,25.0
2022-07-17,48.0
2022-07-24,54.0
2022-07-31,42.0
2022-08-07,38.0
2022-08-14,24.0
2022-08-21,33.0
2022-08-28,26.0
2022-09-04,19.0
2022-09-11,49.0
2022-09-18,13.0
2022-09-25,41.0
2022-10-02,23.0
2022-10-09,26.0
2022-10-16,49.0
2022-10-23,35.0
2022-10-30,31.0
2022-11-06,27.0
2022-11-13,16.0
2022-11-20,48.0
2022-11-27,49.0
2022-12-04,68.0
2022-12-11,23.0
2022-12-18,22.0
2022-12-25,22.0
