,MVT_GT_Houston TX
2017-01-01,17.0
2017-01-08,58.0
2017-01-15,13.0
2017-01-22,18.0
2017-01-29,45.0
2017-02-12,44.0
2017-02-19,35.0
2017-02-26,37.0
2017-03-05,18.0
2017-03-12,30.0
2017-03-26,44.0
2017-04-09,40.0
2017-04-16,28.0
2017-04-23,41.0
2017-04-30,38.0
2017-05-07,45.0
2017-05-14,59.0
2017-05-21,35.0
2017-05-28,21.0
2017-06-04,19.0
2017-06-18,12.0
2017-06-25,40.0
2017-07-02,70.0
2017-07-16,31.0
2017-07-30,22.0
2017-08-06,62.0
2017-08-13,59.0
2017-08-27,81.0
2017-09-03,16.0
2017-09-10,27.0
2017-09-17,26.0
2017-09-24,28.0
2017-10-08,48.0
2017-10-15,40.0
2017-10-29,17.0
2017-11-05,25.0
2017-11-12,59.0
2017-11-19,26.0
2017-11-26,37.0
2017-12-10,23.0
2017-12-17,34.0
2017-12-24,24.0
2017-12-31,60.0
2018-01-07,21.0
2018-01-14,30.0
2018-02-04,29.0
2018-02-18,24.0
2018-03-04,29.0
2018-03-18,20.0
2018-04-01,21.0
2018-04-08,26.0
2018-04-15,28.0
2018-04-22,45.0
2018-04-29,33.0
2018-05-13,35.0
2018-05-20,20.0
2018-06-03,32.0
2018-06-10,31.0
2018-06-17,58.0
2018-06-24,23.0
2018-07-01,72.0
2018-07-08,25.0
2018-07-15,59.0
2018-07-22,15.0
2018-07-29,21.0
2018-09-02,31.0
2018-09-09,26.0
2018-09-16,40.0
2018-09-23,29.0
2018-09-30,23.0
2018-10-07,17.0
2018-10-14,62.0
2018-10-21,17.0
2018-10-28,31.0
2018-11-04,24.0
2018-11-11,16.0
2018-11-18,28.0
2018-11-25,15.0
2018-12-02,42.0
2018-12-16,13.0
2018-12-23,27.0
2018-12-30,37.0
2019-01-06,54.0
2019-01-13,31.0
2019-01-20,21.0
2019-01-27,17.0
2019-02-03,47.0
2019-02-17,21.0
2019-02-24,46.0
2019-03-03,41.0
2019-03-10,23.0
2019-03-17,13.0
2019-03-24,45.0
2019-03-31,22.0
2019-04-14,52.0
2019-04-21,38.0
2019-04-28,31.0
2019-05-12,17.0
2019-05-19,34.0
2019-05-26,21.0
2019-06-02,40.0
2019-06-09,24.0
2019-06-16,13.0
2019-06-23,20.0
2019-07-07,30.0
2019-07-21,29.0
2019-07-28,72.0
2019-08-04,15.0
2019-08-11,36.0
2019-08-18,45.0
2019-08-25,38.0
2019-09-01,31.0
2019-09-08,25.0
2019-09-15,18.0
2019-09-29,28.0
2019-10-06,22.0
2019-10-13,16.0
2019-10-20,30.0
2019-10-27,34.0
2019-11-03,31.0
2019-11-10,79.0
2019-11-17,29.0
2019-11-24,37.0
2019-12-08,56.0
2019-12-15,31.0
2019-12-22,27.0
2019-12-29,31.0
2020-01-05,20.0
2020-01-12,32.0
2020-01-19,18.0
2020-01-26,36.0
2020-02-02,23.0
2020-02-09,30.0
2020-02-16,100.0
2020-02-23,34.0
2020-03-01,38.0
2020-03-08,41.0
2020-03-15,40.0
2020-03-22,25.0
2020-03-29,24.0
2020-04-05,40.0
2020-05-03,38.0
2020-05-10,51.0
2020-05-17,13.0
2020-05-24,20.0
2020-05-31,51.0
2020-06-14,41.0
2020-06-21,37.0
2020-06-28,21.0
2020-07-05,33.0
2020-07-12,15.0
2020-07-19,37.0
2020-07-26,16.0
2020-08-02,25.0
2020-08-16,54.0
2020-08-23,11.0
2020-08-30,32.0
2020-09-06,22.0
2020-09-13,31.0
2020-09-20,35.0
2020-09-27,23.0
2020-10-04,31.0
2020-10-11,22.0
2020-10-18,32.0
2020-11-01,28.0
2020-11-15,28.0
2020-11-22,24.0
2020-11-29,39.0
2020-12-06,41.0
2020-12-13,12.0
2020-12-20,18.0
2021-01-10,18.0
2021-01-17,22.0
2021-01-24,21.0
2021-01-31,50.0
2021-02-14,36.0
2021-02-21,39.0
2021-02-28,30.0
2021-03-14,27.0
2021-03-21,20.0
2021-03-28,37.0
2021-04-04,24.0
2021-04-11,28.0
2021-04-18,40.0
2021-05-02,53.0
2021-05-09,17.0
2021-05-23,20.0
2021-06-06,29.0
2021-06-13,36.0
2021-06-20,26.0
2021-06-27,32.0
2021-07-04,27.0
2021-07-11,45.0
2021-07-18,15.0
2021-07-25,14.0
2021-08-01,38.0
2021-08-08,42.0
2021-08-15,36.0
2021-08-22,19.0
2021-08-29,20.0
2021-09-05,21.0
2021-09-12,26.0
2021-09-19,39.0
2021-09-26,54.0
2021-10-03,21.0
2021-10-10,34.0
2021-10-17,28.0
2021-10-24,46.0
2021-10-31,25.0
2021-11-07,20.0
2021-11-14,36.0
2021-11-21,35.0
2021-11-28,21.0
2021-12-05,12.0
2021-12-19,15.0
2021-12-26,25.0
2022-01-02,30.0
2022-01-09,26.0
2022-01-16,18.0
2022-01-23,14.0
2022-01-30,15.0
2022-02-06,27.0
2022-02-13,30.0
2022-02-20,20.0
2022-02-27,37.0
2022-03-06,23.0
2022-03-13,34.0
2022-03-20,37.0
2022-03-27,17.0
2022-04-03,51.0
2022-04-10,64.0
2022-04-17,44.0
2022-04-24,38.0
2022-05-01,9.0
2022-05-08,21.0
2022-05-15,24.0
2022-05-22,34.0
2022-05-29,37.0
2022-06-05,36.0
2022-06-12,37.0
2022-06-19,22.0
2022-06-26,27.0
2022-07-03,43.0
2022-07-10,45.0
2022-07-17,51.0
2022-07-31,58.0
2022-08-07,19.0
2022-08-14,66.0
2022-08-21,39.0
2022-08-28,55.0
2022-09-04,47.0
2022-09-11,32.0
2022-09-18,42.0
2022-09-25,40.0
2022-10-02,11.0
2022-10-09,49.0
2022-10-16,26.0
2022-10-23,27.0
2022-10-30,40.0
2022-11-06,14.0
2022-11-13,26.0
2022-11-27,20.0
2022-12-04,37.0
2022-12-11,42.0
2022-12-18,24.0
2022-12-25,56.0
