,MVT_GT_Sacramento-Stockton-Modesto CA
2017-01-01,12.0
2017-01-08,15.0
2017-01-15,12.0
2017-01-22,38.0
2017-01-29,30.0
2017-02-05,12.0
2017-02-12,27.0
2017-02-19,30.0
2017-02-26,14.0
2017-03-05,18.0
2017-03-12,29.0
2017-03-19,18.0
2017-03-26,49.0
2017-04-02,30.0
2017-04-09,18.0
2017-04-16,26.0
2017-04-30,14.0
2017-05-07,17.0
2017-05-14,27.0
2017-05-21,28.0
2017-05-28,32.0
2017-06-04,24.0
2017-06-25,46.0
2017-07-09,31.0
2017-07-16,58.0
2017-07-30,23.0
2017-08-20,32.0
2017-08-27,42.0
2017-09-03,50.0
2017-09-10,34.0
2017-09-24,57.0
2017-10-08,13.0
2017-10-15,31.0
2017-10-22,29.0
2017-10-29,19.0
2017-11-12,26.0
2017-11-19,16.0
2017-12-03,35.0
2017-12-10,12.0
2017-12-24,42.0
2018-01-07,40.0
2018-01-14,49.0
2018-01-21,16.0
2018-01-28,19.0
2018-02-04,77.0
2018-02-11,56.0
2018-02-18,27.0
2018-03-04,19.0
2018-03-11,42.0
2018-03-18,21.0
2018-04-15,20.0
2018-04-29,30.0
2018-05-13,25.0
2018-05-20,23.0
2018-05-27,48.0
2018-06-03,21.0
2018-06-10,37.0
2018-07-01,45.0
2018-07-08,28.0
2018-07-29,13.0
2018-08-05,15.0
2018-08-19,35.0
2018-08-26,47.0
2018-09-02,31.0
2018-09-09,18.0
2018-09-16,15.0
2018-09-23,26.0
2018-09-30,28.0
2018-10-21,37.0
2018-11-25,52.0
2018-12-02,17.0
2018-12-09,44.0
2018-12-16,17.0
2018-12-23,33.0
2019-01-06,26.0
2019-01-27,18.0
2019-02-03,15.0
2019-02-17,50.0
2019-02-24,25.0
2019-03-10,19.0
2019-03-17,29.0
2019-03-24,26.0
2019-03-31,19.0
2019-04-07,15.0
2019-04-28,49.0
2019-05-05,26.0
2019-05-12,11.0
2019-05-19,25.0
2019-05-26,55.0
2019-06-09,38.0
2019-06-23,34.0
2019-07-07,42.0
2019-08-04,14.0
2019-08-18,23.0
2019-09-08,22.0
2019-09-15,12.0
2019-09-22,21.0
2019-09-29,18.0
2019-10-06,16.0
2019-10-13,27.0
2019-10-20,37.0
2019-10-27,44.0
2019-11-10,25.0
2019-11-24,15.0
2019-12-08,16.0
2019-12-29,29.0
2020-01-12,17.0
2020-01-19,19.0
2020-01-26,20.0
2020-02-02,15.0
2020-02-09,26.0
2020-02-23,21.0
2020-03-08,31.0
2020-03-15,13.0
2020-03-22,23.0
2020-03-29,11.0
2020-04-05,19.0
2020-04-19,9.0
2020-05-03,20.0
2020-05-10,20.0
2020-05-24,14.0
2020-05-31,42.0
2020-06-07,59.0
2020-06-21,33.0
2020-07-05,24.0
2020-07-12,16.0
2020-07-19,17.0
2020-07-26,15.0
2020-08-16,18.0
2020-08-23,11.0
2020-09-06,22.0
2020-09-20,18.0
2020-09-27,15.0
2020-10-04,42.0
2020-10-25,25.0
2020-11-08,16.0
2020-11-15,15.0
2020-11-22,26.0
2020-11-29,20.0
2021-01-10,29.0
2021-01-17,26.0
2021-01-31,44.0
2021-02-07,16.0
2021-02-14,13.0
2021-02-21,11.0
2021-03-07,30.0
2021-03-14,37.0
2021-03-28,31.0
2021-04-11,17.0
2021-04-25,14.0
2021-05-02,19.0
2021-05-09,17.0
2021-05-16,100.0
2021-05-23,22.0
2021-06-13,18.0
2021-06-20,14.0
2021-07-04,26.0
2021-08-01,35.0
2021-08-08,37.0
2021-08-22,29.0
2021-08-29,12.0
2021-09-19,30.0
2021-10-03,17.0
2021-10-10,14.0
2021-10-17,19.0
2021-10-24,13.0
2021-10-31,18.0
2021-11-07,58.0
2021-11-14,31.0
2021-11-21,63.0
2021-11-28,19.0
2021-12-05,25.0
2021-12-12,12.0
2021-12-19,44.0
2021-12-26,50.0
2022-01-02,20.0
2022-01-23,21.0
2022-01-30,12.0
2022-02-06,18.0
2022-02-13,23.0
2022-02-20,11.0
2022-03-06,24.0
2022-03-13,14.0
2022-03-20,10.0
2022-03-27,19.0
2022-04-10,19.0
2022-04-17,23.0
2022-05-08,22.0
2022-05-22,23.0
2022-05-29,12.0
2022-06-05,12.0
2022-06-19,16.0
2022-07-17,23.0
2022-08-07,24.0
2022-08-14,27.0
2022-08-21,28.0
2022-09-04,24.0
2022-09-11,26.0
2022-09-18,24.0
2022-09-25,45.0
2022-10-02,15.0
2022-10-09,16.0
2022-10-23,16.0
2022-10-30,37.0
2022-11-06,17.0
2022-11-13,20.0
2022-11-20,30.0
2022-12-11,24.0
2022-12-18,66.0
2022-12-25,17.0
