,MVT_GT_Austin TX
2017-01-01,14.0
2017-01-22,14.0
2017-01-29,46.0
2017-02-05,12.0
2017-02-26,33.0
2017-03-05,35.0
2017-03-19,23.0
2017-03-26,17.0
2017-05-21,19.0
2017-06-04,34.0
2017-06-11,27.0
2017-06-25,26.0
2017-07-02,25.0
2017-07-30,16.0
2017-08-06,40.0
2017-08-13,23.0
2017-10-08,16.0
2017-10-29,19.0
2017-11-26,22.0
2017-12-24,16.0
2018-02-18,45.0
2018-04-01,27.0
2018-04-08,11.0
2018-04-22,27.0
2018-04-29,14.0
2018-05-13,15.0
2018-06-03,13.0
2018-06-17,17.0
2018-06-24,14.0
2018-07-08,20.0
2018-07-15,20.0
2018-07-22,37.0
2018-08-12,22.0
2018-08-26,16.0
2018-09-23,25.0
2018-10-14,11.0
2018-11-11,13.0
2018-12-02,20.0
2018-12-16,13.0
2019-01-27,18.0
2019-02-03,41.0
2019-03-17,15.0
2019-03-24,29.0
2019-03-31,18.0
2019-06-30,25.0
2019-07-21,40.0
2019-08-11,22.0
2019-08-25,15.0
2019-09-08,11.0
2019-09-15,16.0
2019-09-29,14.0
2019-10-20,10.0
2019-11-10,11.0
2019-11-24,26.0
2019-12-08,11.0
2019-12-15,15.0
2020-01-05,36.0
2020-01-19,13.0
2020-02-02,29.0
2020-02-16,16.0
2020-02-23,21.0
2020-03-01,30.0
2020-03-08,11.0
2020-04-05,13.0
2020-04-26,40.0
2020-05-03,13.0
2020-05-24,11.0
2020-06-21,16.0
2020-07-26,17.0
2020-08-09,18.0
2020-08-16,13.0
2020-08-30,10.0
2020-09-20,13.0
2020-10-11,13.0
2020-12-06,11.0
2020-12-13,18.0
2020-12-27,16.0
2021-01-24,16.0
2021-01-31,18.0
2021-02-28,49.0
2021-03-14,11.0
2021-03-21,16.0
2021-04-11,17.0
2021-05-09,15.0
2021-06-13,12.0
2021-06-20,11.0
2021-07-04,31.0
2021-08-01,19.0
2021-08-15,100.0
2021-09-12,13.0
2021-10-03,19.0
2021-10-10,11.0
2021-10-24,17.0
2021-11-14,18.0
2021-11-21,16.0
2022-01-16,20.0
2022-01-23,27.0
2022-02-13,36.0
2022-02-20,9.0
2022-02-27,11.0
2022-03-20,20.0
2022-04-10,23.0
2022-04-17,15.0
2022-05-15,15.0
2022-06-19,26.0
2022-06-26,10.0
2022-07-10,16.0
2022-07-17,16.0
2022-07-31,43.0
2022-08-07,17.0
2022-08-21,21.0
2022-09-04,14.0
2022-09-11,14.0
2022-09-18,17.0
2022-10-23,9.0
2022-10-30,22.0
2022-11-20,13.0
2022-11-27,21.0
2022-12-11,10.0
2022-12-18,54.0
2022-12-25,19.0
