,MVT_GT_Portland OR
2017-01-01,40.0
2017-01-15,28.0
2017-02-05,26.0
2017-02-12,44.0
2017-02-19,25.0
2017-02-26,31.0
2017-03-05,22.0
2017-03-19,20.0
2017-03-26,16.0
2017-04-02,24.0
2017-04-16,48.0
2017-05-14,64.0
2017-05-21,24.0
2017-06-25,53.0
2017-07-09,27.0
2017-07-23,49.0
2017-07-30,54.0
2017-08-06,30.0
2017-08-27,20.0
2017-09-24,55.0
2017-10-15,15.0
2017-10-22,46.0
2017-10-29,31.0
2017-11-05,33.0
2017-11-12,14.0
2018-01-07,20.0
2018-01-14,24.0
2018-02-04,25.0
2018-02-11,19.0
2018-02-25,19.0
2018-03-04,40.0
2018-03-11,27.0
2018-03-18,15.0
2018-03-25,19.0
2018-04-01,23.0
2018-04-08,17.0
2018-04-15,20.0
2018-04-22,48.0
2018-04-29,58.0
2018-05-06,17.0
2018-05-13,76.0
2018-05-20,22.0
2018-05-27,32.0
2018-06-03,25.0
2018-06-10,33.0
2018-06-17,33.0
2018-06-24,30.0
2018-07-15,25.0
2018-07-22,43.0
2018-07-29,26.0
2018-08-05,24.0
2018-08-12,18.0
2018-08-19,28.0
2018-08-26,23.0
2018-09-02,19.0
2018-09-09,17.0
2018-09-16,40.0
2018-09-30,53.0
2018-10-14,16.0
2018-10-21,30.0
2018-10-28,39.0
2018-11-04,49.0
2018-11-18,66.0
2018-11-25,38.0
2018-12-09,38.0
2018-12-23,26.0
2018-12-30,55.0
2019-01-06,72.0
2019-01-13,35.0
2019-01-20,26.0
2019-02-10,33.0
2019-02-17,39.0
2019-02-24,21.0
2019-03-03,61.0
2019-03-10,48.0
2019-03-17,29.0
2019-03-24,66.0
2019-04-07,32.0
2019-05-12,22.0
2019-05-19,48.0
2019-06-09,35.0
2019-06-16,34.0
2019-06-30,25.0
2019-07-07,31.0
2019-07-21,38.0
2019-08-04,21.0
2019-08-11,24.0
2019-08-25,37.0
2019-09-15,18.0
2019-09-29,28.0
2019-10-06,30.0
2019-10-13,33.0
2019-10-27,31.0
2019-11-03,25.0
2019-11-10,23.0
2019-11-17,29.0
2019-11-24,17.0
2019-12-01,21.0
2019-12-15,19.0
2019-12-22,35.0
2019-12-29,100.0
2020-01-05,71.0
2020-01-12,31.0
2020-01-26,18.0
2020-02-09,28.0
2020-02-16,20.0
2020-02-23,50.0
2020-03-15,38.0
2020-03-22,32.0
2020-03-29,22.0
2020-04-05,37.0
2020-05-03,13.0
2020-05-10,34.0
2020-05-24,48.0
2020-05-31,21.0
2020-06-07,35.0
2020-06-28,38.0
2020-07-05,40.0
2020-07-12,34.0
2020-07-26,22.0
2020-08-02,23.0
2020-08-09,42.0
2020-08-16,18.0
2020-08-23,17.0
2020-08-30,27.0
2020-09-06,13.0
2020-09-13,42.0
2020-09-27,17.0
2020-10-04,26.0
2020-10-11,37.0
2020-10-18,39.0
2020-11-01,24.0
2020-11-15,21.0
2020-11-22,18.0
2020-12-06,23.0
2020-12-20,58.0
2021-01-03,73.0
2021-01-10,16.0
2021-01-17,34.0
2021-01-24,29.0
2021-02-07,68.0
2021-02-14,28.0
2021-03-07,17.0
2021-03-14,36.0
2021-03-28,27.0
2021-04-04,27.0
2021-04-11,31.0
2021-04-25,27.0
2021-05-02,19.0
2021-05-09,25.0
2021-05-16,20.0
2021-06-06,37.0
2021-06-13,34.0
2021-06-20,48.0
2021-06-27,51.0
2021-07-11,18.0
2021-07-25,20.0
2021-08-01,25.0
2021-08-08,40.0
2021-08-15,25.0
2021-08-29,51.0
2021-09-05,33.0
2021-09-19,32.0
2021-10-03,40.0
2021-10-17,47.0
2021-10-24,23.0
2021-10-31,65.0
2021-11-07,49.0
2021-11-14,48.0
2021-11-28,50.0
2021-12-05,37.0
2021-12-12,62.0
2021-12-19,16.0
2021-12-26,33.0
2022-01-16,58.0
2022-01-23,23.0
2022-02-06,56.0
2022-02-13,37.0
2022-02-20,51.0
2022-02-27,59.0
2022-03-13,31.0
2022-03-20,16.0
2022-03-27,14.0
2022-04-03,15.0
2022-04-10,16.0
2022-04-17,73.0
2022-04-24,32.0
2022-05-08,25.0
2022-05-15,45.0
2022-05-29,39.0
2022-06-12,44.0
2022-06-19,13.0
2022-07-10,57.0
2022-07-17,22.0
2022-07-24,59.0
2022-07-31,56.0
2022-08-07,37.0
2022-08-14,32.0
2022-08-21,45.0
2022-08-28,86.0
2022-09-11,33.0
2022-09-18,32.0
2022-09-25,26.0
2022-10-09,29.0
2022-10-16,35.0
2022-10-23,32.0
2022-11-13,35.0
2022-11-20,42.0
2022-11-27,39.0
2022-12-11,18.0
2022-12-18,48.0
2022-12-25,64.0
