,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-15,18.0
2017-01-22,37.0
2017-01-29,61.0
2017-02-05,61.0
2017-02-12,49.0
2017-02-26,20.0
2017-03-12,44.0
2017-03-19,16.0
2017-03-26,49.0
2017-04-16,17.0
2017-04-30,36.0
2017-05-07,33.0
2017-05-14,42.0
2017-05-21,23.0
2017-05-28,33.0
2017-06-25,76.0
2017-07-09,64.0
2017-07-23,36.0
2017-08-20,35.0
2017-08-27,24.0
2017-09-10,23.0
2017-09-17,18.0
2017-09-24,28.0
2017-10-08,27.0
2017-10-15,49.0
2017-10-22,26.0
2017-10-29,22.0
2017-11-05,82.0
2017-11-12,37.0
2017-11-19,18.0
2017-11-26,17.0
2017-12-24,23.0
2017-12-31,26.0
2018-01-14,54.0
2018-01-28,24.0
2018-02-04,18.0
2018-02-11,94.0
2018-02-18,22.0
2018-02-25,33.0
2018-03-18,53.0
2018-04-01,100.0
2018-04-08,56.0
2018-04-15,67.0
2018-04-22,53.0
2018-05-06,22.0
2018-05-13,22.0
2018-05-20,45.0
2018-05-27,20.0
2018-06-03,34.0
2018-06-10,53.0
2018-06-17,33.0
2018-07-15,39.0
2018-07-22,21.0
2018-08-19,21.0
2018-08-26,44.0
2018-09-02,30.0
2018-09-09,35.0
2018-09-16,27.0
2018-09-23,21.0
2018-10-07,71.0
2018-11-04,39.0
2018-11-11,32.0
2018-11-18,24.0
2018-12-09,55.0
2018-12-16,28.0
2018-12-23,17.0
2019-01-06,17.0
2019-01-20,18.0
2019-02-10,27.0
2019-02-17,62.0
2019-02-24,29.0
2019-03-03,39.0
2019-03-24,34.0
2019-03-31,25.0
2019-04-21,30.0
2019-04-28,40.0
2019-05-05,45.0
2019-05-26,28.0
2019-06-23,61.0
2019-07-14,37.0
2019-07-21,17.0
2019-07-28,19.0
2019-08-04,38.0
2019-08-25,45.0
2019-09-22,24.0
2019-10-06,43.0
2019-10-13,24.0
2019-10-27,18.0
2019-11-03,23.0
2019-11-17,28.0
2019-11-24,58.0
2019-12-08,62.0
2019-12-15,68.0
2019-12-29,59.0
2020-01-05,61.0
2020-01-12,38.0
2020-01-19,65.0
2020-01-26,42.0
2020-02-02,22.0
2020-02-23,43.0
2020-03-08,17.0
2020-03-15,15.0
2020-04-05,21.0
2020-04-12,26.0
2020-04-19,28.0
2020-04-26,65.0
2020-05-10,38.0
2020-05-17,26.0
2020-06-14,40.0
2020-06-21,33.0
2020-07-05,22.0
2020-07-19,24.0
2020-07-26,28.0
2020-08-02,31.0
2020-08-23,29.0
2020-08-30,39.0
2020-09-06,25.0
2020-09-20,23.0
2020-10-11,67.0
2020-10-25,27.0
2020-11-01,50.0
2020-11-15,21.0
2020-11-22,36.0
2020-12-06,43.0
2020-12-13,24.0
2020-12-27,41.0
2021-01-24,42.0
2021-02-07,43.0
2021-02-14,14.0
2021-02-21,43.0
2021-02-28,22.0
2021-03-07,29.0
2021-03-14,30.0
2021-03-28,17.0
2021-04-11,28.0
2021-04-18,18.0
2021-04-25,16.0
2021-05-02,25.0
2021-05-09,81.0
2021-05-23,38.0
2021-06-06,20.0
2021-07-04,45.0
2021-07-11,31.0
2021-07-25,27.0
2021-08-01,25.0
2021-08-22,29.0
2021-09-05,35.0
2021-09-19,28.0
2021-09-26,46.0
2021-10-17,22.0
2021-10-24,21.0
2021-11-07,53.0
2021-11-21,26.0
2021-11-28,28.0
2021-12-12,31.0
2022-01-16,19.0
2022-01-23,23.0
2022-02-13,32.0
2022-02-20,20.0
2022-02-27,27.0
2022-03-06,24.0
2022-03-20,16.0
2022-04-03,33.0
2022-04-10,18.0
2022-04-17,22.0
2022-05-08,14.0
2022-05-15,33.0
2022-05-22,32.0
2022-05-29,62.0
2022-06-12,27.0
2022-06-19,45.0
2022-06-26,22.0
2022-07-03,84.0
2022-07-10,26.0
2022-07-17,34.0
2022-07-24,18.0
2022-07-31,24.0
2022-08-07,46.0
2022-08-21,33.0
2022-08-28,25.0
2022-09-11,47.0
2022-09-18,30.0
2022-09-25,26.0
2022-10-02,38.0
2022-10-09,30.0
2022-10-23,19.0
2022-10-30,31.0
2022-11-13,53.0
2022-12-04,51.0
2022-12-11,35.0
2022-12-25,27.0
