,MVT_GT_Denver CO
2017-01-01,45.0
2017-01-08,20.0
2017-01-22,45.0
2017-02-26,88.0
2017-03-05,31.0
2017-04-09,53.0
2017-04-16,33.0
2017-04-23,42.0
2017-05-14,33.0
2017-05-28,18.0
2017-06-04,27.0
2017-06-11,61.0
2017-06-18,25.0
2017-06-25,21.0
2017-07-02,17.0
2017-07-16,19.0
2017-08-06,64.0
2017-08-20,21.0
2017-09-03,33.0
2017-09-10,43.0
2017-10-08,17.0
2017-10-22,38.0
2017-10-29,47.0
2017-11-12,55.0
2017-11-26,25.0
2017-12-03,24.0
2017-12-10,53.0
2017-12-17,28.0
2017-12-31,24.0
2018-01-07,40.0
2018-01-14,29.0
2018-01-21,37.0
2018-01-28,37.0
2018-02-18,36.0
2018-02-25,30.0
2018-03-25,28.0
2018-04-01,28.0
2018-04-08,34.0
2018-04-15,15.0
2018-05-20,47.0
2018-06-03,30.0
2018-06-17,35.0
2018-06-24,22.0
2018-07-01,36.0
2018-07-08,27.0
2018-07-15,100.0
2018-08-05,23.0
2018-08-12,49.0
2018-09-02,24.0
2018-09-09,62.0
2018-09-16,40.0
2018-09-23,33.0
2018-10-21,54.0
2018-10-28,29.0
2018-11-11,56.0
2018-11-25,18.0
2018-12-02,23.0
2018-12-09,30.0
2018-12-16,45.0
2018-12-23,71.0
2018-12-30,29.0
2019-01-06,24.0
2019-01-20,24.0
2019-02-03,22.0
2019-02-17,46.0
2019-02-24,30.0
2019-03-03,27.0
2019-03-10,22.0
2019-03-17,32.0
2019-03-31,16.0
2019-04-14,20.0
2019-04-21,51.0
2019-04-28,89.0
2019-05-05,39.0
2019-05-12,98.0
2019-05-19,61.0
2019-06-02,37.0
2019-06-09,24.0
2019-06-16,20.0
2019-07-14,52.0
2019-07-21,20.0
2019-07-28,44.0
2019-08-04,20.0
2019-08-11,30.0
2019-08-25,14.0
2019-09-08,49.0
2019-09-15,23.0
2019-09-22,23.0
2019-10-13,39.0
2019-10-20,30.0
2019-10-27,49.0
2019-11-03,43.0
2019-11-10,34.0
2019-11-17,15.0
2019-12-01,44.0
2019-12-08,45.0
2019-12-15,83.0
2019-12-22,21.0
2020-01-05,50.0
2020-01-12,25.0
2020-01-26,19.0
2020-02-02,37.0
2020-02-09,18.0
2020-02-16,22.0
2020-02-23,87.0
2020-03-01,16.0
2020-03-15,16.0
2020-03-22,48.0
2020-04-05,57.0
2020-04-12,15.0
2020-04-19,16.0
2020-04-26,37.0
2020-05-03,35.0
2020-05-17,20.0
2020-05-24,24.0
2020-05-31,17.0
2020-06-07,13.0
2020-06-21,16.0
2020-06-28,50.0
2020-07-05,33.0
2020-07-12,46.0
2020-07-19,37.0
2020-07-26,35.0
2020-08-02,34.0
2020-08-16,20.0
2020-08-23,24.0
2020-08-30,18.0
2020-09-06,78.0
2020-09-13,28.0
2020-09-20,21.0
2020-10-11,28.0
2020-10-18,17.0
2020-10-25,48.0
2020-11-01,53.0
2020-11-08,37.0
2020-11-15,21.0
2020-11-29,52.0
2020-12-06,21.0
2020-12-20,28.0
2021-01-03,26.0
2021-01-17,46.0
2021-01-24,40.0
2021-01-31,62.0
2021-02-14,40.0
2021-02-28,16.0
2021-03-14,64.0
2021-03-28,55.0
2021-04-11,29.0
2021-04-18,42.0
2021-04-25,62.0
2021-05-09,37.0
2021-05-16,22.0
2021-05-23,26.0
2021-05-30,37.0
2021-06-06,48.0
2021-06-13,68.0
2021-06-20,40.0
2021-06-27,78.0
2021-07-04,51.0
2021-07-11,28.0
2021-07-18,80.0
2021-08-01,21.0
2021-08-08,70.0
2021-08-15,32.0
2021-08-22,59.0
2021-08-29,28.0
2021-09-05,84.0
2021-09-12,51.0
2021-09-19,39.0
2021-09-26,26.0
2021-10-03,72.0
2021-10-17,37.0
2021-11-07,49.0
2021-11-14,51.0
2021-11-28,43.0
2021-12-12,18.0
2021-12-19,48.0
2021-12-26,99.0
2022-01-02,54.0
2022-01-09,26.0
2022-01-16,46.0
2022-01-23,76.0
2022-01-30,24.0
2022-02-13,44.0
2022-02-27,67.0
2022-03-06,59.0
2022-03-13,42.0
2022-03-20,53.0
2022-03-27,38.0
2022-04-03,23.0
2022-04-10,53.0
2022-04-17,31.0
2022-04-24,44.0
2022-05-01,67.0
2022-05-08,66.0
2022-05-22,66.0
2022-05-29,45.0
2022-06-05,72.0
2022-06-12,81.0
2022-06-19,77.0
2022-06-26,34.0
2022-07-03,50.0
2022-07-10,43.0
2022-07-24,77.0
2022-07-31,29.0
2022-08-07,86.0
2022-08-14,75.0
2022-08-28,44.0
2022-09-04,98.0
2022-09-11,28.0
2022-09-18,39.0
2022-09-25,51.0
2022-10-02,36.0
2022-10-09,37.0
2022-10-16,92.0
2022-10-23,73.0
2022-10-30,49.0
2022-11-06,27.0
2022-11-13,44.0
2022-11-27,34.0
2022-12-04,45.0
2022-12-11,30.0
2022-12-18,53.0
2022-12-25,39.0
