,MVT_GT_Los Angeles CA
2017-01-01,37.0
2017-01-08,34.0
2017-01-15,68.0
2017-01-22,37.0
2017-01-29,39.0
2017-02-05,39.0
2017-02-12,30.0
2017-02-19,60.0
2017-02-26,44.0
2017-03-05,48.0
2017-03-12,25.0
2017-03-19,62.0
2017-03-26,30.0
2017-04-02,61.0
2017-04-09,46.0
2017-04-16,39.0
2017-04-23,20.0
2017-04-30,45.0
2017-05-07,29.0
2017-05-14,41.0
2017-05-21,44.0
2017-05-28,47.0
2017-06-04,39.0
2017-06-11,65.0
2017-06-18,29.0
2017-06-25,52.0
2017-07-02,42.0
2017-07-09,39.0
2017-07-16,44.0
2017-07-23,46.0
2017-07-30,48.0
2017-08-06,65.0
2017-08-13,81.0
2017-08-20,33.0
2017-08-27,32.0
2017-09-03,37.0
2017-09-10,35.0
2017-09-17,26.0
2017-09-24,47.0
2017-10-01,50.0
2017-10-08,27.0
2017-10-15,56.0
2017-10-22,33.0
2017-10-29,48.0
2017-11-05,45.0
2017-11-12,38.0
2017-11-19,36.0
2017-11-26,59.0
2017-12-03,23.0
2017-12-10,30.0
2017-12-17,32.0
2017-12-24,58.0
2017-12-31,31.0
2018-01-07,36.0
2018-01-14,10.0
2018-01-21,46.0
2018-01-28,48.0
2018-02-04,52.0
2018-02-11,42.0
2018-02-18,66.0
2018-02-25,37.0
2018-03-04,19.0
2018-03-11,32.0
2018-03-18,42.0
2018-03-25,42.0
2018-04-01,56.0
2018-04-08,45.0
2018-04-15,40.0
2018-04-22,38.0
2018-04-29,55.0
2018-05-06,56.0
2018-05-13,41.0
2018-05-20,100.0
2018-05-27,43.0
2018-06-03,59.0
2018-06-10,33.0
2018-06-17,30.0
2018-06-24,50.0
2018-07-01,28.0
2018-07-08,45.0
2018-07-15,53.0
2018-07-22,49.0
2018-07-29,42.0
2018-08-05,33.0
2018-08-12,50.0
2018-08-19,42.0
2018-08-26,36.0
2018-09-02,43.0
2018-09-09,21.0
2018-09-16,30.0
2018-09-23,43.0
2018-09-30,40.0
2018-10-07,37.0
2018-10-14,31.0
2018-10-21,59.0
2018-10-28,36.0
2018-11-04,31.0
2018-11-11,32.0
2018-11-18,40.0
2018-11-25,30.0
2018-12-02,44.0
2018-12-09,49.0
2018-12-16,36.0
2018-12-23,58.0
2018-12-30,63.0
2019-01-06,38.0
2019-01-13,26.0
2019-01-20,34.0
2019-01-27,52.0
2019-02-03,57.0
2019-02-10,40.0
2019-02-17,36.0
2019-02-24,32.0
2019-03-03,56.0
2019-03-10,30.0
2019-03-17,55.0
2019-03-24,26.0
2019-03-31,34.0
2019-04-07,19.0
2019-04-14,44.0
2019-04-21,29.0
2019-04-28,47.0
2019-05-05,50.0
2019-05-12,47.0
2019-05-19,58.0
2019-05-26,15.0
2019-06-02,46.0
2019-06-09,32.0
2019-06-16,24.0
2019-06-23,33.0
2019-06-30,16.0
2019-07-07,50.0
2019-07-14,34.0
2019-07-21,47.0
2019-07-28,31.0
2019-08-04,36.0
2019-08-11,34.0
2019-08-18,62.0
2019-08-25,54.0
2019-09-01,60.0
2019-09-08,47.0
2019-09-15,46.0
2019-09-22,31.0
2019-09-29,65.0
2019-10-06,20.0
2019-10-13,25.0
2019-10-20,46.0
2019-10-27,54.0
2019-11-03,35.0
2019-11-10,37.0
2019-11-17,47.0
2019-11-24,33.0
2019-12-01,39.0
2019-12-08,46.0
2019-12-15,19.0
2019-12-22,27.0
2019-12-29,37.0
2020-01-05,45.0
2020-01-12,59.0
2020-01-19,53.0
2020-01-26,34.0
2020-02-02,47.0
2020-02-09,42.0
2020-02-16,32.0
2020-02-23,59.0
2020-03-01,36.0
2020-03-08,31.0
2020-03-15,58.0
2020-03-22,32.0
2020-03-29,41.0
2020-04-05,40.0
2020-04-12,35.0
2020-04-19,14.0
2020-04-26,66.0
2020-05-03,52.0
2020-05-10,36.0
2020-05-17,30.0
2020-05-24,44.0
2020-05-31,53.0
2020-06-07,31.0
2020-06-14,40.0
2020-06-21,39.0
2020-06-28,34.0
2020-07-05,60.0
2020-07-12,51.0
2020-07-19,52.0
2020-07-26,52.0
2020-08-02,41.0
2020-08-09,40.0
2020-08-16,36.0
2020-08-23,48.0
2020-08-30,23.0
2020-09-06,32.0
2020-09-13,36.0
2020-09-20,40.0
2020-09-27,45.0
2020-10-04,52.0
2020-10-11,35.0
2020-10-18,24.0
2020-10-25,31.0
2020-11-01,36.0
2020-11-08,36.0
2020-11-15,36.0
2020-11-22,34.0
2020-11-29,33.0
2020-12-06,27.0
2020-12-13,34.0
2020-12-20,45.0
2020-12-27,50.0
2021-01-03,57.0
2021-01-10,51.0
2021-01-17,35.0
2021-01-24,49.0
2021-01-31,52.0
2021-02-07,35.0
2021-02-14,34.0
2021-02-21,32.0
2021-02-28,38.0
2021-03-07,32.0
2021-03-14,65.0
2021-03-21,38.0
