,MVT_GT_Nashville TN
2017-01-01,45.0
2017-01-22,23.0
2017-02-05,25.0
2017-02-12,19.0
2017-02-26,17.0
2017-03-26,25.0
2017-04-23,54.0
2017-05-14,35.0
2017-05-28,20.0
2017-06-04,20.0
2017-07-02,33.0
2017-08-06,59.0
2017-08-13,51.0
2017-09-10,14.0
2017-09-24,17.0
2017-10-08,33.0
2017-10-22,31.0
2017-11-05,15.0
2017-11-19,43.0
2017-11-26,31.0
2017-12-03,19.0
2017-12-10,47.0
2017-12-24,20.0
2018-01-14,21.0
2018-01-28,29.0
2018-02-04,16.0
2018-02-11,19.0
2018-02-18,22.0
2018-02-25,18.0
2018-04-08,18.0
2018-04-29,21.0
2018-05-27,32.0
2018-06-03,38.0
2018-07-15,23.0
2018-07-22,49.0
2018-07-29,17.0
2018-08-19,96.0
2018-09-09,25.0
2018-09-16,60.0
2018-09-30,17.0
2018-10-14,19.0
2018-10-28,27.0
2018-11-11,15.0
2018-11-18,76.0
2018-11-25,22.0
2018-12-16,34.0
2018-12-23,23.0
2018-12-30,21.0
2019-01-06,14.0
2019-01-20,25.0
2019-01-27,14.0
2019-02-10,22.0
2019-02-17,72.0
2019-02-24,32.0
2019-03-24,28.0
2019-04-14,25.0
2019-04-21,27.0
2019-04-28,36.0
2019-05-19,50.0
2019-05-26,34.0
2019-07-21,54.0
2019-07-28,32.0
2019-08-11,39.0
2019-08-25,20.0
2019-09-29,19.0
2019-10-06,27.0
2019-10-13,14.0
2019-10-20,27.0
2019-10-27,18.0
2019-11-03,24.0
2019-11-10,66.0
2019-11-24,23.0
2019-12-01,19.0
2019-12-08,15.0
2019-12-15,24.0
2019-12-22,22.0
2019-12-29,27.0
2020-01-05,17.0
2020-01-26,19.0
2020-02-16,14.0
2020-03-01,20.0
2020-03-08,22.0
2020-03-15,19.0
2020-03-29,24.0
2020-04-05,46.0
2020-04-12,47.0
2020-04-19,22.0
2020-04-26,42.0
2020-05-03,16.0
2020-05-10,31.0
2020-05-17,15.0
2020-05-24,13.0
2020-05-31,40.0
2020-07-05,23.0
2020-08-02,35.0
2020-08-23,12.0
2020-08-30,12.0
2020-09-13,39.0
2020-09-20,18.0
2020-10-04,29.0
2020-11-01,31.0
2020-11-15,18.0
2020-11-22,16.0
2020-12-20,32.0
2020-12-27,20.0
2021-01-17,27.0
2021-02-28,26.0
2021-04-04,30.0
2021-04-11,15.0
2021-04-25,100.0
2021-05-02,31.0
2021-05-16,18.0
2021-06-20,21.0
2021-06-27,18.0
2021-08-01,24.0
2021-08-08,29.0
2021-08-15,18.0
2021-08-22,16.0
2021-09-12,19.0
2021-09-19,34.0
2021-09-26,81.0
2021-10-31,38.0
2021-11-07,17.0
2021-11-21,47.0
2021-12-12,21.0
2021-12-26,42.0
2022-02-06,37.0
2022-03-13,16.0
2022-04-03,18.0
2022-04-17,28.0
2022-04-24,16.0
2022-05-01,16.0
2022-05-08,26.0
2022-05-15,38.0
2022-05-22,36.0
2022-05-29,54.0
2022-06-05,14.0
2022-06-26,14.0
2022-07-03,14.0
2022-07-10,22.0
2022-07-17,19.0
2022-07-31,48.0
2022-08-07,24.0
2022-08-21,19.0
2022-08-28,19.0
2022-09-04,16.0
2022-09-11,28.0
2022-09-25,35.0
2022-10-02,16.0
2022-10-09,18.0
2022-10-16,21.0
2022-10-30,19.0
2022-11-06,16.0
2022-11-13,21.0
2022-11-20,27.0
2022-11-27,22.0
2022-12-04,21.0
