,MVT_GT_Seattle-Tacoma WA
2017-01-01,38.0
2017-01-15,31.0
2017-01-22,18.0
2017-01-29,19.0
2017-02-05,44.0
2017-02-19,22.0
2017-03-05,26.0
2017-03-12,22.0
2017-03-19,30.0
2017-04-02,54.0
2017-04-09,61.0
2017-04-23,31.0
2017-04-30,17.0
2017-05-07,37.0
2017-05-14,36.0
2017-05-28,32.0
2017-06-04,17.0
2017-06-11,15.0
2017-06-18,25.0
2017-06-25,24.0
2017-07-09,20.0
2017-07-16,41.0
2017-07-23,35.0
2017-07-30,17.0
2017-08-06,15.0
2017-08-13,22.0
2017-09-03,23.0
2017-09-10,41.0
2017-09-24,17.0
2017-10-08,79.0
2017-10-22,21.0
2017-11-12,23.0
2017-11-19,30.0
2017-11-26,30.0
2017-12-10,48.0
2017-12-17,22.0
2017-12-24,38.0
2018-01-14,26.0
2018-01-21,53.0
2018-02-11,48.0
2018-02-18,31.0
2018-02-25,20.0
2018-03-04,25.0
2018-03-11,33.0
2018-03-18,19.0
2018-03-25,33.0
2018-04-01,23.0
2018-04-08,46.0
2018-04-15,32.0
2018-04-22,14.0
2018-04-29,20.0
2018-05-06,18.0
2018-05-13,44.0
2018-05-20,35.0
2018-05-27,31.0
2018-06-10,15.0
2018-06-17,48.0
2018-06-24,56.0
2018-07-01,13.0
2018-07-08,14.0
2018-07-15,23.0
2018-07-22,40.0
2018-07-29,25.0
2018-08-05,28.0
2018-08-12,21.0
2018-08-19,19.0
2018-09-02,58.0
2018-09-23,27.0
2018-10-07,35.0
2018-10-14,49.0
2018-10-21,29.0
2018-11-04,25.0
2018-11-11,16.0
2018-12-02,29.0
2018-12-09,31.0
2018-12-16,35.0
2018-12-23,20.0
2018-12-30,37.0
2019-01-13,22.0
2019-01-20,39.0
2019-01-27,43.0
2019-02-03,13.0
2019-02-10,24.0
2019-02-17,23.0
2019-03-03,27.0
2019-03-10,14.0
2019-03-17,42.0
2019-03-24,19.0
2019-03-31,36.0
2019-04-07,26.0
2019-04-14,34.0
2019-04-21,59.0
2019-04-28,21.0
2019-05-12,14.0
2019-05-19,17.0
2019-05-26,21.0
2019-06-09,13.0
2019-07-07,28.0
2019-07-21,24.0
2019-07-28,13.0
2019-08-04,23.0
2019-08-11,41.0
2019-08-18,49.0
2019-09-01,34.0
2019-09-08,23.0
2019-09-15,46.0
2019-09-22,42.0
2019-09-29,28.0
2019-10-06,32.0
2019-10-20,19.0
2019-11-03,27.0
2019-11-10,51.0
2019-11-24,24.0
2019-12-01,34.0
2019-12-29,17.0
2020-01-05,25.0
2020-01-12,20.0
2020-01-26,62.0
2020-02-02,12.0
2020-02-09,20.0
2020-02-16,16.0
2020-02-23,42.0
2020-03-01,28.0
2020-03-15,24.0
2020-03-29,47.0
2020-04-05,10.0
2020-04-19,27.0
2020-04-26,40.0
2020-05-03,56.0
2020-05-10,12.0
2020-05-17,19.0
2020-05-31,19.0
2020-06-07,30.0
2020-06-14,32.0
2020-06-21,31.0
2020-07-12,17.0
2020-07-19,37.0
2020-07-26,16.0
2020-08-02,20.0
2020-08-09,20.0
2020-08-16,49.0
2020-09-06,22.0
2020-09-20,18.0
2020-10-04,21.0
2020-10-11,14.0
2020-10-18,26.0
2020-10-25,53.0
2020-11-01,30.0
2020-11-15,39.0
2020-11-22,36.0
2020-11-29,24.0
2020-12-06,36.0
2020-12-13,37.0
2020-12-27,14.0
2021-01-10,25.0
2021-01-31,22.0
2021-02-07,54.0
2021-02-14,21.0
2021-02-21,36.0
2021-02-28,20.0
2021-03-07,40.0
2021-03-14,16.0
2021-03-21,19.0
2021-03-28,42.0
2021-04-04,100.0
2021-04-25,14.0
2021-05-02,55.0
2021-05-09,37.0
2021-05-16,13.0
2021-05-30,13.0
2021-06-06,13.0
2021-06-20,22.0
2021-06-27,31.0
2021-07-04,30.0
2021-07-11,19.0
2021-07-18,29.0
2021-07-25,32.0
2021-08-08,24.0
2021-08-15,44.0
2021-08-22,23.0
2021-08-29,46.0
2021-09-05,59.0
2021-09-12,62.0
2021-09-19,60.0
2021-10-03,50.0
2021-10-10,23.0
2021-10-17,27.0
2021-10-31,62.0
2021-11-07,16.0
2021-11-14,26.0
2021-11-21,50.0
2021-11-28,18.0
2021-12-05,58.0
2021-12-12,16.0
2021-12-19,38.0
2022-01-02,64.0
2022-01-09,89.0
2022-01-16,44.0
2022-01-23,69.0
2022-01-30,42.0
2022-02-06,45.0
2022-02-13,46.0
2022-02-20,24.0
2022-02-27,42.0
2022-03-06,35.0
2022-03-13,48.0
2022-03-20,55.0
2022-03-27,25.0
2022-04-03,22.0
2022-04-10,35.0
2022-04-17,29.0
2022-04-24,41.0
2022-05-01,23.0
2022-05-22,38.0
2022-05-29,34.0
2022-06-05,58.0
2022-06-12,18.0
2022-06-19,38.0
2022-06-26,40.0
2022-07-03,54.0
2022-07-10,35.0
2022-07-17,74.0
2022-07-24,38.0
2022-07-31,35.0
2022-08-14,42.0
2022-08-21,19.0
2022-08-28,29.0
2022-09-04,21.0
2022-09-11,28.0
2022-09-18,57.0
2022-09-25,47.0
2022-10-02,34.0
2022-10-09,34.0
2022-10-16,57.0
2022-10-23,33.0
2022-10-30,29.0
2022-11-06,53.0
2022-11-13,27.0
2022-11-20,48.0
2022-11-27,52.0
2022-12-04,63.0
2022-12-11,35.0
2022-12-18,67.0
2022-12-25,28.0
