,MVT_GT_Columbus OH
2017-01-29,19.0
2017-02-05,29.0
2017-02-12,34.0
2017-04-16,33.0
2017-06-11,22.0
2017-06-18,17.0
2017-06-25,33.0
2017-07-16,25.0
2017-07-30,18.0
2017-08-13,20.0
2017-08-20,26.0
2017-09-03,27.0
2017-10-01,27.0
2017-11-05,23.0
2017-11-12,47.0
2017-12-03,18.0
2018-03-25,34.0
2018-04-22,15.0
2018-05-27,50.0
2018-06-10,18.0
2018-06-17,31.0
2018-07-29,26.0
2018-08-05,17.0
2018-08-12,48.0
2018-08-19,21.0
2018-10-14,20.0
2018-10-21,64.0
2018-11-11,40.0
2018-12-02,19.0
2018-12-23,25.0
2019-01-06,30.0
2019-01-13,20.0
2019-01-20,100.0
2019-01-27,18.0
2019-02-17,19.0
2019-03-10,23.0
2019-03-17,34.0
2019-04-14,53.0
2019-05-26,26.0
2019-07-28,19.0
2019-08-04,31.0
2019-08-18,29.0
2019-09-01,54.0
2019-09-08,16.0
2019-09-15,38.0
2019-10-06,14.0
2019-10-27,68.0
2019-11-17,60.0
2019-12-08,29.0
2020-01-19,19.0
2020-01-26,15.0
2020-02-09,28.0
2020-03-22,21.0
2020-04-05,49.0
2020-04-12,28.0
2020-04-19,27.0
2020-04-26,34.0
2020-05-24,40.0
2020-06-07,28.0
2020-06-14,24.0
2020-07-05,32.0
2020-08-16,24.0
2020-09-27,23.0
2020-10-11,74.0
2020-10-25,44.0
2020-11-01,17.0
2020-11-15,41.0
2020-12-13,23.0
2020-12-27,16.0
2021-01-17,26.0
2021-02-07,23.0
2021-02-21,14.0
2021-04-04,22.0
2021-05-30,24.0
2021-06-06,32.0
2021-07-04,46.0
2021-07-11,40.0
2021-07-18,37.0
2021-08-15,18.0
2021-09-05,60.0
2021-09-26,16.0
2021-10-24,16.0
2021-10-31,14.0
2021-11-07,13.0
2021-11-14,24.0
2021-11-28,48.0
2021-12-05,32.0
2021-12-12,35.0
2021-12-19,18.0
2021-12-26,30.0
2022-01-02,22.0
2022-01-09,28.0
2022-01-16,78.0
2022-01-23,66.0
2022-01-30,22.0
2022-02-13,43.0
2022-02-20,25.0
2022-03-06,72.0
2022-03-13,56.0
2022-03-20,24.0
2022-03-27,30.0
2022-04-03,46.0
2022-04-10,30.0
2022-04-17,12.0
2022-05-01,24.0
2022-05-08,15.0
2022-05-22,42.0
2022-06-05,15.0
2022-06-19,33.0
2022-06-26,59.0
2022-07-03,25.0
2022-07-10,16.0
2022-07-24,71.0
2022-08-07,27.0
2022-08-14,26.0
2022-08-21,35.0
2022-09-11,26.0
2022-09-18,12.0
2022-09-25,14.0
2022-10-02,11.0
2022-10-09,33.0
2022-10-16,32.0
2022-10-23,17.0
2022-10-30,30.0
2022-11-06,24.0
2022-11-20,23.0
2022-11-27,31.0
2022-12-11,27.0
2022-12-18,95.0
