,MVT_GT_Denver CO
2017-01-01,19.0
2017-01-08,24.0
2017-01-22,23.0
2017-01-29,33.0
2017-02-12,24.0
2017-02-19,15.0
2017-02-26,13.0
2017-03-05,13.0
2017-04-02,13.0
2017-04-16,19.0
2017-05-07,37.0
2017-05-28,69.0
2017-06-04,16.0
2017-06-11,30.0
2017-06-25,57.0
2017-07-02,18.0
2017-08-20,17.0
2017-08-27,20.0
2017-09-17,18.0
2017-09-24,37.0
2017-10-22,40.0
2017-10-29,47.0
2017-11-05,33.0
2017-11-12,13.0
2017-12-10,59.0
2018-01-07,27.0
2018-01-14,31.0
2018-01-21,23.0
2018-01-28,48.0
2018-02-04,12.0
2018-02-18,23.0
2018-03-04,23.0
2018-03-11,15.0
2018-03-25,52.0
2018-04-08,38.0
2018-04-22,17.0
2018-05-20,25.0
2018-05-27,24.0
2018-06-17,17.0
2018-07-01,23.0
2018-07-29,16.0
2018-08-05,35.0
2018-08-12,18.0
2018-08-19,49.0
2018-08-26,36.0
2018-09-02,18.0
2018-09-16,17.0
2018-09-23,39.0
2018-09-30,61.0
2018-10-07,17.0
2018-10-14,18.0
2018-10-21,43.0
2018-11-04,21.0
2018-11-25,28.0
2018-12-02,17.0
2018-12-09,15.0
2018-12-23,25.0
2018-12-30,32.0
2019-01-06,30.0
2019-01-20,35.0
2019-02-03,21.0
2019-02-17,30.0
2019-02-24,26.0
2019-03-03,17.0
2019-03-10,27.0
2019-03-17,16.0
2019-03-31,16.0
2019-04-07,22.0
2019-04-14,14.0
2019-04-28,34.0
2019-05-05,13.0
2019-05-12,23.0
2019-05-19,63.0
2019-05-26,36.0
2019-06-02,17.0
2019-06-09,42.0
2019-06-16,22.0
2019-06-30,12.0
2019-07-07,28.0
2019-07-21,15.0
2019-08-04,31.0
2019-08-11,31.0
2019-09-08,17.0
2019-09-15,16.0
2019-09-22,30.0
2019-10-06,11.0
2019-10-13,16.0
2019-10-20,35.0
2019-11-10,24.0
2019-12-01,26.0
2019-12-15,40.0
2019-12-22,28.0
2020-01-05,15.0
2020-01-12,34.0
2020-01-19,15.0
2020-01-26,15.0
2020-02-02,24.0
2020-02-16,24.0
2020-02-23,13.0
2020-03-01,31.0
2020-03-08,16.0
2020-03-15,17.0
2020-03-22,13.0
2020-04-05,28.0
2020-04-19,24.0
2020-04-26,18.0
2020-05-03,22.0
2020-05-10,16.0
2020-05-17,53.0
2020-05-31,12.0
2020-06-14,39.0
2020-06-21,24.0
2020-06-28,13.0
2020-07-05,21.0
2020-07-12,40.0
2020-07-26,20.0
2020-08-09,44.0
2020-08-16,26.0
2020-08-23,13.0
2020-08-30,25.0
2020-09-06,38.0
2020-09-13,26.0
2020-09-20,17.0
2020-09-27,12.0
2020-10-25,25.0
2020-11-01,23.0
2020-11-08,18.0
2020-11-15,26.0
2020-11-22,15.0
2020-11-29,15.0
2020-12-13,39.0
2020-12-20,13.0
2020-12-27,32.0
2021-01-03,24.0
2021-01-10,100.0
2021-01-24,34.0
2021-01-31,70.0
2021-02-28,21.0
2021-03-07,25.0
2021-03-28,12.0
2021-04-04,19.0
2021-04-11,21.0
2021-04-18,38.0
2021-04-25,36.0
2021-05-16,44.0
2021-05-23,24.0
2021-05-30,39.0
2021-06-06,39.0
2021-06-13,42.0
2021-06-20,45.0
2021-06-27,63.0
2021-07-04,44.0
2021-07-11,36.0
2021-07-18,27.0
2021-07-25,24.0
2021-08-08,42.0
2021-08-15,12.0
2021-08-22,31.0
2021-08-29,15.0
2021-09-05,21.0
2021-09-12,25.0
2021-09-19,36.0
2021-09-26,26.0
2021-10-03,32.0
2021-10-10,32.0
2021-10-17,32.0
2021-10-24,19.0
2021-10-31,47.0
2021-11-07,32.0
2021-11-14,20.0
2021-11-21,35.0
2021-11-28,14.0
2021-12-19,81.0
2022-01-02,32.0
2022-01-09,99.0
2022-01-16,41.0
2022-01-23,38.0
2022-01-30,26.0
2022-02-13,14.0
2022-02-20,26.0
2022-02-27,50.0
2022-03-06,40.0
2022-03-13,42.0
2022-03-20,14.0
2022-03-27,26.0
2022-04-10,52.0
2022-04-17,19.0
2022-04-24,34.0
2022-05-01,43.0
2022-05-08,23.0
2022-05-15,30.0
2022-05-22,13.0
2022-05-29,12.0
2022-06-05,35.0
2022-06-12,30.0
2022-06-19,45.0
2022-06-26,34.0
2022-07-03,38.0
2022-07-10,36.0
2022-07-17,34.0
2022-07-24,43.0
2022-07-31,38.0
2022-08-07,46.0
2022-08-14,37.0
2022-08-21,17.0
2022-08-28,24.0
2022-09-04,54.0
2022-09-11,16.0
2022-09-18,29.0
2022-09-25,52.0
2022-10-02,30.0
2022-10-09,53.0
2022-10-16,37.0
2022-10-23,40.0
2022-10-30,49.0
2022-11-06,25.0
2022-11-13,29.0
2022-11-20,55.0
2022-11-27,34.0
2022-12-04,27.0
2022-12-11,33.0
2022-12-18,58.0
2022-12-25,26.0
