,MVT_GT_Seattle-Tacoma WA
2017-01-01,46.0
2017-01-08,18.0
2017-01-15,25.0
2017-01-22,13.0
2017-02-05,64.0
2017-02-12,16.0
2017-02-19,25.0
2017-02-26,46.0
2017-03-05,29.0
2017-03-12,42.0
2017-04-02,38.0
2017-04-16,18.0
2017-04-23,36.0
2017-04-30,17.0
2017-05-07,23.0
2017-05-14,75.0
2017-05-28,18.0
2017-06-18,23.0
2017-06-25,22.0
2017-07-02,32.0
2017-07-23,41.0
2017-07-30,34.0
2017-08-06,27.0
2017-08-13,27.0
2017-08-20,22.0
2017-09-03,20.0
2017-09-17,22.0
2017-10-08,26.0
2017-10-15,18.0
2017-10-22,19.0
2017-10-29,12.0
2017-11-19,13.0
2017-11-26,46.0
2017-12-03,20.0
2017-12-10,35.0
2017-12-17,16.0
2017-12-24,59.0
2017-12-31,25.0
2018-01-14,25.0
2018-01-28,26.0
2018-02-18,21.0
2018-03-04,29.0
2018-03-11,48.0
2018-03-25,55.0
2018-04-01,49.0
2018-04-08,24.0
2018-04-15,76.0
2018-04-29,27.0
2018-05-13,41.0
2018-05-27,70.0
2018-06-17,41.0
2018-06-24,45.0
2018-07-01,50.0
2018-07-08,43.0
2018-07-15,23.0
2018-07-22,33.0
2018-07-29,20.0
2018-08-05,21.0
2018-08-12,39.0
2018-09-09,20.0
2018-09-23,41.0
2018-09-30,38.0
2018-10-07,17.0
2018-10-14,44.0
2018-10-21,72.0
2018-10-28,37.0
2018-11-04,100.0
2018-11-25,22.0
2018-12-16,39.0
2018-12-23,25.0
2018-12-30,32.0
2019-01-13,44.0
2019-01-20,37.0
2019-01-27,22.0
2019-02-03,15.0
2019-02-10,52.0
2019-02-17,33.0
2019-02-24,22.0
2019-03-03,18.0
2019-03-10,20.0
2019-03-17,19.0
2019-03-24,13.0
2019-03-31,20.0
2019-04-07,43.0
2019-04-14,17.0
2019-04-21,49.0
2019-04-28,42.0
2019-05-12,28.0
2019-05-19,33.0
2019-05-26,18.0
2019-06-02,20.0
2019-06-16,13.0
2019-06-23,16.0
2019-06-30,28.0
2019-07-07,22.0
2019-07-14,41.0
2019-07-28,14.0
2019-08-04,15.0
2019-08-11,60.0
2019-08-18,23.0
2019-09-01,23.0
2019-09-08,19.0
2019-09-22,25.0
2019-09-29,46.0
2019-10-06,44.0
2019-10-13,17.0
2019-10-20,52.0
2019-11-10,47.0
2019-11-24,25.0
2019-12-01,31.0
2019-12-08,12.0
2019-12-22,36.0
2020-01-05,26.0
2020-01-12,16.0
2020-01-19,15.0
2020-01-26,19.0
2020-02-09,13.0
2020-02-23,22.0
2020-03-08,19.0
2020-03-22,20.0
2020-03-29,42.0
2020-04-05,46.0
2020-04-12,25.0
2020-04-19,59.0
2020-04-26,23.0
2020-05-10,25.0
2020-05-17,19.0
2020-05-24,43.0
2020-06-07,22.0
2020-06-14,21.0
2020-06-21,40.0
2020-06-28,18.0
2020-07-05,12.0
2020-07-12,53.0
2020-07-19,18.0
2020-07-26,17.0
2020-08-02,29.0
2020-08-09,30.0
2020-08-16,29.0
2020-08-23,11.0
2020-08-30,13.0
2020-09-06,52.0
2020-09-20,26.0
2020-09-27,13.0
2020-10-04,27.0
2020-10-11,30.0
2020-10-25,25.0
2020-11-01,26.0
2020-11-08,25.0
2020-11-15,64.0
2020-11-22,36.0
2020-11-29,48.0
2020-12-06,18.0
2020-12-13,23.0
2020-12-20,53.0
2021-01-03,18.0
2021-01-10,22.0
2021-01-24,13.0
2021-01-31,43.0
2021-02-07,57.0
2021-02-14,36.0
2021-02-21,29.0
2021-03-07,56.0
2021-03-28,22.0
2021-04-04,26.0
2021-04-25,14.0
2021-05-02,37.0
2021-05-09,15.0
2021-05-16,28.0
2021-05-23,22.0
2021-05-30,50.0
2021-06-20,28.0
2021-06-27,45.0
2021-07-04,25.0
2021-07-11,56.0
2021-07-18,34.0
2021-07-25,38.0
2021-08-01,31.0
2021-08-08,52.0
2021-08-15,56.0
2021-08-22,15.0
2021-08-29,74.0
2021-09-05,36.0
2021-09-12,48.0
2021-09-19,21.0
2021-09-26,26.0
2021-10-03,30.0
2021-10-10,39.0
2021-10-17,37.0
2021-10-24,28.0
2021-10-31,40.0
2021-11-07,31.0
2021-11-14,59.0
2021-11-21,37.0
2021-12-05,42.0
2021-12-12,19.0
2021-12-19,53.0
2021-12-26,36.0
2022-01-02,37.0
2022-01-09,39.0
2022-01-16,55.0
2022-01-23,48.0
2022-01-30,56.0
2022-02-06,62.0
2022-02-13,15.0
2022-02-20,55.0
2022-02-27,39.0
2022-03-06,43.0
2022-03-13,41.0
2022-03-20,33.0
2022-03-27,24.0
2022-04-03,29.0
2022-04-10,33.0
2022-04-17,43.0
2022-04-24,42.0
2022-05-01,32.0
2022-05-08,16.0
2022-05-15,18.0
2022-05-22,41.0
2022-05-29,20.0
2022-06-05,65.0
2022-06-12,27.0
2022-06-19,52.0
2022-06-26,42.0
2022-07-10,23.0
2022-07-17,50.0
2022-07-24,40.0
2022-07-31,42.0
2022-08-07,25.0
2022-08-14,25.0
2022-08-21,60.0
2022-08-28,65.0
2022-09-04,38.0
2022-09-11,56.0
2022-09-18,45.0
2022-09-25,37.0
2022-10-02,66.0
2022-10-09,40.0
2022-10-16,52.0
2022-10-23,37.0
2022-10-30,61.0
2022-11-06,58.0
2022-11-13,44.0
2022-11-20,38.0
2022-11-27,37.0
2022-12-04,55.0
2022-12-11,34.0
2022-12-18,32.0
2022-12-25,36.0
