,MVT_GT_Miami-Ft. Lauderdale FL
2017-01-01,16.0
2017-01-08,26.0
2017-01-22,28.0
2017-01-29,81.0
2017-02-12,18.0
2017-02-19,47.0
2017-02-26,23.0
2017-03-05,18.0
2017-03-12,55.0
2017-03-19,26.0
2017-03-26,38.0
2017-04-09,31.0
2017-04-16,16.0
2017-05-07,37.0
2017-05-14,28.0
2017-05-21,23.0
2017-05-28,17.0
2017-06-18,39.0
2017-06-25,22.0
2017-07-02,15.0
2017-07-30,27.0
2017-08-13,47.0
2017-08-27,33.0
2017-09-03,17.0
2017-09-10,29.0
2017-10-01,32.0
2017-10-08,33.0
2017-10-15,61.0
2017-10-22,14.0
2017-10-29,51.0
2017-11-12,37.0
2017-12-03,27.0
2017-12-10,23.0
2017-12-17,30.0
2018-01-07,26.0
2018-01-28,37.0
2018-02-04,69.0
2018-02-11,13.0
2018-02-25,12.0
2018-03-18,26.0
2018-03-25,22.0
2018-04-01,50.0
2018-04-15,50.0
2018-04-22,42.0
2018-05-27,56.0
2018-06-03,28.0
2018-06-10,20.0
2018-06-17,16.0
2018-06-24,18.0
2018-07-01,32.0
2018-07-15,36.0
2018-07-22,27.0
2018-07-29,24.0
2018-08-19,41.0
2018-08-26,13.0
2018-09-02,26.0
2018-09-09,27.0
2018-09-23,23.0
2018-10-07,100.0
2018-10-28,26.0
2018-11-11,29.0
2018-11-25,23.0
2018-12-02,16.0
2018-12-16,29.0
2018-12-30,18.0
2019-01-06,25.0
2019-01-13,15.0
2019-01-20,18.0
2019-02-03,38.0
2019-02-10,46.0
2019-02-17,18.0
2019-02-24,32.0
2019-03-17,26.0
2019-03-24,45.0
2019-04-07,18.0
2019-04-14,39.0
2019-04-21,53.0
2019-04-28,48.0
2019-05-05,15.0
2019-05-12,26.0
2019-05-19,31.0
2019-05-26,46.0
2019-06-09,23.0
2019-06-30,22.0
2019-07-14,37.0
2019-07-28,16.0
2019-08-04,16.0
2019-08-11,30.0
2019-08-25,19.0
2019-09-01,27.0
2019-10-06,23.0
2019-10-13,33.0
2019-10-20,12.0
2019-10-27,13.0
2019-11-10,27.0
2019-11-17,34.0
2019-11-24,24.0
2019-12-08,12.0
2019-12-15,49.0
2019-12-22,24.0
2019-12-29,36.0
2020-01-05,15.0
2020-01-12,12.0
2020-01-26,39.0
2020-02-02,22.0
2020-02-09,18.0
2020-02-16,21.0
2020-02-23,30.0
2020-03-01,23.0
2020-03-29,27.0
2020-04-05,13.0
2020-04-12,14.0
2020-04-19,10.0
2020-05-17,13.0
2020-05-24,30.0
2020-06-07,18.0
2020-06-14,22.0
2020-06-21,19.0
2020-06-28,23.0
2020-07-12,14.0
2020-07-26,26.0
2020-08-30,23.0
2020-09-27,32.0
2020-10-18,12.0
2020-11-15,33.0
2020-11-22,64.0
2020-11-29,13.0
2020-12-27,19.0
2021-01-03,16.0
2021-01-10,18.0
2021-01-24,17.0
2021-02-07,17.0
2021-02-21,11.0
2021-02-28,14.0
2021-03-07,27.0
2021-03-14,21.0
2021-03-21,16.0
2021-04-04,29.0
2021-04-11,31.0
2021-05-09,17.0
2021-05-23,19.0
2021-05-30,18.0
2021-06-13,13.0
2021-06-20,17.0
2021-07-11,41.0
2021-07-18,19.0
2021-08-01,44.0
2021-08-15,16.0
2021-08-22,14.0
2021-09-05,25.0
2021-09-19,16.0
2021-09-26,17.0
2021-10-17,36.0
2021-10-24,32.0
2021-10-31,23.0
2021-11-07,23.0
2021-11-28,31.0
2021-12-05,19.0
2021-12-26,13.0
2022-01-02,22.0
2022-01-09,24.0
2022-01-30,16.0
2022-02-06,19.0
2022-02-13,29.0
2022-02-27,60.0
2022-03-06,23.0
2022-03-13,34.0
2022-03-20,12.0
2022-04-03,13.0
2022-04-17,51.0
2022-04-24,26.0
2022-05-08,42.0
2022-05-15,20.0
2022-05-22,22.0
2022-05-29,46.0
2022-06-05,14.0
2022-06-12,15.0
2022-06-26,27.0
2022-07-03,59.0
2022-07-10,12.0
2022-07-17,40.0
2022-07-24,16.0
2022-08-07,14.0
2022-08-21,43.0
2022-09-04,17.0
2022-09-11,37.0
2022-09-18,30.0
2022-09-25,14.0
2022-10-02,44.0
2022-10-09,13.0
2022-10-16,13.0
2022-10-30,12.0
2022-11-20,30.0
2022-11-27,18.0
2022-12-04,78.0
2022-12-18,15.0
2022-12-25,22.0
