,MVT_GT_Houston TX
2017-01-08,62.0
2017-01-15,51.0
2017-01-22,22.0
2017-01-29,39.0
2017-02-05,13.0
2017-02-12,19.0
2017-02-19,25.0
2017-02-26,81.0
2017-03-05,18.0
2017-03-12,28.0
2017-03-19,22.0
2017-03-26,51.0
2017-04-02,19.0
2017-04-09,34.0
2017-04-23,36.0
2017-04-30,70.0
2017-05-07,24.0
2017-05-14,61.0
2017-05-28,39.0
2017-06-04,26.0
2017-06-11,35.0
2017-06-18,52.0
2017-07-02,76.0
2017-07-16,36.0
2017-07-23,24.0
2017-08-13,27.0
2017-08-20,19.0
2017-08-27,20.0
2017-09-03,26.0
2017-09-10,26.0
2017-09-17,19.0
2017-09-24,24.0
2017-10-01,38.0
2017-10-08,21.0
2017-10-15,40.0
2017-10-22,34.0
2017-10-29,17.0
2017-11-12,58.0
2017-11-26,20.0
2017-12-03,32.0
2017-12-10,28.0
2017-12-17,61.0
2017-12-24,51.0
2017-12-31,26.0
2018-01-07,13.0
2018-01-14,14.0
2018-01-21,36.0
2018-01-28,30.0
2018-02-04,60.0
2018-02-11,38.0
2018-02-18,30.0
2018-03-04,12.0
2018-03-18,28.0
2018-03-25,21.0
2018-04-01,61.0
2018-04-08,56.0
2018-04-15,26.0
2018-04-22,32.0
2018-04-29,27.0
2018-05-06,14.0
2018-05-13,41.0
2018-06-03,27.0
2018-06-10,60.0
2018-06-17,32.0
2018-07-01,16.0
2018-07-08,41.0
2018-07-15,14.0
2018-07-22,41.0
2018-08-05,28.0
2018-08-12,24.0
2018-08-19,13.0
2018-08-26,13.0
2018-09-02,42.0
2018-09-09,40.0
2018-09-16,59.0
2018-09-30,49.0
2018-10-07,89.0
2018-10-14,55.0
2018-10-21,59.0
2018-11-04,20.0
2018-11-18,25.0
2018-12-02,47.0
2018-12-09,25.0
2018-12-16,14.0
2018-12-30,18.0
2019-01-13,39.0
2019-01-20,30.0
2019-01-27,25.0
2019-02-03,37.0
2019-02-10,23.0
2019-03-03,31.0
2019-03-10,21.0
2019-03-17,27.0
2019-03-24,41.0
2019-03-31,22.0
2019-04-07,38.0
2019-04-14,30.0
2019-04-21,42.0
2019-04-28,31.0
2019-05-12,36.0
2019-05-19,44.0
2019-05-26,22.0
2019-06-02,66.0
2019-06-09,18.0
2019-06-16,38.0
2019-06-23,27.0
2019-06-30,40.0
2019-07-07,36.0
2019-07-14,32.0
2019-07-21,51.0
2019-07-28,58.0
2019-08-04,19.0
2019-08-11,44.0
2019-08-18,54.0
2019-09-01,24.0
2019-09-15,18.0
2019-09-22,19.0
2019-09-29,68.0
2019-10-06,21.0
2019-10-13,32.0
2019-10-27,38.0
2019-11-03,29.0
2019-11-10,25.0
2019-11-17,31.0
2019-11-24,39.0
2019-12-01,13.0
2019-12-08,44.0
2019-12-15,26.0
2019-12-22,100.0
2019-12-29,25.0
2020-01-05,28.0
2020-01-19,28.0
2020-01-26,51.0
2020-02-02,18.0
2020-02-09,41.0
2020-02-16,62.0
2020-02-23,31.0
2020-03-01,27.0
2020-03-08,55.0
2020-03-15,30.0
2020-03-22,68.0
2020-03-29,37.0
2020-04-05,30.0
2020-04-12,21.0
2020-04-19,36.0
2020-04-26,26.0
2020-05-03,30.0
2020-05-10,46.0
2020-05-17,20.0
2020-05-31,59.0
2020-06-07,31.0
2020-06-14,56.0
2020-06-21,40.0
2020-06-28,43.0
2020-07-05,20.0
2020-07-19,24.0
2020-07-26,30.0
2020-08-02,16.0
2020-08-09,30.0
2020-08-16,39.0
2020-08-23,14.0
2020-08-30,21.0
2020-09-06,19.0
2020-09-13,14.0
2020-09-20,19.0
2020-09-27,13.0
2020-10-04,22.0
2020-10-11,29.0
2020-10-18,75.0
2020-10-25,46.0
2020-11-01,19.0
2020-11-08,37.0
2020-11-15,28.0
2020-11-22,39.0
2020-11-29,17.0
2020-12-06,46.0
2020-12-20,21.0
2020-12-27,20.0
2021-01-03,20.0
2021-01-10,42.0
2021-01-17,34.0
2021-01-24,18.0
2021-01-31,12.0
2021-02-14,45.0
2021-02-21,28.0
2021-02-28,19.0
2021-03-14,22.0
2021-03-21,29.0
2021-03-28,28.0
2021-04-04,47.0
2021-04-11,19.0
2021-04-18,26.0
2021-04-25,26.0
2021-05-02,32.0
2021-05-09,46.0
2021-05-23,37.0
2021-05-30,26.0
2021-06-13,23.0
2021-06-20,31.0
2021-06-27,41.0
2021-07-04,40.0
2021-07-11,46.0
2021-08-01,46.0
2021-08-22,55.0
2021-08-29,47.0
2021-09-05,14.0
2021-09-19,44.0
2021-10-03,21.0
2021-10-10,41.0
2021-10-17,54.0
2021-10-24,25.0
2021-10-31,47.0
2021-11-14,32.0
2021-11-21,33.0
2021-11-28,20.0
2021-12-05,19.0
2021-12-12,23.0
2021-12-26,42.0
2022-01-02,42.0
2022-01-09,18.0
2022-01-23,70.0
2022-01-30,21.0
2022-02-06,34.0
2022-02-13,43.0
2022-02-20,29.0
2022-02-27,42.0
2022-03-06,41.0
2022-03-13,37.0
2022-03-20,43.0
2022-03-27,19.0
2022-04-03,81.0
2022-04-10,62.0
2022-04-17,64.0
2022-04-24,50.0
2022-05-08,32.0
2022-05-15,29.0
2022-05-22,44.0
2022-05-29,30.0
2022-06-05,19.0
2022-06-12,25.0
2022-06-26,48.0
2022-07-03,73.0
2022-07-10,86.0
2022-07-24,42.0
2022-07-31,33.0
2022-08-07,63.0
2022-08-14,63.0
2022-08-21,45.0
2022-08-28,60.0
2022-09-04,43.0
2022-09-11,26.0
2022-09-18,46.0
2022-09-25,42.0
2022-10-02,36.0
2022-10-09,31.0
2022-10-23,47.0
2022-10-30,38.0
2022-11-06,30.0
2022-11-13,24.0
2022-11-20,26.0
2022-11-27,30.0
2022-12-04,43.0
2022-12-11,15.0
2022-12-25,34.0
