,MVT_GT_San Antonio TX
2017-01-01,26.0
2017-01-22,41.0
2017-02-12,27.0
2017-02-19,61.0
2017-03-05,37.0
2017-03-19,37.0
2017-03-26,22.0
2017-04-23,31.0
2017-05-14,36.0
2017-05-21,71.0
2017-05-28,27.0
2017-06-04,77.0
2017-07-02,47.0
2017-07-16,35.0
2017-07-23,46.0
2017-08-13,35.0
2017-08-20,40.0
2017-09-03,79.0
2017-10-01,23.0
2017-10-22,45.0
2017-11-05,97.0
2017-11-12,28.0
2017-11-26,29.0
2017-12-03,26.0
2017-12-31,24.0
2018-01-07,25.0
2018-02-04,30.0
2018-02-25,29.0
2018-04-08,55.0
2018-04-15,23.0
2018-05-06,35.0
2018-05-13,26.0
2018-05-27,26.0
2018-07-08,45.0
2018-07-29,23.0
2018-08-12,55.0
2018-09-02,29.0
2018-09-09,37.0
2018-10-07,40.0
2018-10-14,32.0
2018-10-21,29.0
2018-12-16,74.0
2019-01-13,34.0
2019-02-17,25.0
2019-02-24,53.0
2019-03-31,74.0
2019-04-21,26.0
2019-05-12,60.0
2019-05-19,38.0
2019-06-23,51.0
2019-07-07,59.0
2019-07-14,28.0
2019-07-21,27.0
2019-07-28,40.0
2019-08-25,24.0
2019-09-15,36.0
2019-09-29,33.0
2019-10-06,39.0
2019-10-13,100.0
2019-11-03,53.0
2019-11-10,82.0
2019-11-24,23.0
2019-12-15,27.0
2020-01-05,31.0
2020-01-12,82.0
2020-02-02,27.0
2020-02-16,59.0
2020-03-01,58.0
2020-03-15,20.0
2020-04-12,22.0
2020-04-19,25.0
2020-05-03,22.0
2020-05-10,16.0
2020-05-24,33.0
2020-06-07,61.0
2020-06-14,25.0
2020-07-05,40.0
2020-07-19,46.0
2020-08-02,31.0
2020-08-09,30.0
2020-08-16,33.0
2020-09-13,41.0
2020-09-20,35.0
2020-11-01,18.0
2020-11-29,39.0
2021-01-03,20.0
2021-01-24,27.0
2021-03-07,28.0
2021-03-14,42.0
2021-03-21,39.0
2021-04-25,30.0
2021-05-16,55.0
2021-06-27,24.0
2021-07-18,96.0
2021-07-25,38.0
2021-08-01,31.0
2021-08-08,40.0
2021-09-05,32.0
2021-11-14,84.0
2021-11-28,24.0
2021-12-05,26.0
2021-12-26,38.0
2022-01-30,37.0
2022-02-13,20.0
2022-02-20,76.0
2022-02-27,39.0
2022-03-06,25.0
2022-03-13,26.0
2022-04-24,15.0
2022-05-01,58.0
2022-05-15,49.0
2022-05-29,71.0
2022-06-05,26.0
2022-06-12,25.0
2022-06-26,41.0
2022-07-03,51.0
2022-07-24,43.0
2022-07-31,44.0
2022-08-07,23.0
2022-08-14,58.0
2022-09-11,73.0
2022-09-25,19.0
2022-10-16,47.0
2022-10-30,21.0
2022-11-20,55.0
2022-11-27,18.0
2022-12-04,32.0
2022-12-11,20.0
2022-12-18,32.0
2022-12-25,31.0
