,MVT_GT_Boston MA-Manchester NH
2017-01-08,31.0
2017-01-22,12.0
2017-02-05,29.0
2017-02-19,36.0
2017-02-26,17.0
2017-03-12,32.0
2017-03-19,17.0
2017-04-02,14.0
2017-04-09,25.0
2017-04-16,33.0
2017-04-23,26.0
2017-04-30,30.0
2017-05-07,18.0
2017-05-14,35.0
2017-05-21,29.0
2017-06-11,16.0
2017-07-09,26.0
2017-07-23,37.0
2017-07-30,16.0
2017-08-06,22.0
2017-08-27,47.0
2017-09-10,63.0
2017-09-17,26.0
2017-09-24,37.0
2017-10-01,29.0
2017-10-15,14.0
2017-10-29,29.0
2017-11-05,18.0
2017-11-12,22.0
2017-11-19,27.0
2017-12-17,40.0
2017-12-24,20.0
2017-12-31,42.0
2018-01-14,25.0
2018-01-21,13.0
2018-01-28,17.0
2018-02-11,19.0
2018-02-25,43.0
2018-03-11,22.0
2018-03-18,26.0
2018-04-01,12.0
2018-04-22,37.0
2018-04-29,20.0
2018-05-13,21.0
2018-06-03,26.0
2018-06-17,26.0
2018-07-08,38.0
2018-07-15,19.0
2018-07-22,20.0
2018-07-29,29.0
2018-08-05,38.0
2018-08-12,48.0
2018-09-02,48.0
2018-09-09,27.0
2018-09-30,20.0
2018-10-07,24.0
2018-10-14,19.0
2018-10-28,28.0
2018-11-04,13.0
2018-11-18,25.0
2018-12-02,17.0
2018-12-09,21.0
2018-12-30,32.0
2019-01-06,14.0
2019-01-27,21.0
2019-02-10,22.0
2019-02-24,55.0
2019-03-03,15.0
2019-03-10,17.0
2019-03-24,36.0
2019-03-31,14.0
2019-04-07,17.0
2019-04-28,17.0
2019-05-05,68.0
2019-05-19,14.0
2019-05-26,20.0
2019-06-16,31.0
2019-07-21,33.0
2019-07-28,36.0
2019-08-04,28.0
2019-08-18,34.0
2019-08-25,22.0
2019-09-22,18.0
2019-09-29,21.0
2019-10-20,16.0
2019-10-27,18.0
2019-11-03,40.0
2019-11-10,17.0
2019-11-17,26.0
2019-12-15,16.0
2019-12-22,44.0
2019-12-29,14.0
2020-01-12,25.0
2020-02-02,12.0
2020-02-09,39.0
2020-02-16,33.0
2020-02-23,18.0
2020-04-12,29.0
2020-04-26,11.0
2020-05-03,10.0
2020-05-10,12.0
2020-05-24,19.0
2020-05-31,14.0
2020-06-07,11.0
2020-06-21,16.0
2020-06-28,26.0
2020-07-05,11.0
2020-07-12,38.0
2020-07-26,35.0
2020-08-02,26.0
2020-08-09,17.0
2020-08-16,26.0
2020-08-23,34.0
2020-09-06,18.0
2020-09-13,12.0
2020-09-20,42.0
2020-09-27,23.0
2020-10-11,19.0
2020-10-25,25.0
2020-11-08,12.0
2020-11-29,23.0
2020-12-13,24.0
2020-12-20,17.0
2020-12-27,23.0
2021-01-10,20.0
2021-01-17,15.0
2021-01-24,29.0
2021-02-14,49.0
2021-02-28,15.0
2021-03-21,100.0
2021-03-28,39.0
2021-04-25,29.0
2021-05-02,57.0
2021-05-23,25.0
2021-05-30,27.0
2021-06-13,13.0
2021-06-20,27.0
2021-06-27,47.0
2021-07-04,33.0
2021-07-11,26.0
2021-07-25,13.0
2021-08-08,15.0
2021-08-22,31.0
2021-08-29,45.0
2021-09-05,19.0
2021-09-26,15.0
2021-10-03,19.0
2021-10-17,41.0
2021-10-24,16.0
2021-11-07,22.0
2021-11-21,33.0
2021-12-05,16.0
2021-12-12,65.0
2021-12-19,46.0
2022-01-02,19.0
2022-01-09,23.0
2022-01-23,20.0
2022-01-30,15.0
2022-02-06,23.0
2022-02-20,23.0
2022-02-27,21.0
2022-03-06,17.0
2022-03-13,12.0
2022-03-20,33.0
2022-03-27,19.0
2022-04-03,25.0
2022-04-24,24.0
2022-05-01,19.0
2022-05-15,17.0
2022-05-22,15.0
2022-06-05,21.0
2022-06-12,13.0
2022-07-03,16.0
2022-07-10,15.0
2022-07-17,27.0
2022-07-24,55.0
2022-08-14,38.0
2022-08-21,30.0
2022-08-28,40.0
2022-09-04,23.0
2022-09-11,35.0
2022-10-02,14.0
2022-10-09,32.0
2022-10-23,32.0
2022-11-13,10.0
2022-11-20,39.0
2022-11-27,22.0
2022-12-04,38.0
2022-12-11,30.0
2022-12-18,45.0
2022-12-25,19.0
