,MVT_GT_Wichita-Hutchinson KS
2017-01-15,42.0
2017-01-29,31.0
2017-04-02,87.0
2017-04-16,53.0
2017-04-23,77.0
2017-04-30,48.0
2017-06-18,73.0
2017-07-09,29.0
2017-08-27,37.0
2017-09-03,28.0
2017-09-10,77.0
2017-09-17,54.0
2017-10-15,42.0
2017-11-26,57.0
2017-12-31,83.0
2018-01-21,42.29932315714755
2018-01-28,47.0
2018-02-18,64.93537913766916
2018-02-25,22.0
2018-03-04,87.0
2018-04-01,30.0
2018-04-08,38.0
2018-04-22,47.0
2018-04-29,73.0
2018-05-20,43.0
2018-06-24,35.0
2018-07-08,27.0
2018-09-02,25.0
2018-10-28,100.0
2018-11-11,41.0
2018-11-25,57.0
2018-12-02,38.0
2018-12-09,74.0
2018-12-16,44.0
2018-12-23,47.0
2019-02-17,24.0
2019-03-03,55.092975405634384
2019-03-17,47.0
2019-03-31,62.27211196104322
2019-04-28,29.0
2019-05-12,44.0
2019-05-26,98.74037320347742
2019-06-16,25.0
2019-07-07,28.0
2019-08-25,65.229031386156
2019-09-22,43.690478372730254
2019-10-13,60.66893808528664
2019-11-10,27.0
2019-11-17,45.0
2020-01-05,43.0
2020-01-12,27.0
2020-01-19,25.0
2020-01-26,71.0
2020-04-26,20.0
2020-05-03,36.978459712556386
2020-05-10,52.0
2020-05-17,28.0
2020-06-07,31.0
2020-06-28,20.0
2020-08-23,54.95691942511277
2020-10-11,25.0
2020-11-01,22.0
2020-11-29,30.0
2020-12-27,30.0
2021-01-31,53.0
2021-02-28,30.0
2021-03-07,31.0
2021-03-21,95.39229856278193
2021-04-11,32.0
2021-05-16,23.0
2021-06-06,73.88662765412121
2021-06-13,70.90249703290414
2021-06-20,63.0
2021-08-15,61.908167941564834
2021-08-29,51.744900764938905
2021-09-26,40.0
2021-10-03,30.0
2021-10-10,26.0
2021-12-12,68.71768956883457
2018-01-07,80.87075827533832
2018-02-04,47.17460899394735
2018-04-15,48.8594164580169
2018-06-10,90.9796030597556
2018-06-17,74.13152841906012
2018-09-23,48.8594164580169
2018-10-21,111.19729262859019
2019-05-05,70.76191349092103
2019-06-02,84.24037320347742
2019-06-09,57.283453778364645
2019-08-18,53.913838850225545
2019-09-08,47.17460899394735
2020-02-23,26.956919425112773
2020-03-15,35.380956745460516
2020-04-05,26.956919425112773
2020-04-12,42.12018660173871
2020-05-24,101.08844784417289
2020-05-31,67.39229856278193
2020-07-05,35.380956745460516
2020-07-19,55.598646314295095
2020-08-02,75.81633588312967
2020-08-16,28.641726889182323
2020-10-25,57.283453778364645
2020-12-13,69.07710602685148
2020-12-20,62.33787617057329
2021-01-03,32.011341817321416
2021-01-24,138.15421205370296
2021-02-07,37.06576420953006
2021-04-18,58.96826124243419
2021-05-02,42.12018660173871
2021-05-09,30.32653435325187
2021-05-30,40.43537913766916
2021-07-18,42.12018660173871
2021-08-22,38.75057167359961
2021-09-05,47.17460899394735
2021-10-31,69.07710602685148
2021-11-14,45.4898015298778
2021-11-28,52.229031386155995
2021-12-05,97.7188329160338
2021-12-19,79.18595081126877
2022-01-16,104.45806277231199
2022-02-27,35.380956745460516
2022-04-17,48.8594164580169
2022-05-08,92.66441052382515
2022-06-19,58.96826124243419
2022-08-07,62.33787617057329
2022-10-02,72.44672095499058
2022-10-30,25.272111961043223
2022-12-18,47.17460899394735
